순번,회사명,대표자명,공장대표주소(도로명),공장대표주소(지번),대표업종번호,업종번호,업종명,행정기관,등록일,종업원수,생산품
598,은성도자기,윤명희,경기도 여주시 오학길 23 (오학동),경기도 여주시 오학동 132-14번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2009-09-02,2,도자기
600,은하도예,최철수,경기도 여주시 북내면 가정1길 24,경기도 여주시 북내면 가정리 205번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1992-01-16,2,도자기
602,이미공방,최복규,경기도 여주시 대신면 대신1로 90,경기도 여주시 대신면 초현리 77-7,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2020-12-10,1,도자기
604,이조도예,이경택,경기도 여주시 평장길 55 (현암동),경기도 여주시 현암동 94-4번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2001-02-08,4,도자기
605,이천요업,주영대,경기도 여주시 북내면 도예촌길 17-10,경기도 여주시 북내면 지내리 373-5번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1994-01-13,7,도자기
609,일강도예,이정구,경기도 여주시 대신면 여양로 1083-10,경기도 여주시 대신면 후포리 743-6번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2002-02-02,4,도자기
616,일진도예,임동욱,경기도 여주시 여양로 373 (오학동),경기도 여주시 오학동 96번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2016-08-11,8,생활도자기
618,자광도예,정대기,경기도 여주시 평장길 194 (현암동),경기도 여주시 현암동 407번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1996-01-25,4,도자기
619,장유도예,이명수,경기도 여주시 현암4길 48 (현암동),경기도 여주시 현암동 426번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1995-06-14,2,도자기
621,전원도예연구소,박광천,경기도 여주시 어영실로 87 (천송동),경기도 여주시 천송동 450-4번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2020-08-18,2,도자기
628,조평요업,조한경,경기도 여주시 여양로 222-18 (천송동),경기도 여주시 천송동 497-3번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1990-12-20,7,도자기
629,좋은도자기,신철순,경기도 여주시 대신면 풍양1길 111-20,경기도 여주시 대신면 초현리 309-10번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2003-03-28,0,도자기
639,주식회사 모호,이호준,경기도 여주시 평장길 102-31 (현암동) 외 1필지,경기도 여주시 현암동 29-28 외 1필지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2025-06-09,11,생활도자기
657,주식회사 이도도자기,김영근,경기도 여주시 북내면 가정1길 62,경기도 여주시 북내면 가정리 86-2번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2025-05-30,16,도자기
665,주식회사세라,이영이,경기도 여주시 여양로 472-14 (오금동) 외 1필지,경기도 여주시 오금동 444-7번지 외 1필지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2023-05-19,10,토기제조
667,준도예,이순임,경기도 여주시 대신면 여양로 699,경기도 여주시 대신면 천남리 58번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2013-01-30,2,도자기
670,지산도예,이종원,경기도 여주시 북내면 신남2길 31,경기도 여주시 북내면 신남리 237-1번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1996-09-13,4,도자기
675,지청도예,지두현,경기도 여주시 북내면 도예촌길 17-8,경기도 여주시 북내면 지내리 370-28번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2021-05-18,2,도자기
676,진덕요업,김관진,경기도 여주시 북내면 가정긴골길 29,경기도 여주시 북내면 가정리 160번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1990-12-20,6,도자기
677,진산도예,진종태,경기도 여주시 북내면 도예촌길 18,경기도 여주시 북내면 지내리 370-34번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2002-06-24,6,도자기
678,진양요업,권오설,경기도 여주시 오금3길 127 (오금동),경기도 여주시 오금동 305번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1992-11-05,9,도자기
679,진영요업,김자영,경기도 여주시 도예로 43 (현암동),경기도 여주시 현암동 189-2번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1990-12-20,11,도자기
683,창대도예,안만복,"경기도 여주시 북내면 도예촌길 30, (지내리 370-15)",경기도 여주시 북내면 지내리 370-15번지 (지내리 370-15),23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2020-10-28,3,도자기(생활자기)
684,천마도예,김석현,경기도 여주시 어영실로 45-10(천송동),경기도 여주시 천송동 503-33,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2020-02-15,9,"생활자기(그릇,접시,컵)"
687,천연도예,정찬은,경기도 여주시 가남읍 경충대로 850 외 1필지,경기도 여주시 가남읍 은봉리 34-1번지 외 1필지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2022-04-21,9,장식용 도자기
691,천진도예,박희서,경기도 여주시 북내면 신남2길 31,경기도 여주시 북내면 신남리 237-1,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2021-09-09,2,청자(도자기)
692,천화,김영재,경기도 여주시 여양로 588-2 (오금동),경기도 여주시 오금동 252-4번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2002-12-06,5,도자기
694,청도요업,전찬원,경기도 여주시 도예로 161-9 (오학동),경기도 여주시 오학동 138-1번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2002-02-28,5,도자기
697,청룡도예,김영길,"경기도 여주시 여양로 452, (오학동 62-10번지) (오학동)",경기도 여주시 오학동 62-10번지 (오학동 62-10번지),23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1994-08-27,5,도자기
698,청보타일,이성기,경기도 여주시 대신면 대신로 578,경기도 여주시 대신면 상구리 128번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1996-01-02,5,도자기
699,청산요업,장도순,경기도 여주시 여양로 576-11 (오금동),경기도 여주시 오금동 249-2번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2017-07-07,1,도자기
704,청인도예,김윤희,경기도 여주시 북내면 도예촌길 26-1,경기도 여주시 북내면 지내리 370-22번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1994-11-18,2,도자기
705,청하도예,김건재,경기도 여주시 대신면 가산3길 57,경기도 여주시 대신면 가산리 225번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1994-05-12,12,도자기
718,클레이워크,강도식,경기도 여주시 북내면 당전로 345-28,경기도 여주시 북내면 중암리 660-1번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2008-02-01,2,도자기
721,태광도예,박수재,경기도 여주시 북내면 가정긴골길 65,경기도 여주시 북내면 가정리 88번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1995-05-16,4,도자기
728,토가공방,최재형,경기도 여주시 북내면 운촌1길 49,경기도 여주시 북내면 운촌리 356,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2022-07-26,2,도자기
729,토기장이,박종덕,경기도 여주시 대신면 여양로 1026,경기도 여주시 대신면 가산리 183-2번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2019-08-27,1,도자기
736,평산도자기,안경자,경기도 여주시 북내면 도예촌길 10 외 1필지,경기도 여주시 북내면 지내리 370-39번지 외 1필지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2008-11-05,3,도자기
748,한국도예연구소,조한부,경기도 여주시 흥천면 부처울길 13-1 외 1필지,경기도 여주시 흥천면 계신리 177-6번지 외 1필지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2007-09-12,7,도자기
758,한당도예,김기현,경기도 여주시 북내면 여양2로 183,경기도 여주시 북내면 신남리 236-21,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2022-06-07,1,도자기
761,한빛도예,이을순,경기도 여주시 북내면 도예촌길 3 외 4필지,경기도 여주시 북내면 지내리 330-1번지 외 4필지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2002-07-11,7,도자기
763,한솔도예,서미경,경기도 여주시 독바위길 56-7 (현암동),경기도 여주시 현암동 129-4번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1997-03-13,2,도자기
764,한솔세라믹,김세기,경기도 여주시 대신면 여양로 685,경기도 여주시 대신면 천남리 66-2번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2007-09-19,7,꿀단지
766,한신요업,한진성,경기도 여주시 대신면 여양로 1145-15,경기도 여주시 대신면 후포리 512번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2001-03-22,5,도자기
767,한울디자인,탁인학,경기도 여주시 북내면 가정1길 24,경기도 여주시 북내면 가정리 205번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1992-01-30,4,생활도자기
771,해금요업,김창갑,경기도 여주시 독바위길 56-5 (현암동),경기도 여주시 현암동 129-5번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1998-03-17,2,도자기
773,해령도예,허원구,경기도 여주시 북내면 여강로 30,"경기도 여주시 북내면 가정리 247-7,1번지",23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2020-10-22,1,장식용도자기
774,해명요업,이경준,경기도 여주시 독바위길 70 (현암동),경기도 여주시 현암동 133-1번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1995-05-29,17,도자기
775,해성요업,피재성,경기도 여주시 오금1길 56 (오금동),경기도 여주시 오금동 73-1번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1994-12-30,6,토기제조
778,해청도예,유선호,경기도 여주시 도예로 183 (오학동),경기도 여주시 오학동 160-6번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2017-01-03,1,도자기
784,혜진도예,박춘봉,경기도 여주시 독바위길 70-1 (현암동),경기도 여주시 현암동 133-3번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1993-05-14,1,도자기
785,호연도예,여연숙,경기도 여주시 북내면 여양2로 189,경기도 여주시 북내면 신남리 236-6번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1994-12-02,8,도자기
786,홍문도예,문호경,"경기도 여주시 어영실로 93-11, (천송동 452번지) (천송동)",경기도 여주시 천송동 452번지 (천송동 452번지),23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2021-11-30,2,쌀독
787,화림경산업(주),유한근,경기도 여주시 북내면 도예촌길 40,경기도 여주시 북내면 지내리 370-5번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2008-11-26,10,도자기
790,희경분,김희경,경기도 여주시 강천면 강문로 169-5,경기도 여주시 강천면 이호리 368-3,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2024-10-16,0,화분
64,(주)미공,김태혁,경기도 여주시 대신면 보통1길 48 외 2필지,경기도 여주시 대신면 보통리 143-4 외 2필지,29172,"29172, 29173",가정용 및 산업용 공기 조화장치 제조업 외 1 종,경기도 여주시,2024-05-24,10,"공기조화기, 제습기, 항온항습기, 크린룸 장비"
514,신선 F&B,길승호,경기도 여주시 세종대왕면 능여로 244,경기도 여주시 세종대왕면 오계리 574-5,10121,"10121, ",가금류 가공 및 저장 처리업,경기도 여주시,2023-07-03,40,닭발
700,청솔식품,김정옥,경기도 여주시 연라2길 3-1 (연라동),경기도 여주시 연라동 338번지,10121,"10121, ",가금류 가공 및 저장 처리업,경기도 여주시,2014-08-28,22,닭발
540,엘림코리아,이연식,경기도 여주시 북내면 가정긴골길 49,경기도 여주시 북내면 가정리 166-4번지,20492,"20492, 11209",가공 및 정제염 제조업 외 1 종,경기도 여주시,2009-12-14,4,가공염
69,(주)벽산 여주공장,김성식,경기도 여주시 가남읍 경충대로 1418 (총 5 필지) 외 4필지,경기도 여주시 가남읍 태평리 260번지 외 4필지,23121,"23121, 25112","1차 유리제품, 유리섬유 및 광학용 유리 제조업 외 1 종",경기도 여주시,2016-05-09,41,유리면제조금속
