순번,회사명,대표자명,공장대표주소(도로명),공장대표주소(지번),대표업종번호,업종번호,업종명,행정기관,등록일,종업원수,생산품
169,(주)윤우,조상택,경기도 여주시 가남읍 가남로 142 외 1필지,경기도 여주시 가남읍 하귀리 307 외 1필지,24133,"24133, ",강관 가공품 및 관 연결구류 제조업,경기도 여주시,2024-11-27,10,강관
349,대명에스티,최진호,경기도 여주시 세종대왕면 광대2길 180-170,경기도 여주시 세종대왕면 광대리 500-234,24133,"24133, ",강관 가공품 및 관 연결구류 제조업,경기도 여주시,2025-05-21,5,관이음쇠
488,성호이엔지(주),오창석,경기도 여주시 가남읍 가남로 142-1 외 2필지,경기도 여주시 가남읍 하귀리 307-6 외 2필지,24133,"24133, ",강관 가공품 및 관 연결구류 제조업,경기도 여주시,2024-10-21,20,강관
740,하나스틸,황희진,경기도 여주시 점동면 장여로 1369,경기도 여주시 점동면 처리 642-1,24133,"24133, ",강관 가공품 및 관 연결구류 제조업,경기도 여주시,2023-01-13,20,강관
523,씨디케이보안시스템,진유현,경기도 여주시 흥천면 이여로 778-56 (총 2 필지) 외 1필지,경기도 여주시 흥천면 상대리 50-52번지 외 1필지,33910,"33910, 22223, 22229, 25112, 25113, 25114, 25994, 25995, 25999, 28423",간판 및 광고물 제조업 외 9 종,경기도 여주시,2018-04-11,5,"철물,광고물"
29,(주)담쟁이,강동수,경기도 여주시 산북면 광여로 1060 외 1필지,경기도 여주시 산북면 상품리 536-3 외 1필지,33910,"33910, 16299, 22229, 23919, 25119, 25999, 33302",간판 및 광고물 제조업 외 6 종,경기도 여주시,2022-11-08,2,"조형물 및 조형구조물, 삽입형 거푸집"
400,디자인벅스,이시용,경기도 여주시 영릉로 39 (창동),경기도 여주시 창동 205번지,33910,"33910, 18113, 18119",간판 및 광고물 제조업 외 2 종,경기도 여주시,2016-06-16,3,"현수막, 입간판, 인쇄 등"
733,파티붕붕(주),백종수,경기도 여주시 점동면 가남로 1037 외 1필지,경기도 여주시 점동면 청안리 488 외 1필지,33910,"33910, ",간판 및 광고물 제조업,경기도 여주시,2024-04-23,10,현수막
194,(주)지아이지기업,이용기,경기도 여주시 세종대왕면 여주남로 390-23,경기도 여주시 세종대왕면 오계리 620,28512,"28512, 26121, 26129, 26212, 26219, 26299, 28119, 28410, 28422, 28423, 28429, 28519, 28903, 28909",가정용 전기 난방기기 제조업 외 13 종,경기도 여주시,2023-11-02,6,"가정용 전기식 찜질기, 원적외선 찜질기, 온열 찜질기 등, 태양열가로등 및 일반가로등"
60,(주)메덱스힐링,김경동,경기도 여주시 산북면 광여로 1015-1,경기도 여주시 산북면 상품리 520-5번지,28512,"28512, 32011",가정용 전기 난방기기 제조업 외 1 종,경기도 여주시,2022-06-21,19,"침대,매트리스, 힐링패드,알방석"
466,샤프에너지테크(주),김영순,경기도 여주시 북내면 당전로 604,경기도 여주시 북내면 중암리 201-7번지,28512,"28512, 28520",가정용 전기 난방기기 제조업 외 1 종,경기도 여주시,2019-12-13,5,원적외선 복사난방패널
20,(주)금풍전기산업,김형원,경기도 여주시 북내면 서원1길 23-1,경기도 여주시 북내면 서원리 205-3,28512,"28512, ",가정용 전기 난방기기 제조업,경기도 여주시,2021-05-21,1,전기요
4,(주)개풍유니템,김성예,경기도 여주시 북내면 여양3로 206 외 1필지,경기도 여주시 북내면 서원리 96-5번지 외 1필지,23221,"23221, 23324, 23325, 23326",가정용 및 장식용 도자기 제조업 외 3 종,경기도 여주시,1998-08-31,25,타일합판
671,지앤세라믹,박광민,경기도 여주시 현암3길 138 (현암동),경기도 여주시 현암동 378번지,23221,"23221, 20312, 20313",가정용 및 장식용 도자기 제조업 외 2 종,경기도 여주시,2016-01-04,15,"도자기,토질개량용 토사석 비료"
114,(주)씨앤전자,전준호,경기도 여주시 오금2길 151 (오금동) 외 2필지,경기도 여주시 오금동 45-3번지 외 2필지,23221,"23221, 28511",가정용 및 장식용 도자기 제조업 외 1 종,경기도 여주시,2010-01-19,22,"가정용 및 장식용도자기, 중탕기"
446,삼미산업,정우정,경기도 여주시 독바위길 56-10 (현암동),경기도 여주시 현암동 112-1번지,23221,"23221, 25923",가정용 및 장식용 도자기 제조업 외 1 종,경기도 여주시,2008-01-30,17,"도자기식기류 및 세라믹코팅수저, 양식기류"
574,우서요,김상길,경기도 여주시 북내면 도예촌길 13 외 1필지,경기도 여주시 북내면 지내리 330 외 1필지,23221,"23221, 23229",가정용 및 장식용 도자기 제조업 외 1 종,경기도 여주시,2020-11-13,5,도자기(화분)
723,태성쎄라믹(주),권태무,경기도 여주시 신륵로 103 (천송동),경기도 여주시 천송동 242-3번지,23221,"23221, 23222",가정용 및 장식용 도자기 제조업 외 1 종,경기도 여주시,2012-08-06,12,자기(애자)
150,(주)용운도예,박광성,경기도 여주시 북내면 가정긴골길 41-10,경기도 여주시 북내면 가정리 168-6,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2022-04-21,2,도자기
180,(주)일봉세라믹,정병분,경기도 여주시 능서면 중부대로 2710-28 외 1필지,경기도 여주시 능서면 왕대리 984-16번지 외 1필지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2002-03-08,5,도자기
237,(주)한솔세라믹,김세기,"경기도 여주시 북내면 도예촌길 17-12, (지내리 373-4번지)",경기도 여주시 북내면 지내리 373-4번지 (지내리 373-4번지),23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2000-06-26,10,장식용도자기
243,(주)해피정코리아,곽향숙,경기도 여주시 여양로 582 (오금동) 외 1필지,경기도 여주시 오금동 252-7번지 외 1필지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2016-01-15,7,도자기
253,PORSLIN,심명섭,경기도 여주시 학동1길 36 (오학동),경기도 여주시 오학동 292-11번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2015-08-07,5,도자기
257,iz토예,김이졸다,경기도 여주시 강천면 곱새기로 123,경기도 여주시 강천면 걸은리 782-2번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2014-04-14,1,장식용 도자기
261,가마고을,금영도,경기도 여주시 북내면 도예로 379,경기도 여주시 북내면 신남리 144-1번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2016-08-12,1,도자기
262,가은공방,안동환,경기도 여주시 북내면 신남2길 45-3,경기도 여주시 북내면 신남리 236-18,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2021-08-31,4,도자기
265,갤러리포포,박성오,경기도 여주시 여양로 446(오학동),경기도 여주시 오학동 62-12,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2022-03-28,3,도자기
266,거성세라믹,김종명,경기도 여주시 대신면 대신1로 86,경기도 여주시 대신면 초현리 80번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1993-03-23,21,도자기
276,고센화분,이순재,경기도 여주시 북내면 신남2길 34,경기도 여주시 북내면 신남리 242-19,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2022-03-29,2,도자기
278,관성도예,김준섭,경기도 여주시 현암3길 54-6 (현암동),경기도 여주시 현암동 159번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1996-07-23,5,도자기
280,광진요업,박종욱,경기도 여주시 평장길 191 (현암동),경기도 여주시 현암동 408-3번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1994-08-23,8,도자기
281,구룡도예,원문규,경기도 여주시 북내면 여양2로 181,경기도 여주시 북내면 신남리 236-8번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1995-11-17,4,도자기
282,궁림요업,김수산,경기도 여주시 신륵로 107 (천송동),경기도 여주시 천송동 242-5 번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2011-07-26,5,도자기
287,금강도예,이석봉,경기도 여주시 도예로 26 (현암동),경기도 여주시 현암동 196-6번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1999-12-20,2,도자기
292,금량요업,안옥자,경기도 여주시 소지개길 77-58 (천송동),경기도 여주시 천송동 129번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1995-04-20,5,도자기
294,금사토기,김성호,경기도 여주시 대신면 대신1로 426-24,경기도 여주시 대신면 옥촌리 459-6번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2008-12-23,6,"전통옹기,항아리"
295,금성요업,박금례,경기도 여주시 어영실로 45-7 (천송동),경기도 여주시 천송동 503-35,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2020-10-27,6,생활자기
296,금양요업,정현자,경기도 여주시 현암3길 118 (현암동),경기도 여주시 현암동 363번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1994-05-30,7,도자기
298,기억도자기,김정우,경기도 여주시 현암2길 58 (현암동),경기도 여주시 현암동 303-5,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2024-09-25,0,도자기
302,남세라믹웍스,윤남,경기도 여주시 오학길 26-3 (오학동),경기도 여주시 오학동 132-15번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2019-04-12,1,생활자기
333,다보도예,이혜숙,경기도 여주시 북내면 가정긴골길 81,경기도 여주시 북내면 가정리 84번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2022-03-28,2,도자기
335,다양요업(주),신영란,경기도 여주시 능서면 중부대로 2710-42,경기도 여주시 능서면 왕대리 981-8번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2016-06-16,18,도자기
339,다은도예,신동문,경기도 여주시 북내면 도예로 317,경기도 여주시 북내면 신남리 184-7번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2024-01-22,0,도자기
341,다형도예,정순희,경기도 여주시 대신면 대신1로 94 외 1필지,경기도 여주시 대신면 초현리 80-3번지 외 1필지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2016-01-15,2,도자기
343,단고재,김승희,경기도 여주시 대신면 여양로 977-30,경기도 여주시 대신면 가산리 214-7번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2006-08-24,9,도자기
344,담천도예,서천석,경기도 여주시 여양로 349-3 (오학동),경기도 여주시 오학동 100-9번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1990-12-20,3,도자기
348,대광도예,박광철,경기도 여주시 북내면 도예촌길 22,경기도 여주시 북내면 지내리 370-25번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2001-11-21,2,도자기
352,대봉도예,안출환,경기도 여주시 대신면 두라리길 45,경기도 여주시 대신면 가산리 97-2,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2022-06-09,3,도자기
355,대성요업,김홍태,경기도 여주시 여양로 629 (오금동),경기도 여주시 오금동 267-2번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1994-06-22,2,토기제조
360,대웅도자,간건영,경기도 여주시 강천면 강문로 181-2,경기도 여주시 강천면 이호리 350-18,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2022-10-12,1,도자기
364,대현도요,김민식,경기도 여주시 도예로 161-13 (오학동),경기도 여주시 오학동 134-4번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1995-12-26,13,도자기
367,덕평요업,김흥기,경기도 여주시 오금1길 10 (오금동),경기도 여주시 오금동 211-4번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2003-04-01,16,도자기
368,도가,김문정,경기도 여주시 북내면 도예촌길 24,경기도 여주시 북내면 지내리 370-23번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2024-10-02,7,도자기
369,도림도예,김홍기,경기도 여주시 북내면 여강로 26,경기도 여주시 북내면 가정리 247-3번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2018-11-07,2,도자기
371,도성요업,이진섭,경기도 여주시 현암3길 53 (현암동),경기도 여주시 현암동 170-1번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2022-01-05,9,도자기
372,도영도예,윤병윤,경기도 여주시 강변북로 70-6 (오학동),경기도 여주시 오학동 292-29번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1994-01-13,2,도자기
374,도자기화수토,김혜진,경기도 여주시 북내면 가정긴골길 49,경기도 여주시 북내면 가정리 166-1번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2015-07-10,2,생활자기
375,동광도예,김동호,"경기도 여주시 여양로 576-36, (247 번지로 공장등록) (오금동)",경기도 여주시 오금동 246번지 (247 번지로 공장등록),23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1990-12-20,3,도자기
376,동궁요업,장석두,경기도 여주시 여양로 588-6 (오금동),경기도 여주시 오금동 250번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1993-06-06,7,도자기
381,동서쎄라믹,송기출,경기도 여주시 북내면 여양2로 87 외 1필지,경기도 여주시 북내면 신남리 287-3번지 외 1필지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2008-08-26,8,"도자기,건축자재"
385,동양도기,최상배,경기도 여주시 오금동 242번지,경기도 여주시 오금동 242번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1980-04-10,3,도자기
389,동월요업,이혜숙,경기도 여주시 강천면 강문로 169-1,경기도 여주시 강천면 이호리 368번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2003-05-21,5,도자기
393,동해요업,최석희,경기도 여주시 오학길 36 (오학동),경기도 여주시 오학동 127-9번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1994-01-17,15,도자기
394,두남자(두갸르송),박정진,경기도 여주시 북내면 가정1길 56,경기도 여주시 북내면 가정리 178번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2020-11-20,3,도자기(화훼용)
401,디자인비젼,서용석,"경기도 여주시 강천면 강문로 388, (총 2필지) (강천면) 외 1필지",경기도 여주시 강천면 이호리 131-5번지 (총 2필지) 외 1필지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2002-12-06,4,도자기
406,리번,현승미,경기도 여주시 북내면 가정긴골길 10,경기도 여주시 북내면 가정리 157번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2017-03-20,2,"도자기,난분"
414,명석도예,장주하,경기도 여주시 북내면 가정긴골길 53,경기도 여주시 북내면 가정리 166번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1995-06-13,5,도자기
415,명성도예,박광명,경기도 여주시 대신면 두라리길 90-3,경기도 여주시 대신면 가산리 64번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1993-06-19,7,도자기
419,미가도예,이민수,경기도 여주시 대신면 여양로 685,경기도 여주시 대신면 천남리 66-3번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2016-04-28,6,도자기
420,미광도예,정성시,경기도 여주시 오금2길 153 (오금동) 외 1필지,경기도 여주시 오금동 45-1번지 외 1필지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2002-09-16,3,도자기
423,밈,이현규,경기도 여주시 금사면 발림길 89-93,경기도 여주시 금사면 외평리 440-6,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2023-03-28,1,도자기
428,배명도예,최경희,경기도 여주시 북내면 여양2로 185,경기도 여주시 북내면 신남리 236-7번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2005-01-16,4,도자기
429,백옥도자기,주복원,경기도 여주시 북내면 여양2로 181 외 1필지,경기도 여주시 북내면 신남리 236-8번지 외 1필지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2017-05-11,1,도자기
430,백제도예연구소,정지현,경기도 여주시 북내면 도예촌길 14-1 외 1필지,경기도 여주시 북내면 지내리 370-36번지 외 1필지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2016-08-01,4,"가정용,장식용도자기"
437,봉운요업,오병주,경기도 여주시 평장길 190 (현암동),경기도 여주시 현암동 406번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1994-05-20,32,도자기
438,부경도예,오승희,경기도 여주시 북내면 도예촌길 38,경기도 여주시 북내면 지내리 370-6번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1994-12-02,5,도자기
439,부일요업,이철수,경기도 여주시 오금1길 59 (오금동),경기도 여주시 오금동 73번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1995-11-07,6,도자기
443,산수정도예,김진화,경기도 여주시 소지개길 117 (천송동),경기도 여주시 천송동 109-1번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2020-11-12,1,"내열, 장식용 도자기"
447,삼보도자기,백승민,경기도 여주시 강문로 6 (총 2 필지),경기도 여주시 천송동  30-5번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2018-09-21,23,도자기
448,삼선요업,한상구,경기도 여주시 오금1길 38 (오금동),경기도 여주시 오금동 188-3번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1995-09-26,2,백자도자기
453,삼원요업,김원기,경기도 여주시 북내면 지내길 20-19,경기도 여주시 북내면 지내리 386-5번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1998-01-01,5,분청작품
455,삼일세라믹,최미경,경기도 여주시 현암3길 49 (현암동),경기도 여주시 현암동 172-5번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2020-10-29,2,도자기
460,삼화도자기,정홍기,경기도 여주시 여양로 401 (오학동),경기도 여주시 오학동 86-2번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1993-09-21,3,가정용도자기
461,삼흥도예,김응배,경기도 여주시 북내면 여양2로 181-1,경기도 여주시 북내면 신남리 241-2번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1995-11-17,4,도자기
465,생기의 숲,강숙희,경기도 여주시 여양로 450 (오학동),경기도 여주시 오학동 62-11번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2021-12-20,2,도자기
467,서성요업,이상택,경기도 여주시 독바위길 74 (현암동),경기도 여주시 현암동 133번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1993-12-27,13,도자기
471,석담도예,최병덕,경기도 여주시 북내면 여양2로 257,경기도 여주시 북내면 당우리 235-2번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2014-10-14,2,도자기
473,선북요업,김영근,경기도 여주시 학동1길 7 (현암동),경기도 여주시 현암동 207-10번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1990-12-20,11,도자기
474,선욱요업,최동교,"경기도 여주시 현암3길 38, (현암동 154-2번지) (현암동)",경기도 여주시 현암동 154-2번지 (현암동 154-2번지),23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1990-12-20,11,도자기
476,설봉도예사,박찬종,경기도 여주시 학동1길 42 (오학동),경기도 여주시 오학동 292-9번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1990-12-20,2,도자기
478,성빈세라믹스,김홍진,경기도 여주시 소지개길 88 (천송동),경기도 여주시 천송동 96번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2001-05-03,2,도자기
479,성소도예,김애란,경기도 여주시 북내면 도예촌길 32,경기도 여주시 북내면 지내리 370-13번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2002-01-25,5,도자기
484,성월요업,김정,경기도 여주시 여양로 410 (오학동),경기도 여주시 오학동 85-10번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1990-12-20,10,도자기
486,성진요업,김명자,경기도 여주시 북내면 가정긴골길 45 외 4필지,경기도 여주시 북내면 가정리 165-2 외 4필지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2020-10-22,5,도자기
487,성진요업 2공장,김명자,경기도 여주시 강천면 강문로 170,경기도 여주시 강천면 이호리 350-11번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2020-10-22,0,생활도자기
492,세라믹뱅크,박광은,경기도 여주시 오금1길 36 (오금동),경기도 여주시 오금동 188-2번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2015-12-11,4,도자기
493,세라믹스튜디오살래,양수열,경기도 여주시 대신면 초현길 80,경기도 여주시 대신면 초현리 356-9,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2021-04-19,1,생활식기 및 차도구
501,송도요업,조규석,경기도 여주시 현암3길 47-4 (현암동),경기도 여주시 현암동 174번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1990-12-20,12,도자기
502,송정요업,서쌍수,경기도 여주시 현암2길 6-9 (현암동),경기도 여주시 현암동 179-2번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1990-12-20,6,도자기
506,순수,박수연,경기도 여주시 대신면 두라리길 71,경기도 여주시 대신면 가산리 79-1번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2020-12-11,3,도자기
507,스타아이앤씨 여주공장,김형석,경기도 여주시 북내면 여양3로 77-14,경기도 여주시 북내면 서원리 214-2번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2010-03-05,12,생활용 도자기
510,신남도예,김상기,경기도 여주시 북내면 도예촌길 12,경기도 여주시 북내면 지내리 370-38번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1994-03-26,2,도자기
512,신말토기,권혁출,경기도 여주시 현암4길 50 (현암동),경기도 여주시 현암동 437-2번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1998-07-30,16,가정용도자기
517,신안도예,안종규,경기도 여주시 오금1길 31-1 (오금동),경기도 여주시 오금동 191-1번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1992-11-04,2,도자기
526,아올다,안민영,경기도 여주시 독바위길 56-9 (현암동),경기도 여주시 현암동 129-3번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2009-01-22,2,생활도자기
529,알천도예,이동면,경기도 여주시 북내면 신남1길 99-9,경기도 여주시 북내면 신남리 47-6,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2022-01-23,2,도자기
530,알파요업,원동순,경기도 여주시 어영실로 45-12(천송동),경기도 여주시 천송동 503-32,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2020-02-15,7,"생활자기(그릇,접시,컵)"
539,엘림도예,이제율,경기도 여주시 오학길 22 (오학동),경기도 여주시 오학동 132-3번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2020-12-03,1,"생활도자기, 화분"
542,여강도예,김혜숙,경기도 여주시 어영실로 76-13 (천송동),경기도 여주시 천송동 395번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2001-11-06,1,도자기
545,여주도예촌,박연지,경기도 여주시 여양로 588-8 (오금동),경기도 여주시 오금동 239번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2002-05-15,5,도자기
546,여주도토,이원우외2,경기도 여주시 여양로 542 (오금동) 외 3필지,경기도 여주시 오금동 370-6번지 외 3필지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1992-12-08,15,도자기
553,연안도예,김종복,경기도 여주시 현암3길 54-4 (현암동),경기도 여주시 현암동 159-2번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1996-01-11,5,생활도자기
555,영도예,홍호영,경기도 여주시 북내면 도예촌길 17-16,경기도 여주시 북내면 지내리 370-14번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2003-08-13,2,도자기
558,영주헌도예,이정협,경기도 여주시 강변북로 70-3 (오학동),경기도 여주시 오학동 292-7번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2021-06-13,2,"백자, 분청항아리, 화분"
560,예나공방,윤종식,경기도 여주시 오학길 26 (오학동),경기도 여주시 오학동 132-8번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2014-10-13,2,생활자기
561,예당요업,유병배,경기도 여주시 북내면 여강로 24,경기도 여주시 북내면 가정리 346-2번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1995-10-20,2,도자기
563,예인도예,송승재,경기도 여주시 북내면 강문로 142,경기도 여주시 북내면 가정리 501-6번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2003-04-25,5,"가정용,장식용도자기"
564,예진도예,장순덕,경기도 여주시 강천면 강문로 168,경기도 여주시 강천면 이호리 342-1번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1996-04-08,2,도자기
565,예천요업,지명구,경기도 여주시 도예로 63-1 (현암동),경기도 여주시 현암동 191-9번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1990-12-20,8,도자기
567,오성요업,김천우,경기도 여주시 오학길 43 (오학동),경기도 여주시 오학동 127-4번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1992-07-14,3,도자기
568,오성요업,강두식,경기도 여주시 독바위길 60 (현암동),경기도 여주시 현암동 130번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1993-07-15,16,도자기
569,옥봉도예,이훈,경기도 여주시 강변북로 86 (현암동),경기도 여주시 현암동 209-1번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2009-11-13,3,도자기
570,온유도예,박승래,경기도 여주시 북내면 여강로 32 외 1필지,경기도 여주시 북내면 가정리 247-12번지 외 1필지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2002-01-14,3,생활자기(뚝배기)
572,용우도예방,김혜순,경기도 여주시 북내면 도예로 323,경기도 여주시 북내면 신남리 184-5번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2015-04-09,4,도자기
581,우진요업,이승대,경기도 여주시 오금3길 22-1 (오금동),경기도 여주시 오금동 279-1번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1992-07-14,3,도자기
582,운광요업,한태운,경기도 여주시 오금2길 75 (오금동),경기도 여주시 오금동 111-1번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1994-08-25,4,토기
584,웅진요업,정다영,경기도 여주시 독바위길 53 (현암동),경기도 여주시 현암동 143-2번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2008-12-29,2,도자기
586,월광도예,장승호,경기도 여주시 오학길 5 (오학동),경기도 여주시 오학동 137번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,1990-12-20,3,도자기
587,월용요업,유광미,경기도 여주시 오학길 44 (오학동),경기도 여주시 오학동 127-6번지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2010-02-23,6,생활용 도자기
590,웰빙세라믹스,장은숙,경기도 여주시 어영실로 45-17 (천송동) 외 1필지,경기도 여주시 천송동 503-30 외 1필지,23221,"23221, ",가정용 및 장식용 도자기 제조업,경기도 여주시,2020-12-10,7,"생활자기(그릇,접시,컵)"
