번호,회사명,단지명,대표자명,공장대표주소,업종명
4798,유성산업기계,군산2국가산업단지,김*준,"전라북도 군산시 가도로 129-26 (오식도동, 유성산업기계 제3동)",그외 기타 일반목적용 기계 제조업 외 2 종
4799,(유)아리울수산,,박*옥,전라북도 군산시 성산면 십자들로 103-15,수산동물 건조 및 염장품 제조업
4800,파인아트,군산성산농공단지,김*자,"전라북도 군산시 성산면 동군산로 122, (355-16)",인쇄 및 필기용 원지 제조업
4801,쏠라비젼텍(주),,김*정,"전라북도 군산시 임피면 호원대3길 64,  호원대학교 산학협력관 302호",전동기 및 발전기 제조업
4802,우진산업(주),군산국가산업단지,김*영,"전라북도 군산시 자유로 233-109 (소룡동, 렉섬) (총 2 필지)",계면활성제 제조업
4803,서진유통,,서*호,전라북도 군산시 산북로 27-4 (산북동),수산동물 냉동품 제조업
4804,주식회사 아트블록,,이*석,전라북도 군산시 나포면 철새로 1138 (대주개발),"콘크리트 타일, 기와, 벽돌 및 블록 제조업"
4805,(주)유비쿼터스통신,군산2국가산업단지,문*실,"전라북도 군산시 외항로 931 (오식도동, 경방)",전시 및 광고용 조명장치 제조업
4806,덕유엔지니어링(주),군산성산농공단지,채*하,전라북도 군산시 성산면 동군산로 120,구조용 금속판제품 및 금속공작물 제조업 외 8 종
4807,(주)애드컴텍,군산2국가산업단지,남*용,전라북도 군산시 오식도동 852-16번지,기계장비 조립용 플라스틱제품 제조업
4808,(주)이천텍,군산성산농공단지,이*주,전라북도 군산시 성산면 동군산로 122,속도계 및 적산계기 제조업 외 1 종
4809,(주)케이엠에스,군산서수농공단지,김*영,전라북도 군산시 서수면 상장곤윗길 66,속도계 및 적산계기 제조업 외 9 종
4810,길연상회,,최*숙,전라북도 군산시 해망동  999-243 ,수산동물 냉동품 제조업
4811,호원전장,,고*태,전라북도 군산시 서수면 서수리 373-1 ,자동차용 전기장치 제조업
4812,(주)명품수산,,명*갑,전라북도 군산시 내항2길 311 (해망동),"수산동물 훈제, 조리 및 유사 조제식품 제조업"
4813,(주)한농화성,군산지방산업단지,김*상,전라북도 군산시 외항1길 32-19 (소룡동),계면활성제 제조업 외 1 종
4814,우진물산,군산2국가산업단지,이*수,전라북도 군산시 오식도동 813-15번지,일반 제재업 외 2 종
4815,(주)에스틸,군산2국가산업단지,김*석,전라북도 군산시 외항로 1158 (오식도동),토목공사 및 유사용 기계장비 제조업
4816,(주)유영정공,군산자유무역지역,주*섭,"전라북도 군산시 자유무역1길 60, 510-9 (오식도동)",금속 조립구조재 제조업 외 11 종
4817,풍경주식회사,군산성산농공단지,최*실,전라북도 군산시 성산면 동군산로 120,금속 조립구조재 제조업 외 6 종
4818,세정수산,,심*구,전라북도 군산시 신관동  42-42 ,수산동물 냉동품 제조업
4819,(주)썬파워지에스,군산2국가산업단지,이*하,전라북도 군산시 군산산단로 146-28 (오식도동),선박 구성부분품 제조업
4820,호남기전,군산옥구농공단지,조*식,전라북도 군산시 옥구읍 광월길 44-18,배전반 및 전기자동제어반 제조업
4821,(주)스마트코리아,군산2국가산업단지,김*준,"전라북도 군산시 가도로 129-26 (오식도동, 유성산업기계 제3동)",산업처리공정 제어장비 제조업
4822,(주)에이톰코리아,군산2국가산업단지,고*현,전라북도 군산시 산단동서로 288 (오식도동),금속 조립구조재 제조업
4823,진흥테크,군산국가산업단지,홍*용,전라북도 군산시 동장산로 93 (소룡동),절삭가공 및 유사처리업
4824,삼성전기,군산국가산업단지,김*수,전라북도 군산시 동장산로 93 (소룡동),전동기 및 발전기 제조업
4825,다온기계,군산국가산업단지,추*선,전라북도 군산시 외항로 819 (소룡동),절삭가공 및 유사처리업 외 1 종
4826,삼성중전기,군산2국가산업단지,김*수,전라북도 군산시 산단동서로 266 (오식도동),전동기 및 발전기 제조업 외 8 종
4827,삼양화인테크놀로지(주),군산자유무역지역,"임*택, 콘**지","전라북도 군산시 자유무역1길 63, 509-3 (오식도동)",합성수지 및 기타 플라스틱물질 제조업
4828,(주)씨케이플랜텍,군산국가산업단지,조*면,전라북도 군산시 동장산로 130-12 (소룡동),기체 여과기 제조업 외 7 종
4829,한성산업,,양*일,전라북도 군산시 성산면 마동2길 21 (한성산업),가공 및 재생 플라스틱원료 생산업
4830,(유)와이엠테크,군산2국가산업단지,김*일,전라북도 군산시 동가도길 62 (오식도동),그외 기타 특수목적용 기계 제조업
4831,(주)동국아이엔티,군산2국가산업단지,이*일,전라북도 군산시 산단남북로 153-21 (오식도동),자동차 차체용 부품 제조업
4832,(유)지에스홀딩스,군산2국가산업단지,임*혁,전라북도 군산시 새만금북로 139-41 (비응도동),"점토벽돌, 블록 및 유사 비내화 요업제품 제조업 외 1 종"
4833,우성테크,군산2국가산업단지,김*경,전라북도 군산시 외항로 993 (오식도동),주형 및 금형 제조업
4834,태종석재,,김*섭,전라북도 익산시 함열읍 석매리 산 248-4번지,건설용 석제품 제조업
4835,다솜석재,,이*례,전라북도 익산시 황등면 도선길 133 (가나석재),건설용 석제품 제조업 외 1 종
4836,대창산업(주),익산자유무역지역,三**嗣,"전라북도 익산시 약촌로8길 35-20 (어양동, 한국대창산업(주))",석재성형가공품제조업
4837,우일공업사,,김*성,전라북도 익산시 낭산면 함낭로 1251 (우일공업사),일반철물 제조업
4838,수봉석재,,김*자,전라북도 익산시 낭산면 낭산리 87-5번지,기타 석제품 제조업 외 1 종
4839,이평석재,,박*훈,전라북도 익산시 함열읍 용왕석재길 79 (총 4 필지),건설용 석제품 제조업
4840,(주)우인실크,익산자유무역지역,박*규,전라북도 익산시 영등동 191-8번지,견직물 직조업
4841,대일실업,,여*현,전라북도 익산시 여산면 사월길 20,직물포대 제조업
4842,주호섬유,익산국가산업단지,최*석,"전라북도 익산시 보석로4길 18 (신흥동, 금호케이블)",내의 및 잠옷 제조업
4843,대영주얼리,익산국가산업단지,정*영,전라북도 익산시 선화로63길 19-6 (영등동),귀금속 및 관련제품 제조업
4844,한돌양행,,김*균,"전라북도 익산시 서동로40길 13-108 (신흥동, (주)하나다)","근무복, 작업복 및 유사의복 제조업"
4845,태웅산업,,허*영,전라북도 익산시 함열읍 남당리 산 62-4번지,비금속원료 재생업
4846,비엠개발,익산국가산업단지,심*식,"전라북도 익산시 보석로2길 27-16 (신흥동, 금성코메즈)",그외 기타 분류안된 화학제품 제조업
4847,위캔글로벌(주),익산낭산농공단지,김*환,"전라북도 익산시 낭산면 낭산농공단지길 16,  (낭산농공단지)",농업 및 임업용 기계 제조업
4848,(주)성진프라스틱,,박*한,전라북도 익산시 춘포면 천동리 155-13 번지,가공 및 재생 플라스틱원료 생산업
4849,동우화인켐(주),익산제2지방산업단지,황*우,"전라북도 익산시 석암로17길 120,  (익산제2지방산업단지내) (팔봉동)",광학렌즈 및 광학요소 제조업
4850,우진자동차주식회사,,정*석,"전라북도 익산시 보석로2길 16-20 (금강동, 쌍종섬유) (총 3 필지)",차체 및 특장차 제조업
4851,대영테크,익산제2지방산업단지,도*웅,"전라북도 익산시 석암로13길 73 (팔봉동, 유원솔렉스)",그외 기타 자동차 부품 제조업
4852,(주)한라화스너,익산제2지방산업단지,김*원,"전라북도 익산시 석암로13길 33,  (지방산업단지내) (석암동)",금속파스너 및 나사제품 제조업 외 1 종
4853,(유)드림스틸,익산제2지방산업단지,문*호,"전라북도 익산시 석암로3길 146 (팔봉동, 드림스틸)",금속압형제품 제조업 외 1 종
4854,(주)홍원상사,익산국가산업단지,조*록,"전라북도 익산시 약촌로10길 28-6 (영등동, (주)이호상사)",귀금속 및 관련제품 제조업
4855,정우화인 주식회사,익산제2지방산업단지,김*석,"전라북도 익산시 석암로1길 63-8 (용제동, 정우화인(주))",계면활성제 제조업
4856,(주)한일기전,,하*기,"전라북도 익산시 평동로 579 (평화동, 두연테크)",배전반 및 전기자동제어반 제조업 외 4 종
4857,태산ENG 2공장,익산제2지방산업단지,고*세,"전라북도 익산시 석암로9길 79 (석암동, (주)키차녹스)",그외 기타 자동차 부품 제조업
4858,(유)금강창호,,신*수,"전라북도 익산시 평동로 935 (금강동, 창호KCC)",플라스틱 창호 제조업
4859,주식회사 가능지비엠,,심*섭,전라북도 익산시 망성면 익산대로 2794-6,판유리 가공품 제조업 외 2 종
4860,동양물산기업(주),익산왕궁농공단지,김*용,"전라북도 익산시 왕궁면 왕궁농공단지길 7-45,  (왕궁농공단지내)",농업 및 임업용 기계 제조업
4861,(주)디케이씨,익산제2지방산업단지,장*현,"전라북도 익산시 석암로13길 85-26,  (제2지방산업단지) (팔봉동)",기타 절연선 및 케이블 제조업
4862,얀마농기코리아(주),익산왕궁농공단지,카시와기노**코,"전라북도 익산시 왕궁면 왕궁농공단지길 38,  (왕궁농공단지내)",농업 및 임업용 기계 제조업
4863,(유)모음수지,,김*분,전라북도 익산시 함라면 용산로 374,가공 및 재생 플라스틱원료 생산업
4864,(주)진우에스엠씨,,이*호,전라북도 익산시 춘포면 석암로 353 (춘포면),차체 및 특장차 제조업 외 5 종
4865,(주)천우산업,익산제2지방산업단지,봉*욱,"전라북도 익산시 석암로3길 134,  (지방산업단지) (팔봉동)",비주거용 건물 임대업
4866,(주)비케이유니버셜,,최*길,전라북도 익산시 오산면 오산로 118 (공장),기어 및 동력전달장치 제조업 외 1 종
4867,(주)그린맥스,,강*식,전라북도 익산시 함라면 용산로 499,농업 및 임업용 기계 제조업
4868,(주)이에스산업,,김*천,"전라북도 익산시 옛둑2길 123 (석탄동, (주)ES산업) (총 2 필지)",건설용 석제품 제조업
4869,태봉식품,,나*태,전라북도 익산시 낭산면 돈다메길 74-2 (전북유기농조합법인),가금류 가공 및 저장 처리업
4870,장등석재,,노*자,전라북도 익산시 낭산면 낭산용기길 9 (장등석재),건설용 석제품 제조업
4871,서울마스크,,정*자,전라북도 익산시 춘포면 춘포2길 15-6,기타 직물제품 제조업
4872,(주)우수컨버팅,,김*성,전라북도 익산시 왕궁면 무왕로 2179,위생용 종이제품 제조업
4873,주식회사 제이플러스엘이디,,정*영,"전라북도 익산시 인북로 27,  백암빌딩3층 (인화동1가)",일반용 전기 조명장치 제조업
4874,주식회사 대경이브이씨,,김*득,전라북도 익산시 왕궁면 시대길 187 (주택),"콘크리트 타일, 기와, 벽돌 및 블록 제조업"
4875,인도테크,,임*봉,전라북도 익산시 오산면 항쟁로 219,수동식 식품 가공기기 및 금속주방용기 제조업
4876,주식회사 아이에스피,,곽*정,전라북도 익산시 망성면 으랭이길 80,"플라스틱 선, 봉, 관 및 호스 제조업"
4877,갑진테크,익산제2지방산업단지,김*석,전라북도 익산시 석암로3길 77 (팔봉동),그외 기타 자동차 부품 제조업 외 1 종
4878,한국삼공(주),익산제3일반산업단지,"한*원, 한*우",전라북도 익산시 낭산면 산단구평길 125-22,농약 제조업
4879,동양파일 주식회사 익산공장,,"김*년, 한*걸",전라북도 익산시 왕궁면 동촌길 141 (총 4 필지),콘크리트관 및 기타 구조용 콘크리트제품 제조업
4880,르뽀렘,익산국가산업단지,홍*관,전라북도 익산시 영등동  215-45 ,귀금속 및 관련제품 제조업
4881,주식회사 오엔,,김*현,전라북도 익산시 왕궁면 제석사지로 119-4 (㈜오엔),기타 비알콜음료 제조업
4882,(주)에스에스티,익산제2지방산업단지,김*성,"전라북도 익산시 석암로3길 63-32 (팔봉동, 정민테크)",방송장비 제조업 외 2 종
4883,에스제이실업,익산제2지방산업단지,임*열,전라북도 익산시 서동로 590 (석암동),그외 기타 봉제의복 제조업
4884,어업회사법인 주식회사 엠알에프환경수산기술,,김*정,전라북도 익산시 평동로 450 (송학동),액체 여과기 제조업
4885,익산세기냉동,익산국가산업단지,이*열,"전라북도 익산시 약촌로8길 86 (어양동, ㈜경호골프)",산업용 냉장 및 냉동 장비 제조업
4886,에스제이주식회사,,김*두,"전라북도 익산시 왕궁면 왕궁로 107-4, (온수리 203-1, 203-2, 205-120, 205-121, 205-153, 205-154) (주택)",무기 및 총포탄 제조업 외 9 종
4887,신진에스엠,익산제2지방산업단지,우*국,"전라북도 익산시 석암로13길 73, 팔봉동838-5 (팔봉동, 유원솔렉스)",그외 기타 1차 철강 제조업 외 1 종
4888,(주)아이아르,익산제2지방산업단지,이*표,"전라북도 익산시 서동로 590 (석암동, (주)미래인도)",유아용 의복 제조업
4889,(주)서원산업,익산황등농공단지,장*자,전라북도 익산시 황등면 석재단지길 52-17,건설용 석제품 제조업
4890,우신쥬얼리,익산국가산업단지,정*식,"전라북도 익산시 선화로63길 27, 2층 (영등동)",귀금속 및 관련제품 제조업
4891,현명산업,익산제2지방산업단지,조*규,전라북도 익산시 석암로3길 134 (팔봉동),그외 기타 일반목적용 기계 제조업
4892,성운산업,익산제2지방산업단지,박*주,"전라북도 익산시 석암로1길 41 (용제동, 동진화학)",스타킹 및 기타양말 제조업
4893,제모로,익산국가산업단지,변*섭,전라북도 익산시 선화로63길 19-1 (영등동),귀금속 및 관련제품 제조업
4894,농업회사법인유한회사에코힐,,최*호,전라북도 익산시 금마면 백제1로 226,생물학적 제제 제조업 외 1 종
4895,주식회사한국엔피기술,,조*기,전라북도 익산시 오산면 항쟁로 36,그외 기타 특수목적용 기계 제조업
4896,(주)천보드림워텍,익산제2지방산업단지,이*건,"전라북도 익산시 석암로13길 71 (팔봉동, 광산테크)",설치용 금속탱크 및 저장용기 제조업 외 1 종
4897,(유)세계스틸,익산왕궁농공단지,문*완,전라북도 익산시 왕궁면 왕궁농공단지길 66,자동차 차체용 부품 제조업 외 1 종
4898,LS엠트론(주),정읍제3지방산업단지,"구*열, 심*설",전라북도 정읍시 북면 태곡리 938번지 17블럭,"동 압연, 압출 및 연신제품 제조업"
4899,대명기업,,강*례,전라북도 정읍시 태인면 오봉리 180번지,금속원료 재생업
4900,리빈전자,,김*순,전라북도 정읍시 영원면 영원로 1256 (영원전자),전자관 제조업
4901,(유)승원산업,정읍북면농공단지,이*선,전라북도 정읍시 북면 북면공단1길 9 (승원산업) (총 4 필지),저장용 및 위생용 플라스틱제품 제조업
4902,단풍미인한우영농조합법인,,김*영,전라북도 정읍시 북면 정읍북로 796 (단풍미인한우섬유질사료),동물용 사료 및 조제식품 제조업
4903,(주)대건하이테크,정읍북면농공단지,왕*원,전라북도 정읍시 북면 북면공단2길 85-8 (㈜대건하이테크),기계장비 조립용 플라스틱제품 제조업
4904,(주)지디정밀,정읍북면농공단지,김*수,전라북도 정읍시 북면 북면공단2길 70 (㈜디지정밀),그외 기타 전자부품 제조업 외 1 종
4905,(주)삼호유황오리,정읍고부농공단지,이*종,전라북도 정읍시 고부면 고부농단길 12-30 (㈜삼오) (총 2 필지),도축업 외 1 종
4906,상지산업,,박*길,전라북도 정읍시 소성면 보화1길 198 (상지산업),기계장비 조립용 플라스틱제품 제조업
4907,(주)국일방적,정읍제2지방산업단지,김*현,"전라북도 정읍시 2산단6길 22-11 (하북동, ㈜국일방직 정읍공장)",면 방적업
4908,캐스코(주),정읍제3지방산업단지,전*진,전라북도 정읍시 북면 3산단1길 24,선철주물 주조업
4909,정우산업,정읍농소농공단지,천*희,전라북도 정읍시 공단3길 46 (영파동),금속압형제품 제조업
4910,(주)에이치케이,정읍북면농공단지,고*석,전라북도 정읍시 북면 북면공단2길 105-5,교통 신*장치 제조업 외 4 종
4911,들뫼농산,,최*숙,전라북도 정읍시 태인면 태인동서로 473,과실 및 채소 절임식품 제조업
4912,꿈의향기,,황*애 외 1인,"전라북도 정읍시 정읍사로 509,  전북과학대학 창업보육센터 302호 (시기동)",침구 및 관련제품 제조업
4913,(주)천년하이텍,,송*준,"전라북도 정읍시 황토현로 938-44 (망제동, ㈜혐심) (총 2 필지)",그외 기타 플라스틱 제품 제조업 외 1 종
4914,원진특수가스(주),,김*희,전라북도 정읍시 덕천면 황토현로 646,산업용 가스 제조업
4915,원일기업,,원*찬,전라북도 정읍시 북면 정읍북로 507 (원일삿슈),금속표시판 제조업
4916,(주)바이오싸이클링,,정*선,전라북도 정읍시 정우면 태고로 1185,동물용 사료 및 조제식품 제조업
4917,(주)엔엑스,정읍북면농공단지,강*욱,전라북도 정읍시 북면 북면공단2길 105-3 (신화기업),"플라스틱  적층, 도포 및 기타 표면처리 제품 제조업"
4918,한국식품 제2공장,,유*국,전라북도 정읍시 감곡면 방교리 265번지,과실 및 채소 절임식품 제조업
4919,(유)햇촌식품,정읍제2지방산업단지,고*숙,전라북도 정읍시 2산단5길 37 (하북동),기타 곡물가공품 제조업
4920,(주)두손푸드,,구*규,전라북도 정읍시 산내면 태산로 1716 (정산식품 영농조합법인),수프 및 균질화식품 제조업
4921,칠보수산 에스푸드,,김*현,전라북도 정읍시 칠보면 칠보산로 1213-10,"수산동물 훈제, 조리 및 유사 조제식품 제조업"
4922,계룡정미소,,송*례,전라북도 정읍시 감곡면 봉황로 76 (계룡정미소),곡물 도정업
4923,산마루영농조합법인,,김*경,전라북도 정읍시 북면 정읍북로 259-7,천연 및 혼합조제 조미료 제조업 외 2 종
4924,엔일렉트릭(주),정읍북면농공단지,황*상,전라북도 정읍시 북면 북면공단2길 94 (북면),구조용 금속판제품 및 금속공작물 제조업 외 1 종
4925,정우산업 제2공장,정읍농소농공단지,천*희,전라북도 정읍시 덕천면 공단3길 40,자동차 차체용 부품 제조업
4926,우성공업(주) 제2공장,정읍북면농공단지,원*철,전라북도 정읍시 북면 북면공단2길 84,그외 기타 전자부품 제조업
4927,(주)가은산업개발,정읍북면농공단지,차*무,전라북도 정읍시 북면 북면공단2길 87,방송장비 제조업 외 4 종
4928,(주)한영,정읍북면농공단지,김*진,전라북도 정읍시 북면 북면공단2길 105-16,플라스틱 발포 성형제품 제조업
4929,(주)현대에너지 ,정읍첨단과학일반산업단지,장*근,전라북도 정읍시 신정길 33 (신정동),전동기 및 발전기 제조업 외 2 종
4930,(유)하이에스텍 정읍지점,정읍제2지방산업단지,서*중,전라북도 정읍시 2산단5길 19 (하북동),일반용 전기 조명장치 제조업
4931,(주)대한제너널푸드,,김*창,전라북도 정읍시 북면 한태길 65,전분제품 및 당류 제조업
4932,(유)상산개발,,김*진,전라북도 남원시 보절면 서치리 209-1번지 외 1필지,비금속광물 분쇄물 생산업
4933,미영칠공예사,,이*희,전라북도 남원시 주생면 대지안길 23,주방용 및 식탁용 목제품 제조업
4934,거성환경플랜트(주),,김*만 외1,전라북도 남원시 수지면 산정유암길 503,그외 기타 특수목적용 기계 제조업
4935,유한회사 세일환경블럭,,유*태,전라북도 남원시 송동면 안계길 37 (송동면),"콘크리트 타일, 기와, 벽돌 및 블록 제조업 외 1 종"
4936,대화농산,,조*호,전라북도 남원시 대강면 섬진로 980 (㈜대화농산),기타 과실·채소 가공 및 저장처리업 외 1 종
4937,유한회사 *리산업,,"백*선, 강*화",전라북도 남원시 덕과면 덕오로 474 (남원산업개발),콘크리트관 및 기타 구조용 콘크리트제품 제조업 외 1 종
4938,우중물산,남원광치2농공단지,방*현,"전라북도 남원시 광치농공2길 36,  광치2농공단지 (용정동)",기타 과실·채소 가공 및 저장처리업
4939,(유)우정개발,,강*석,전라북도 남원시 대산면 대사로 612-42,비금속광물 분쇄물 생산업
4940,(주)팜덕,,문*금,"전라북도 남원시 산책길 156 (조산동, 주식회사팜덕)",가금류 가공 및 저장 처리업
4941,(주)라피엔,남원 노암제2농공단지,정*태,전라북도 남원시 시묘길 56-26 (노암동),그외 기타 자동차 부품 제조업 외 3 종
4942,뉴부농비료산업,,김*석,전라북도 남원시 산동면 중절길 22-8,기타 비료 및 질소화합물 제조업 외 2 종
4943,(주)하이코리아,남원노암농공단지,최*수,"전라북도 남원시 시묘길 99-8 (노암동, 동양스틸)",플라스틱 창호 제조업
4944,유한회사 하이얀,남원 노암제2농공단지,박*옥,전라북도 남원시 노암동 854-2 번지,"기타 섬유제품 염색, 정리 및 마무리 가공업"
4945,(유)성원산업,,서*규,"전라북도 남원시 쑥고개로 92 (노암동, 성원산업)",비동력식 수공구 제조업 외 1 종
4946,(주)금성산업 2공장,남원광치농공단지,채*술,"전라북도 남원시 광치농공1길 20-18 (용정동, ㈜통일철망)",구조용 금속판제품 및 금속공작물 제조업 외 3 종
4947,주식회사 청마,,윤*원,"전라북도 남원시 송동면 안계길 31, (장국리 721-3) (송동면)","콘크리트 타일, 기와, 벽돌 및 블록 제조업 외 1 종"
4948,(주)바리쌍뜨,남원 노암제2농공단지,최*연,전라북도 남원시 시묘길 56-68 (노암동),커피 가공업
4949,도원기업,,김*수,전라북도 김제시 금구면 옥용3길 30,기타 목재가구 제조업
4950,창성포장,,강*구,전라북도 김제시 백구면 백구7길 164-39 ((유) 창성포장),골판지 및 골판지상자 제조업
4951,(주)이노아스팔트에멀전,김제순동지방산업단지,김*수,"전라북도 김제시 순동산단길 164 (순동, 이노아스팔트에멀젼㈜)",그외 기타 분류안된 비금속 광물제품 제조업
4952,(유)광명콘크리트,김제월촌농공단지,한*옥,"전라북도 김제시 월촌공단길 101-32 (명덕동, 광명콘크리트)",콘크리트관 및 기타 구조용 콘크리트제품 제조업 외 1 종
4953,크라운음료(주),,함*철,전라북도 김제시 백산면 능제로 841,기타 과실·채소 가공 및 저장처리업
4954,이스턴펄(주),,손*신,전라북도 김제시 황산면 봉월리 93-14번지,비금속광물 분쇄물 생산업
4955,(유)번창산업,김제봉황농공단지,함*호,"전라북도 김제시 봉황공단2길 78-25 (오정동, 한성기공)",비금속원료 재생업
4956,(주)성화에스앤에스,김제봉황농공단지,나*수,"전라북도 김제시 봉황공단2길 75 (오정동, ㈜성화 S&S)",금속선 가공제품 제조업
4957,(주)풍년그린텍,김제봉황농공단지,유*상,"전라북도 김제시 봉황공단2길 55 (오정동, ㈜ 신풍) (총 4 필지)",그외 기타 종이 및 판지 제품 제조업 외 1 종
4958,연봉두부,,박*남,전라북도 김제시 만경읍 만경로 839-18,두부 및 유사식품 제조업
4959,(유)평화특장,김제순동지방산업단지,김*자,"전라북도 김제시 순동산단길 178 (순동, 평화특장)",설치용 금속탱크 및 저장용기 제조업
4960,(주)육감,김제월촌농공단지,박*성,전라북도 김제시 월촌공단길 74-26 (연정동),가금류 가공 및 저장 처리업 외 1 종
4961,진FOOD,,임*경,전라북도 김제시 성덕면 점촌5길 152,식물성 유지 제조업 외 1 종
4962,건강나라퓨리웰,,백*숙,"전라북도 김제시 공덕면 유강3길 133,  벽성대학창업보육센터203호",기타 가정용 전기기기 제조업
4963,오성푸드,,김*자,"전라북도 김제시 금산면 모악5길 84,  261-1,260-1",기타 곡물가공품 제조업 외 1 종
4964,(유) 시온영광포장,,한*수,전라북도 김제시 백산면 옥정길 128-78 (총 2 필지),골판지 및 골판지상자 제조업
4965,(주)부경,김제순동지방산업단지,정*택,"전라북도 김제시 순동산단1길 70 (순동, 신화써비스산업㈜)",자동차 차체용 부품 제조업
4966,(주) 인데코,,노*환,전라북도 김제시 백구면 백구리 321-1 번지 외 1필지,목재문 및 관련제품 제조업 외 2 종
4967,완전정보통신(주),,정*쟈,전라북도 김제시 황산면 용홍로 66,방송장비 제조업 외 7 종
4968,평화플라스틱,,최*정,"전라북도 김제시 용마로 18 (난봉동, 동명우드(유)) (총 3 필지)","플라스틱 선, 봉, 관 및 호스 제조업"
4969,(유)동일산업,,서*옥,전라북도 김제시 순백로 139-15 (순동) (총 2 필지),금속 조립구조재 제조업 외 3 종
4970,청정산업,,박*식,"전라북도 김제시 백구면 석담3길 206, 형제철강 (백구면)",그외 기타 콘크리트 제품 및 유사제품 제조업 외 1 종
4971,(유)한국에프엔씨,김제대동농공단지,유*숙,전라북도 김제시 만경읍 대동공단2길 20 ((주)케이이아이),구조용 금속판제품 및 금속공작물 제조업 외 1 종
4972,아이원,,박*묵,전라북도 김제시 황산면 남양1길 29,금속 가구 제조업 외 1 종
4973,주식회사 한국조경건설,,박*천,"전라북도 김제시 용지면 신리1길 7, (신정리 556-14, 한국조경건설)",일반 제재업 외 1 종
4974,농업회사법인(유)모양산업,김제봉황농공단지,최*옥,전라북도 김제시 봉황공단2길 78-8 (오정동),과실 및 채소 절임식품 제조업
4975,금남산기,,이*배,"전라북도 김제시 백구면 석담4길 87-20, (석담리 381-1)",기타 구조용 금속제품 제조업
4976,사회복지법인 애국단체원 대한민국석회사업단,,손*엽,전라북도 김제시 금구면 하신리 486-108번지,석회 및 플라스터 제조업
4977,샤인베스트,,구*수,전라북도 김제시 하흥로 411 (흥사동),기타 절연선 및 케이블 제조업 외 1 종
4978,신흥영농조합법인,,김*영,전라북도 김제시 용지면 금백로 731-87,기타 비료 및 질소화합물 제조업
4979,(주)미석케미칼,김제순동지방산업단지,김*민,전라북도 김제시 순동산단길 248 (순동),"플라스틱 필름, 시트 및 판 제조업"
4980,유한회사 그린브리즈,,최*휴,전라북도 김제시 황산면 황산로 286-12,"금속 문, 창, 셔터 및 관련제품 제조업"
4981,에코광학(주),김제지평선일반산업단지,박*양,전라북도 김제시 백산면 지평선산단6길 169,유리섬유 및 광학용 유리 제조업
4982,진보특장,김제순동지방산업단지,백*우,전라북도 김제시 순동산단1길 70 (순동),차체 및 특장차 제조업
4983,주식회사 가자,김제백구농공단지,전*희,전라북도 김제시 백구면 반월리 737번지 반월리 738번지,트레일러 및 세미트레일러 제조업 외 9 종
4984,성현공업(주) 제2공장,전주과학산업연구단지,박*현,"전라북도 완주군 봉동읍 완주산단7로 137,  (전주과학산업단지내) (총 2 필지)",자동차 차체용 부품 제조업
4985,삼익인테리어,,정*기,전라북도 완주군 용진면 신지용복1길 54-3,주방용 및 음식점용 목재가구 제조업
4986,영진약품공업(주),완주산업단지,박*준,전라북도 완주군 봉동읍 완주산단5로 21 (KT&G),완제 의약품 제조업 외 1 종
4987,(주)비지스,완주산업단지,김*경,전라북도 완주군 봉동읍 완주산단5로 97-24,기타자동차부품제조업
4988,(주)남광이앤씨,전주과학산업연구단지,김*범,전라북도 완주군 봉동읍 완주산단6로 167,금속압형제품 제조업 외 2 종
4989,(주)하이젠비앤티,전주과학산업연구단지,김*숙,전라북도 완주군 봉동읍 완주산단8로 111 (하이젠비앤티),그외 기타 자동차 부품 제조업
4990,지엠테크,전주과학산업연구단지,김*진,전라북도 완주군 봉동읍 완주산단8로 114,금속 성형기계 제조업 외 4 종
4991,고산농업협동조합,,국*석,전라북도 완주군 비봉면 율백로 194-13,기타 비료 및 질소화합물 제조업
4992,(주)아그로텍 전주공장,완주산업단지,장*식,전라북도 완주군 봉동읍 완주산단2로 51-19 (동부정밀화학),농약 제조업
4993,(주)동양쓰리축,완주산업단지,박*권,전라북도 완주군 봉동읍 완주산단1로 289,차체 및 특장차 제조업
4994,(주)삼양패키징 전주공장,,이*섭,전라북도 완주군 용진면 신지송광로 25-33 (하이트맥주),포장용 플라스틱 성형용기 제조업
4995,(주)대유홀딩스 전주지점,전주과학산업연구단지,조*호,전라북도 완주군 봉동읍 완주산단2로 251 (나노사인텍전주1공장) (총 2 필지),그외 기타 자동차 부품 제조업
4996,구암쌀두부 영농조합법인,,김*준,전라북도 완주군 봉동읍 구정1길 43-4,두부 및 유사식품 제조업
4997,(유)아인창호산업,,김*하,전라북도 완주군 용진면 구억명덕로 189-7,"금속 문, 창, 셔터 및 관련제품 제조업"
4998,(주)태영기계,전주과학산업연구단지,장*종,전라북도 완주군 봉동읍 둔산리 868-22번지,"증류기,열교환기 및 가스발생기 제조업"
4999,다다,,최*현,전라북도 완주군 이서면 상개리 54-16번지,그외 기타 1차 철강 제조업 외 1 종
5000,소야 영농조합법인,,이*민,전라북도 완주군 구이면 모악산길 78-4,기타 육류 가공 및 저장처리업
5001,(주)알에프세미,전주과학산업연구단지,이*효,전라북도 완주군 봉동읍 완주산단6로 153,일반용 전기 조명장치 제조업 외 4 종
5002,호호영농조합,,윤*옥,전라북도 완주군 화산면 화평리 82-1번지,액상시유 및 기타 낙농제품 제조업
