순번,회사명,대표업종차수,대표업종번호,업종번호,업종명,시도,시군구,사업유형,남종업원,여종업원,외국인(남),외국인(여),종업원수
204,(주)경진 (2공장),11,20203,"20203, ",혼성 및 재생 플라스틱 소재 물질 제조업,충청남도,천안시 서북구,제조업,4,0,0,0,4
205,(주)경진이레,11,29210,"29210, ",농업 및 임업용 기계 제조업,충청남도,천안시 서북구,제조업,3,0,0,0,3
206,(주)경진테크,11,25912,"25912, ",금속 단조제품 제조업,충청남도,예산군,제조업,34,2,2,0,38
207,(주)경희산업,11,25113,"25113, ",육상 금속 골조 구조재 제조업,충청남도,부여군,제조업,10,2,8,,20
208,(주)계룡,11,25122,"25122, 25113, 25114, 25123, 27199, 27215, 27216, 28123, 29131, 29133, 29175, 29176",금속탱크 및 저장용기 제조업 외 11 종,충청남도,청양군,제조업,5,0,0,0,5
209,(주)계림폴리콘,11,23325,"23325, 22222, 22299, 23326",콘크리트 관 및 기타 구조용 콘크리트 제품 제조업 외 3 종,충청남도,부여군,제조업,16,2,0,0,18
210,(주)계명엔지니어링,11,24199,"24199, ",그 외 기타 1차 철강 제조업,충청남도,천안시 동남구,제조업,10,0,0,0,10
211,(주)계양정밀,11,30310,"30310, ",자동차 엔진용 신품 부품 제조업,충청남도,서산시,제조업,2,,,,2
212,(주)고강알루미늄,11,26329,"26329, ",기타 주변기기 제조업,충청남도,논산시,제조업,20,0,,,20
213,(주)고구려식품,11,10129,"10129, 10122",육류 기타 가공 및 저장처리업 (가금류 제외) 외 1 종,충청남도,금산군,제조업,22,,,,22
214,(주)고급식품,11,10220,"10220, ",수산식물 가공 및 저장 처리업,충청남도,홍성군,제조업,2,2,0,0,4
215,(주)고기랑 농업회사법인,11,10129,"10129, ",육류 기타 가공 및 저장처리업 (가금류 제외),충청남도,금산군,제조업,4,1,,,5
216,(주)고려기업,11,22299,"22299, 22222",그 외 기타 플라스틱 제품 제조업 외 1 종,충청남도,홍성군,제조업,12,3,0,0,15
217,(주)고려바이오홍삼,11,10895,"10895, ",인삼식품 제조업,충청남도,금산군,제조업,,,,,0
218,(주)고려비엔피,11,21230,"21230, 10901, 10902, 10903, 20499, 21301",동물용 의약품 제조업 외 5 종,충청남도,예산군,제조업,51,33,,0,84
219,(주)고려산업,11,29176,"29176, 25122, 25123, 29163, 29169, 29177, 29199",액체 여과기 제조업 외 6 종,충청남도,공주시,제조업,6,3,0,0,9
220,(주)고려산전,11,28123,"28123, ",배전반 및 전기 자동제어반 제조업,충청남도,당진시,제조업,4,2,,,6
221,(주)고려인삼제품공사,11,10895,"10895, 10421, 10519, 10892, 11209",인삼식품 제조업 외 4 종,충청남도,천안시 서북구,제조업,16,10,0,0,26
222,(주)고려텍,11,30399,"30399, 30391, 30392, 30400",그 외 자동차용 신품 부품 제조업 외 3 종,충청남도,아산시,제조업,15,5,0,0,20
223,(주)고려홍삼진흥공사,11,10211,"10211, 10895","수산동물 훈제, 조리 및 유사 조제식품 제조업 외 1 종",충청남도,금산군,제조업,,8,,,8
224,(주)고비,11,22211,"22211, ","플라스틱 선, 봉, 관 및 호스 제조업",충청남도,예산군,제조업,12,4,0,0,16
225,(주)고산,11,22241,"22241, 20499, 21301, 30399",운송장비 조립용 플라스틱제품 제조업 외 3 종,충청남도,아산시,제조업,72,12,30,3,117
226,(주)고영테크놀러지,11,29271,"29271, ",반도체 제조용 기계 제조업,충청남도,아산시,제조업,132,19,12,2,165
227,(주)고향식품,11,10839,"10839, ",기타 식품 첨가물 제조업,충청남도,천안시 서북구,제조업,5,1,0,0,6
228,(주)골드라인 파렛텍,11,22241,"22241, 22249, 22299",운송장비 조립용 플라스틱제품 제조업 외 2 종,충청남도,당진시,제조업,20,,0,0,20
229,(주)골든텍스타일,11,13213,"13213, ",화학섬유직물 직조업,충청남도,공주시,제조업,2,0,0,0,2
230,(주)골든포우,11,22212,"22212, 13992, 22213, 22229, 31113",플라스틱 필름 제조업 외 4 종,충청남도,천안시 서북구,제조업,36,4,0,0,40
231,(주)곰나루둘레길,11,16300,"16300, 13229, 13992",코르크 및 조물제품 제조업 외 2 종,충청남도,공주시,제조업,,1,,,1
232,(주)공간디자인,11,32021,"32021, 32029",주방용 및 음식점용 목재가구 제조업 외 1 종,충청남도,공주시,제조업,8,,,,8
233,(주)공간이동,11,25113,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,충청남도,공주시,제조업,3,1,0,0,4
234,(주)공주이앤엘,11,28422,"28422, 28119, 28123, 28410",일반용 전기 조명장치 제조업 외 3 종,충청남도,공주시,제조업,2,1,0,0,3
235,(주)공협강관,8,27191,"27191, ",절단가공및표면처리강재생산업,충청남도,천안시 서북구,제조업,24,0,0,0,24
236,(주)관덕산업,11,29241,"29241, ",건설 및 채광용 기계장비 제조업,충청남도,서산시,제조업,5,,,,5
237,(주)관양,11,22232,"22232, ",포장용 플라스틱 성형용기 제조업,충청남도,아산시,제조업,9,1,0,0,10
238,(주)관작진테크,11,30320,"30320, 30400",자동차 차체용 신품 부품 제조업 외 1 종,충청남도,예산군,제조업,5,20,0,0,25
239,(주)광명기업,11,23324,"23324, 23325, 23326","콘크리트 타일, 기와, 벽돌 및 블록 제조업 외 2 종",충청남도,당진시,제조업,9,1,0,0,10
240,(주)광명사업소,11,34011,"34011, ",건설.광업용 기계 및 장비 수리업,충청남도,부여군,제조업,8,1,,,9
241,(주)광명테크,11,27215,"27215, ",기기용 자동측정 및 제어장치 제조업,충청남도,아산시,제조업,4,1,0,0,5
242,(주)광명통신,11,28302,"28302, ",기타 절연선 및 케이블 제조업,충청남도,예산군,제조업,11,1,3,,15
243,(주)광산,11,22249,"22249, 22232, 25923",기타 기계.장비 조립용 플라스틱 제품 제조업 외 2 종,충청남도,아산시,제조업,30,20,17,1,68
244,(주)광성,9,17122,"17122, ",인쇄 및 필기용 원지 제조업,충청남도,공주시,제조업,7,1,0,0,8
245,(주)광성,11,25992,"25992, ",수동식 식품 가공기기 및 금속 주방용기 제조업,충청남도,아산시,제조업,10,0,0,0,10
246,(주)광성금속,11,25922,"25922, ",도금업,충청남도,천안시 동남구,제조업,30,18,0,0,48
247,(주)광성금속 제2공장,11,25922,"25922, 25923, 25932",도금업 외 2 종,충청남도,천안시 동남구,제조업,20,5,0,0,25
248,(주)광성오토모티브,11,30392,"30392, ",자동차용 신품 제동장치 제조업,충청남도,아산시,제조업,51,9,0,0,60
249,(주)광성캔바스,11,30399,"30399, 30391, 30392, 30400",그 외 자동차용 신품 부품 제조업 외 3 종,충청남도,당진시,제조업,22,5,,,27
250,(주)광성화학,11,23993,"23993, ",비금속광물 분쇄물 생산업,충청남도,금산군,제조업,20,,,,20
251,(주)광스틸,11,25112,"25112, ",구조용 금속 판제품 및 공작물 제조업,충청남도,천안시 서북구,제조업,10,0,0,0,10
252,(주)광스틸 충남지점,11,25112,"25112, 25119",구조용 금속 판제품 및 공작물 제조업 외 1 종,충청남도,아산시,제조업,13,5,5,,23
253,(주)광암섬유 2공장,11,13104,"13104, ",연사 및 가공사 제조업,충청남도,보령시,제조업,10,2,,,12
254,(주)광야쇼트,11,29230,"29230, 25923",금속 주조 및 기타 야금용 기계 제조업 외 1 종,충청남도,아산시,제조업,11,2,0,0,13
255,(주)광영산초,11,31111,"31111, 31112, 31113, 31114, 31120",강선 건조업 외 4 종,충청남도,보령시,제조업,2,1,,,3
256,(주)광인,11,28123,"28123, ",배전반 및 전기 자동제어반 제조업,충청남도,아산시,제조업,4,1,,,5
257,(주)광인산업,11,25111,"25111, ","금속 문, 창, 셔터 및 관련제품 제조업",충청남도,태안군,제조업,3,1,0,0,4
258,(주)광일,11,10839,"10839, ",기타 식품 첨가물 제조업,충청남도,아산시,제조업,36,13,0,0,49
259,(주)광일산업,11,17222,"17222, ",판지 상자 및 용기 제조업,충청남도,부여군,제조업,10,3,0,0,13
260,(주)광일테크,11,30399,"30399, 30391, 30392, 30400",그 외 자동차용 신품 부품 제조업 외 3 종,충청남도,홍성군,제조업,12,15,0,0,27
261,(주)광일테크(2공장),11,30399,"30399, ",그 외 자동차용 신품 부품 제조업,충청남도,홍성군,제조업,2,6,3,2,13
262,(주)광일테크(3공장),11,30399,"30399, ",그 외 자동차용 신품 부품 제조업,충청남도,홍성군,제조업,2,,4,,6
263,(주)광주리푸드,11,10211,"10211, ","수산동물 훈제, 조리 및 유사 조제식품 제조업",충청남도,보령시,제조업,3,7,,,10
264,(주)광진,11,25941,"25941, ",볼트 및 너트류 제조업,충청남도,아산시,제조업,2,0,0,0,2
265,(주)광진기계,11,30399,"30399, 30391, 30392, 30400",그 외 자동차용 신품 부품 제조업 외 3 종,충청남도,아산시,제조업,233,12,0,0,245
266,(주)광진산업,11,17902,"17902, ",위생용 종이제품 제조업,충청남도,금산군,제조업,46,,,,46
267,(주)광진산업 제2공장,11,17902,"17902, ",위생용 종이제품 제조업,충청남도,금산군,제조업,17,4,,,21
268,(주)광진산업 제3공장,11,17902,"17902, ",위생용 종이제품 제조업,충청남도,금산군,제조업,10,1,,,11
269,(주)광진식품,11,10603,"10603, ",과자류 및 코코아 제품 제조업,충청남도,금산군,제조업,8,10,0,0,18
270,(주)광진포장,11,17211,"17211, 17212",골판지 제조업 외 1 종,충청남도,금산군,제조업,6,,,,6
271,(주)광진화학,11,20129,"20129, 20499, 21301",기타 기초 무기 화학물질 제조업 외 2 종,충청남도,당진시,제조업,15,,,,15
272,(주)광진화학,11,20129,"20129, 20499, 21301",기타 기초 무기 화학물질 제조업 외 2 종,충청남도,당진시,제조업,20,1,0,0,21
273,(주)광천김,11,10220,"10220, ",수산식물 가공 및 저장 처리업,충청남도,홍성군,제조업,14,24,0,0,38
274,(주)광천김 6공장,11,10220,"10220, ",수산식물 가공 및 저장 처리업,충청남도,홍성군,제조업,5,15,,,20
275,(주)광천김 제3공장,11,10220,"10220, 10212",수산식물 가공 및 저장 처리업 외 1 종,충청남도,홍성군,제조업,3,5,,,8
276,(주)광천다솔김,11,10220,"10220, ",수산식물 가공 및 저장 처리업,충청남도,홍성군,제조업,4,9,,,13
277,(주)광천다솔김 제2공장,11,10220,"10220, 10701",수산식물 가공 및 저장 처리업 외 1 종,충청남도,홍성군,제조업,16,16,,,32
278,(주)광천원김,11,10220,"10220, ",수산식물 가공 및 저장 처리업,충청남도,홍성군,제조업,5,15,0,0,20
279,(주)광천제재소,11,16101,"16101, ",일반 제재업,,,제조업,6,0,0,0,6
280,(주)광축,11,10111,"10111, 10122, 10129",육류 도축업(가금류 제외) 외 2 종,충청남도,서산시,제조업,17,1,0,0,18
281,(주)광토,11,22223,"22223, 25111, 25119",플라스틱 창호 제조업 외 2 종,충청남도,아산시,제조업,10,5,0,0,15
282,(주)광풍,11,25111,"25111, 25993, 28421, 28903, 29192, 29210","금속 문, 창, 셔터 및 관련제품 제조업 외 5 종",충청남도,공주시,제조업,7,1,0,0,8
283,(주)광현,11,30399,"30399, 30391, 30392, 30400",그 외 자동차용 신품 부품 제조업 외 3 종,충청남도,홍성군,제조업,9,17,0,0,26
284,(주)교강산업,11,25112,"25112, 13992, 16102, 33302",구조용 금속 판제품 및 공작물 제조업 외 3 종,충청남도,천안시 서북구,제조업,10,0,,,10
285,(주)구도이엔지,11,29199,"29199, ",그 외 기타 일반목적용 기계 제조업,충청남도,당진시,제조업,11,1,,,12
286,(주)구림산업기계,11,25113,"25113, ",육상 금속 골조 구조재 제조업,충청남도,금산군,제조업,8,,,,8
287,(주)구마,11,14111,"14111, 14112",남자용 겉옷 제조업 외 1 종,충청남도,논산시,제조업,7,23,0,0,30
288,(주)구비테크,11,26299,"26299, ",그 외 기타 전자부품 제조업,충청남도,천안시 서북구,제조업,2,1,,,3
289,(주)구성엠에스,11,25122,"25122, 25123",금속탱크 및 저장용기 제조업 외 1 종,충청남도,천안시 서북구,제조업,7,1,0,0,8
290,(주)구성전기,11,28112,"28112, ",변압기 제조업,충청남도,아산시,제조업,6,0,0,0,6
291,(주)구원,11,22299,"22299, ",그 외 기타 플라스틱 제품 제조업,충청남도,금산군,제조업,7,10,0,0,17
292,(주)국광,11,23322,"23322, ",레미콘 제조업,충청남도,천안시 동남구,제조업,16,2,0,0,18
293,(주)국림피앤텍,11,30399,"30399, 30391, 30392, 30400",그 외 자동차용 신품 부품 제조업 외 3 종,충청남도,아산시,제조업,5,1,4,0,10
294,(주)국보엔이티,11,38321,"38321, 38322",비금속류 해체 및 선별업 외 1 종,충청남도,천안시 동남구,제조업,9,1,0,0,10
295,(주)국보옵틱스,11,26219,"26219, 26212, 26299",기타 표시장치 제조업 외 2 종,충청남도,아산시,제조업,15,8,,,23
296,(주)국보화학,11,21301,"21301, 21309, 22291, 22292",체외 진단 시약 제조업 외 3 종,충청남도,천안시 동남구,제조업,62,10,0,0,72
297,(주)국영지앤엠,11,23112,"23112, 14199, 22223, 22299, 23119, 23999, 28423, 28909",안전유리 제조업 외 7 종,충청남도,천안시 동남구,제조업,240,10,0,0,250
298,(주)국제광엔지니어링,11,26421,"26421, 26429, 26519, 26521, 26529",방송장비 제조업 외 4 종,충청남도,공주시,제조업,3,0,,,3
299,(주)국제기계금속,11,24321,"24321, 16229, 24311, 25111, 25112, 25113, 25114, 25119, 25994, 25995, 25999",알루미늄주물 주조업 외 10 종,충청남도,논산시,제조업,13,2,0,0,15
300,(주)국제농산,11,10309,"10309, 11201",기타 과실ㆍ채소 가공 및 저장 처리업 외 1 종,충청남도,금산군,제조업,10,5,,,15
301,(주)국제리프라텍,11,22299,"22299, ",그 외 기타 플라스틱 제품 제조업,충청남도,천안시 동남구,제조업,7,5,,,12
302,(주)국제식품,11,10895,"10895, ",인삼식품 제조업,충청남도,금산군,제조업,3,,,,3
303,(주)국제에스티,11,25112,"25112, 22299, 24321, 25111, 25113, 29176",구조용 금속 판제품 및 공작물 제조업 외 5 종,충청남도,논산시,제조업,50,10,,,60
304,(주)국제이엔지,11,25119,"25119, ",기타 구조용 금속제품 제조업,충청남도,아산시,제조업,14,1,14,0,29
305,(주)국제종합물산,11,26299,"26299, 26294",그 외 기타 전자부품 제조업 외 1 종,충청남도,아산시,제조업,0,0,0,0,0
306,(주)군장조선,11,31112,"31112, 16299, 31111, 31113, 31114, 31120",합성수지선 건조업 외 5 종,충청남도,서천군,제조업,6,4,0,0,10
307,(주)군장코퍼레이션,11,13222,"13222, 13221, 13223, 13229, 13409, 14111, 14112, 14191, 14192, 14199, 14300, 14419, 14491, 14499, 15121, 15129, 15190, 25995, 25999, 33110, 33120",자수제품 및 자수용재료 제조업 외 20 종,충청남도,논산시,제조업,1,2,,,3
308,(주)굳윈드,11,29172,"29172, 29173, 29175",가정용 및 산업용 공기 조화장치 제조업 외 2 종,충청남도,홍성군,제조업,4,1,,,5
309,(주)굿모닝펄프대전공장,11,17902,"17902, ",위생용 종이제품 제조업,충청남도,금산군,제조업,,,,,0
310,(주)굿스굿,11,29111,"29111, 29119, 29120, 29131, 29132, 29133, 29141, 29142, 29150, 29161, 29162, 29163, 29169, 29171, 29172, 29173, 29174, 29175, 29176, 29177, 29180, 29191, 29192, 29193, 29199",내연기관 제조업 외 24 종,충청남도,계룡시,제조업,8,3,0,0,11
311,(주)굿에어,11,29299,"29299, ",그 외 기타 특수목적용 기계 제조업,충청남도,천안시 서북구,제조업,2,,,,2
312,(주)굿프렌즈,11,13229,"13229, ",기타 직물제품 제조업,충청남도,아산시,제조업,8,1,,,9
313,(주)귀뚜라미,11,22211,"22211, 25121, 28512, 28520, 29171, 29172, 29173, 29174","플라스틱 선, 봉, 관 및 호스 제조업 외 7 종",충청남도,아산시,제조업,156,8,0,0,164
314,(주)귀뚜라미 범양냉방 아산지점,11,29172,"29172, 29171, 29173, 29174, 29176",가정용 및 산업용 공기 조화장치 제조업 외 4 종,충청남도,아산시,제조업,79,2,0,0,81
315,(주)귀뚜라미 아산제2공장,11,22211,"22211, 29172, 29173","플라스틱 선, 봉, 관 및 호스 제조업 외 2 종",충청남도,아산시,제조업,15,3,0,0,18
316,(주)그랭이,11,25112,"25112, ",구조용 금속 판제품 및 공작물 제조업,충청남도,아산시,제조업,,,,,0
317,(주)그레이스식품,11,10832,"10832, ",천연 및 혼합조제 조미료 제조업,충청남도,계룡시,제조업,1,3,,,4
