순번,회사명,대표업종차수,대표업종번호,업종번호,업종명,시도,시군구,사업유형,남종업원,여종업원,외국인(남),외국인(여),종업원수
7260,도담이엔지,11,29163,"29163, 29169",컨베이어장치 제조업 외 1 종,충청남도,천안시 동남구,제조업,2,1,,,3
7261,도드람바이오(주),11,29299,"29299, 29261",그 외 기타 특수목적용 기계 제조업 외 1 종,충청남도,천안시 서북구,제조업,7,0,0,0,7
7262,도레이첨단소재(주),11,29176,"29176, ",액체 여과기 제조업,충청남도,공주시,제조업,32,3,0,0,35
7263,도림카센타,11,29241,"29241, ",건설 및 채광용 기계장비 제조업,충청남도,천안시 서북구,제조업,2,0,0,0,2
7264,도방토건재,11,25113,"25113, ",육상 금속 골조 구조재 제조업,충청남도,금산군,제조업,8,,,,8
7265,도서출판 씨앤씨,11,18111,"18111, 18113, 18121, 18122",경 인쇄업 외 3 종,충청남도,보령시,제조업,1,0,0,0,1
7266,도시미를담다(주),11,25999,"25999, ",그 외 기타 분류 안된 금속 가공 제품 제조업,충청남도,아산시,제조업,,,,,0
7267,도양테크,11,29280,"29280, ",산업용 로봇 제조업,충청남도,아산시,제조업,4,1,0,0,5
7268,도연산업,11,25113,"25113, ",육상 금속 골조 구조재 제조업,충청남도,논산시,제조업,10,2,,,12
7269,도요테크,11,29271,"29271, ",반도체 제조용 기계 제조업,충청남도,천안시 서북구,제조업,4,1,0,0,5
7270,도요테크,11,29271,"29271, ",반도체 제조용 기계 제조업,충청남도,천안시 서북구,제조업,10,,,,10
7271,도원기공,11,25113,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,충청남도,당진시,제조업,4,,,,4
7272,도원산업,11,29163,"29163, ",컨베이어장치 제조업,충청남도,서산시,제조업,5,,,,5
7273,도일테크,11,25119,"25119, ",기타 구조용 금속제품 제조업,충청남도,아산시,제조업,5,5,0,0,10
7274,도쿄일렉트론(주),11,28519,"28519, ",기타 가정용 전기기기 제조업,충청남도,부여군,제조업,3,1,0,0,4
7275,도화(DOWHA),11,26129,"26129, 26112, 26299, 29271, 30399",기타 반도체소자 제조업 외 4 종,충청남도,아산시,제조업,,,,,0
7276,도희개발 2공장,11,29223,"29223, ",금속 절삭기계 제조업,충청남도,천안시 서북구,제조업,6,0,0,0,6
7277,독배식품,11,10212,"10212, ",수산동물 건조 및 염장품 제조업,충청남도,홍성군,제조업,2,4,0,0,6
7278,돌앤돌,11,23911,"23911, 23329, 23919",건설용 석제품 제조업 외 2 종,충청남도,보령시,제조업,5,1,0,0,6
7279,돌이좋은사람들,11,23919,"23919, ",기타 석제품 제조업,충청남도,보령시,제조업,,,,,0
7280,동곡,11,29271,"29271, ",반도체 제조용 기계 제조업,충청남도,천안시 동남구,제조업,18,3,0,0,21
7281,동광고진공,11,29132,"29132, ",기체 펌프 및 압축기 제조업,충청남도,천안시 서북구,제조업,9,0,0,0,9
7282,동광공업사,11,23231,"23231, 23232","점토 벽돌, 블록 및 유사 비내화 요업제품 제조업 외 1 종",충청남도,논산시,제조업,0,0,0,0,0
7283,동광금속,11,25924,"25924, ",절삭가공 및 유사처리업,충청남도,예산군,제조업,18,2,0,0,20
7284,동광기공(주),11,13999,"13999, 25112, 25119",그 외 기타 분류 안된 섬유제품 제조업 외 2 종,충청남도,천안시 서북구,제조업,27,4,0,0,31
7285,동광기전,11,28121,"28121, 28122","전기회로 개폐, 보호장치 제조업 외 1 종",충청남도,천안시 서북구,제조업,6,1,0,0,7
7286,동광산업사,11,22299,"22299, ",그 외 기타 플라스틱 제품 제조업,충청남도,아산시,제조업,8,3,0,0,11
7287,동광종합건설 주식회사,11,25113,"25113, ",육상 금속 골조 구조재 제조업,충청남도,아산시,제조업,5,0,0,0,5
7288,동광종합건설주식회사,11,25113,"25113, ",육상 금속 골조 구조재 제조업,충청남도,천안시 동남구,제조업,4,1,,,5
7289,동광판지(주),11,17211,"17211, 17212",골판지 제조업 외 1 종,충청남도,금산군,제조업,14,1,0,0,15
7290,동광판지(주),11,17211,"17211, 17212",골판지 제조업 외 1 종,충청남도,금산군,제조업,,,,,0
7291,동국씨엠(주) 도성센터,11,24199,"24199, 24122",그 외 기타 1차 철강 제조업 외 1 종,충청남도,당진시,제조업,35,10,0,0,45
7292,동국제강(주) 당진공장,11,24121,"24121, ",열간 압연 및 압출 제품 제조업,충청남도,당진시,제조업,249,3,0,0,252
7293,동남수산,11,10212,"10212, ",수산동물 건조 및 염장품 제조업,충청남도,서천군,제조업,6,0,0,0,6
7294,동남수출포장 주식회사  2공장,11,17211,"17211, 17212, 17229",골판지 제조업 외 2 종,충청남도,천안시 동남구,제조업,10,11,0,0,21
7295,동남수출포장주식회사,11,17211,"17211, 17212, 17229",골판지 제조업 외 2 종,충청남도,천안시 동남구,제조업,8,2,0,0,10
7296,동남식품,11,10892,"10892, ",차류 가공업,충청남도,아산시,제조업,1,3,0,0,4
7297,동남제과,11,10603,"10603, ",과자류 및 코코아 제품 제조업,충청남도,천안시 서북구,제조업,2,4,0,0,6
7298,동남중기산업,11,29241,"29241, ",건설 및 채광용 기계장비 제조업,충청남도,예산군,제조업,,,,,0
7299,동남창호,11,22223,"22223, ",플라스틱 창호 제조업,충청남도,아산시,제조업,2,1,0,0,3
7300,동남컨설팅,11,29299,"29299, ",그 외 기타 특수목적용 기계 제조업,충청남도,예산군,제조업,,1,,,1
7301,동남코퍼레이션(주),11,10512,"10512, ",곡물 제분업,충청남도,논산시,제조업,17,0,0,0,17
7302,동도산업(주),11,25113,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,충청남도,아산시,제조업,20,0,0,0,20
7303,동도산업(주),11,25113,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,충청남도,아산시,제조업,5,0,0,0,5
7304,동림홈즈(주),11,25111,"25111, ","금속 문, 창, 셔터 및 관련제품 제조업",충청남도,천안시 서북구,제조업,5,0,0,0,5
7305,동명공업(주),11,28302,"28302, ",기타 절연선 및 케이블 제조업,충청남도,천안시 동남구,제조업,8,0,0,0,8
7306,동명산기,11,29241,"29241, 34011",건설 및 채광용 기계장비 제조업 외 1 종,충청남도,아산시,제조업,2,0,0,0,2
7307,동명산업,11,30399,"30399, ",그 외 자동차용 신품 부품 제조업,충청남도,아산시,제조업,9,1,0,0,10
7308,동명산업(주),11,17211,"17211, 17212",골판지 제조업 외 1 종,충청남도,금산군,제조업,,,,,0
7309,동명유압,11,29120,"29120, ",유압기기 제조업,충청남도,당진시,제조업,3,0,0,0,3
7310,동명중전기(주),11,28123,"28123, ",배전반 및 전기 자동제어반 제조업,충청남도,아산시,제조업,7,0,0,0,7
7311,동문코리아,11,10901,"10901, 10902, 10903",반려동물용 사료 제조업 외 2 종,충청남도,예산군,제조업,1,0,0,0,1
7312,동미산업기계,11,29299,"29299, ",그 외 기타 특수목적용 기계 제조업,충청남도,금산군,제조업,1,,,,1
7313,동방메디케어,11,21301,"21301, 21309",체외 진단 시약 제조업 외 1 종,충청남도,보령시,제조업,1,1,4,3,9
7314,동방산업(주),11,25119,"25119, 25112",기타 구조용 금속제품 제조업 외 1 종,충청남도,금산군,제조업,11,3,0,0,14
7315,동방수산,11,10220,"10220, ",수산식물 가공 및 저장 처리업,충청남도,서천군,제조업,4,6,0,0,10
7316,동방엔지니어링(주),11,25113,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,충청남도,예산군,제조업,48,2,0,0,50
7317,동방종합식품,8,15119,"15119, 10121, 10129",기타육지동물고기가공및저장처리업 외 2 종,충청남도,금산군,제조업,5,5,0,0,10
7318,동백수산,11,10220,"10220, ",수산식물 가공 및 저장 처리업,충청남도,서천군,제조업,4,4,0,0,8
7319,동백인삼,11,10895,"10895, ",인삼식품 제조업,충청남도,금산군,제조업,0,0,5,0,5
7320,동보냉동공장,11,10213,"10213, ",수산동물 냉동품 제조업,충청남도,보령시,제조업,3,1,0,0,4
7321,동보상사,11,14191,"14191, 14192, 14194",셔츠 및 블라우스 제조업 외 2 종,충청남도,천안시 서북구,제조업,3,7,0,0,10
7322,동보육가공(주),11,10129,"10129, 10122",육류 기타 가공 및 저장처리업 (가금류 제외) 외 1 종,충청남도,예산군,제조업,6,2,,,8
7323,동보테크(주),11,29171,"29171, ",산업용 냉장 및 냉동 장비 제조업,충청남도,아산시,제조업,26,10,11,1,48
7324,동보테크(주) 2공장,11,30399,"30399, ",그 외 자동차용 신품 부품 제조업,충청남도,아산시,제조업,12,0,0,0,12
7325,동부목재,11,16101,"16101, 16102",일반 제재업 외 1 종,충청남도,아산시,제조업,15,5,0,0,20
7326,동부샤링,11,25112,"25112, ",구조용 금속 판제품 및 공작물 제조업,충청남도,천안시 동남구,제조업,7,1,0,0,8
7327,동부식품,11,10895,"10895, 10897",인삼식품 제조업 외 1 종,충청남도,금산군,제조업,,,,,0
7328,동부실업,11,29271,"29271, ",반도체 제조용 기계 제조업,충청남도,천안시 동남구,제조업,5,1,0,0,6
7329,동산ENG,11,30331,"30331, 30391, 30392, 30399, 30400",자동차용 신품 동력전달장치 제조업 외 4 종,충청남도,아산시,제조업,5,0,0,0,5
7330,동산민속식품,11,10601,"10601, ",떡류 제조업,충청남도,천안시 동남구,제조업,1,0,0,0,1
7331,동산제분,11,10602,"10602, 10601",빵류 제조업 외 1 종,충청남도,공주시,제조업,2,4,0,0,6
7332,동산테크(주),11,25113,"25113, 22299, 25114",육상 금속 골조 구조재 제조업 외 2 종,충청남도,아산시,제조업,10,2,5,0,17
7333,동산하이테크,11,25113,"25113, 29169",육상 금속 골조 구조재 제조업 외 1 종,충청남도,아산시,제조업,5,1,0,0,6
7334,동상식품(주)제2공장,11,10219,"10219, ",기타 수산동물 가공 및 저장 처리업,충청남도,천안시 서북구,제조업,17,3,0,0,20
7335,동서금속,11,25113,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,충청남도,아산시,제조업,8,2,0,0,10
7336,동서메탈(주),11,28520,"28520, ",가정용 비전기식 조리 및 난방 기구 제조업,충청남도,천안시 서북구,제조업,14,4,0,0,18
7337,동서메탈(주) 제2공장,11,28520,"28520, ",가정용 비전기식 조리 및 난방 기구 제조업,충청남도,천안시 서북구,제조업,10,0,0,0,10
7338,동서상사,10,28519,"28519, 24119",기타 가정용 전기기기 제조업 외 1 종,충청남도,천안시 서북구,제조업,6,7,0,0,13
7339,동서세라컴(주),11,33120,"33120, ",모조 귀금속 및 모조 장신용품 제조업,충청남도,아산시,제조업,15,4,0,0,19
7340,동서위생(주),11,13999,"13999, ",그 외 기타 분류 안된 섬유제품 제조업,충청남도,금산군,제조업,11,37,0,0,48
7341,동서천농업협동조합,11,10511,"10511, ",곡물 도정업,충청남도,서천군,제조업,4,1,0,0,5
7342,동성기업,11,29241,"29241, ",건설 및 채광용 기계장비 제조업,충청남도,천안시 서북구,제조업,4,1,0,0,5
7343,동성산업,11,25113,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,충청남도,부여군,제조업,4,1,,,5
7344,동성산업롤 주식회사,11,29199,"29199, 23999",그 외 기타 일반목적용 기계 제조업 외 1 종,충청남도,천안시 서북구,제조업,17,3,0,0,20
7345,동성석재산업(주),11,23911,"23911, ",건설용 석제품 제조업,충청남도,논산시,제조업,6,0,0,0,6
7346,동성스틸,11,24212,"24212, 22299","알루미늄 제련, 정련 및 합금 제조업 외 1 종",충청남도,보령시,제조업,19,1,0,0,20
7347,동성식품공업사,11,10832,"10832, ",천연 및 혼합조제 조미료 제조업,충청남도,공주시,제조업,4,2,0,0,6
7348,동성실업(주),11,17903,"17903, ",벽지 및 장판지 제조업,충청남도,논산시,제조업,15,22,0,0,37
7349,동성이앤지(주),11,29176,"29176, 22241, 22249, 25924, 28123, 29241",액체 여과기 제조업 외 5 종,충청남도,부여군,제조업,2,9,0,0,11
7350,동성정밀,11,30399,"30399, 30391, 30392, 30400",그 외 자동차용 신품 부품 제조업 외 3 종,충청남도,천안시 서북구,제조업,13,,,,13
7351,동성제약(주),11,10893,"10893, 10519, 11209, 20321, 20422, 20423, 20499, 21211, 21212, 21301, 21309",수프 및 균질화식품 제조업 외 10 종,충청남도,아산시,제조업,80,88,0,1,169
7352,동성철망공업,11,25944,"25944, ",금속선 가공제품 제조업,충청남도,서산시,제조업,2,0,0,0,2
7353,동성테크(주),11,30320,"30320, 30400",자동차 차체용 신품 부품 제조업 외 1 종,충청남도,논산시,제조업,26,2,0,0,28
7354,동신목재,11,16101,"16101, ",일반 제재업,충청남도,서천군,제조업,13,9,0,0,22
7355,동신산업,11,29271,"29271, ",반도체 제조용 기계 제조업,충청남도,아산시,제조업,24,0,0,0,24
7356,동신이엔지(주),11,29133,"29133, 25111","탭, 밸브 및 유사장치 제조업 외 1 종",충청남도,아산시,제조업,6,1,,,7
7357,동신직물,11,13999,"13999, ",그 외 기타 분류 안된 섬유제품 제조업,충청남도,공주시,제조업,5,8,0,0,13
7358,동신테크,11,29291,"29291, 29222","고무, 화학섬유 및 플라스틱 성형기 제조업 외 1 종",충청남도,금산군,제조업,3,1,,,4
7359,동심주)농업회사법인,11,10601,"10601, 10512",떡류 제조업 외 1 종,충청남도,논산시,제조업,3,5,,,8
7360,동아기계제작소,11,27196,"27196, ",의료용 가구 제조업,충청남도,공주시,제조업,12,0,0,0,12
7361,동아기계제작소 제2공장,11,28519,"28519, ",기타 가정용 전기기기 제조업,충청남도,공주시,제조업,5,4,0,0,9
7362,동아기계제작소 제3공장,11,28519,"28519, 27196",기타 가정용 전기기기 제조업 외 1 종,충청남도,공주시,제조업,4,1,0,0,5
7363,동아로이엔지,11,25112,"25112, ",구조용 금속 판제품 및 공작물 제조업,충청남도,당진시,제조업,,,,,0
7364,동아센포드(주),11,25923,"25923, ",도장 및 기타 피막처리업,충청남도,홍성군,제조업,18,2,0,0,20
7365,동아에스티(주),11,21100,"21100, 21211, 21212, 21220, 21230, 21301",기초 의약 물질 제조업 외 5 종,충청남도,천안시 서북구,제조업,143,129,0,0,272
7366,동아에스티(주),11,21100,"21100, 21211, 21212, 21220, 21230, 21301",기초 의약 물질 제조업 외 5 종,충청남도,당진시,제조업,145,130,0,0,275
7367,동아에코팩 주식회사,11,22232,"22232, 25991",포장용 플라스틱 성형용기 제조업 외 1 종,충청남도,당진시,제조업,75,7,0,0,82
7368,동아에코팩 주식회사,11,17211,"17211, 17212, 18113, 18119",골판지 제조업 외 3 종,충청남도,당진시,제조업,10,5,,,15
7369,동아에코팩 주식회사,11,23192,"23192, ",포장용 유리용기 제조업,충청남도,당진시,제조업,131,10,,,141
7370,동아에코팩 주식회사,11,23192,"23192, ",포장용 유리용기 제조업,충청남도,당진시,제조업,37,,,,37
7371,동아위생재료,11,21301,"21301, 21309",체외 진단 시약 제조업 외 1 종,충청남도,천안시 동남구,제조업,2,0,0,0,2
7372,동아인삼제조장,11,10895,"10895, ",인삼식품 제조업,충청남도,금산군,제조업,3,0,0,0,3
7373,동아전기부품(주)공주공장,11,30399,"30399, ",그 외 자동차용 신품 부품 제조업,충청남도,공주시,제조업,91,74,0,0,165
7374,동아전기부품(주)성환,11,22251,"22251, 22232, 22259, 25923, 26224, 26294, 26299",폴리스티렌 발포 성형제품 제조업 외 6 종,충청남도,천안시 서북구,제조업,30,90,0,0,120
7375,동아전장(주)천안공장,11,30399,"30399, 30391, 30392, 30400",그 외 자동차용 신품 부품 제조업 외 3 종,충청남도,천안시 동남구,제조업,50,15,0,0,65
7376,동아제약 주식회사,11,21211,"21211, 11209, 21212, 21220",생물 의약품 제조업 외 3 종,충청남도,당진시,제조업,98,38,,,136
7377,동아제약(주) 천안공장,11,21100,"21100, 21211, 21212, 21220, 21301, 21309",기초 의약 물질 제조업 외 5 종,충청남도,천안시 서북구,제조업,75,39,,,114
7378,동아초경공업사,11,29222,"29222, 29224",디지털 적층 성형기계 제조업 외 1 종,충청남도,천안시 동남구,제조업,12,2,0,0,14
7379,동아파렛트,11,20203,"20203, ",혼성 및 재생 플라스틱 소재 물질 제조업,충청남도,아산시,제조업,4,2,0,0,6
7380,동아패킹,,,", ",,충청남도,천안시 동남구,제조업,0,0,0,0,0
7381,동아하이테크(주),11,26292,"26292, ",전자저항기 및 전자카드 제조업,충청남도,천안시 서북구,제조업,15,15,,,30
7382,동아화성(주),11,22191,"22191, 22192",고무패킹류 제조업 외 1 종,충청남도,천안시 서북구,제조업,10,20,0,0,30
7383,동암엔지니어링,11,29172,"29172, 29173",가정용 및 산업용 공기 조화장치 제조업 외 1 종,충청남도,천안시 동남구,제조업,4,0,0,0,4
7384,동양건설 주식회사,11,25912,"25912, 25111, 25112",금속 단조제품 제조업 외 2 종,충청남도,공주시,제조업,7,1,,,8
7385,동양건설(주),11,25912,"25912, 25111, 25112",금속 단조제품 제조업 외 2 종,충청남도,공주시,제조업,5,0,0,0,5
7386,동양건재산업(주),11,23325,"23325, 23324, 23326, 29176",콘크리트 관 및 기타 구조용 콘크리트 제품 제조업 외 3 종,충청남도,서산시,제조업,12,1,6,0,19
7387,동양건재산업(주),11,25944,"25944, ",금속선 가공제품 제조업,충청남도,서산시,제조업,16,1,,,17
7388,동양냉동,11,10213,"10213, ",수산동물 냉동품 제조업,충청남도,홍성군,제조업,2,0,0,0,2
7389,동양냉장(주),11,10832,"10832, ",천연 및 혼합조제 조미료 제조업,충청남도,서산시,제조업,10,5,,,15
7390,동양농축산,11,10901,"10901, 10903",반려동물용 사료 제조업 외 1 종,충청남도,천안시 동남구,제조업,3,1,4,0,8
7391,동양모터스,11,29241,"29241, 30201, 30202",건설 및 채광용 기계장비 제조업 외 2 종,충청남도,당진시,제조업,0,0,0,0,0
7392,동양물산기업(주),11,29210,"29210, ",농업 및 임업용 기계 제조업,충청남도,천안시 서북구,제조업,13,1,0,0,14
7393,동양방식 주식회사,11,24321,"24321, 28113, 28119, 28909",알루미늄주물 주조업 외 3 종,충청남도,천안시 서북구,제조업,5,1,0,0,6
7394,동양방전,11,29199,"29199, 29177",그 외 기타 일반목적용 기계 제조업 외 1 종,충청남도,아산시,제조업,5,1,,,6
7395,동양산업,11,17902,"17902, ",위생용 종이제품 제조업,충청남도,천안시 동남구,제조업,7,0,0,0,7
7396,동양산업,11,16232,"16232, ","목재 포장용 상자, 드럼 및 유사용기 제조업",충청남도,부여군,제조업,3,5,0,0,8
7397,동양섬유,11,13213,"13213, ",화학섬유직물 직조업,충청남도,논산시,제조업,6,9,0,0,15
7398,동양성업(주),11,13219,"13219, 13213",특수 직물 및 기타 직물 직조업 외 1 종,충청남도,공주시,제조업,5,13,0,0,18
7399,동양수산,11,10220,"10220, ",수산식물 가공 및 저장 처리업,충청남도,서천군,제조업,3,2,0,0,5
7400,동양수처리공업(주),11,25119,"25119, ",기타 구조용 금속제품 제조업,충청남도,서산시,제조업,5,2,0,0,7
7401,동양승강기(주),11,29162,"29162, ",승강기 제조업,충청남도,아산시,제조업,5,1,0,0,6
7402,동양에너텍(주),11,33992,"33992, ","라이터, 연소물 및 흡연용품 제조업",충청남도,당진시,제조업,5,1,,,6
7403,동양엔지니어링,11,29210,"29210, 29171",농업 및 임업용 기계 제조업 외 1 종,충청남도,금산군,제조업,,,,,0
7404,동양와이어,11,29293,"29293, ",주형 및 금형 제조업,충청남도,아산시,제조업,8,2,0,0,10
7405,동양원목가구,11,33302,"33302, ",놀이터용 장비 제조업,충청남도,공주시,제조업,1,,,,1
7406,동양제지(주),11,17222,"17222, ",판지 상자 및 용기 제조업,충청남도,천안시 서북구,제조업,10,0,0,0,10
7407,동양철관(주),11,24132,"24132, 24133, 24191, 25113, 25114",강관 제조업 외 4 종,충청남도,천안시 동남구,제조업,120,5,0,0,125
7408,동양테크,11,25992,"25992, ",수동식 식품 가공기기 및 금속 주방용기 제조업,충청남도,금산군,제조업,4,0,,,4
7409,동양파일(주),11,23322,"23322, 23325, 23326",레미콘 제조업 외 2 종,충청남도,아산시,제조업,160,0,0,0,160
7410,동양피엔이,11,25122,"25122, ",금속탱크 및 저장용기 제조업,충청남도,천안시 동남구,제조업,5,0,0,0,5
7411,동양하이테크,11,25999,"25999, 25112, 29291",그 외 기타 분류 안된 금속 가공 제품 제조업 외 2 종,충청남도,금산군,제조업,12,2,,,14
7412,동연스틸주식회사,11,25929,"25929, ",그 외 기타 금속가공업,충청남도,당진시,제조업,1,0,1,0,2
7413,동영산업,11,26291,"26291, ",전자축전기 제조업,충청남도,금산군,제조업,2,3,0,0,5
7414,동영산업,11,33999,"33999, 31991",그 외 기타 달리 분류되지 않은 제품 제조업 외 1 종,충청남도,금산군,제조업,,,,,0
7415,동오정밀(주),11,25913,"25913, 25914, 28410, 28422, 28423, 28429",자동차용 금속 압형제품 제조업 외 5 종,충청남도,천안시 서북구,제조업,50,19,0,0,69
7416,동우,11,23919,"23919, ",기타 석제품 제조업,충청남도,금산군,제조업,2,1,,,3
7417,동우ENC,11,25119,"25119, ",기타 구조용 금속제품 제조업,충청남도,아산시,제조업,5,1,0,0,6
7418,동우석재,11,23911,"23911, ",건설용 석제품 제조업,충청남도,논산시,제조업,15,5,0,0,20
7419,동우스틸,11,29161,"29161, ",산업용 트럭 및 적재기 제조업,충청남도,당진시,제조업,1,,,,1
7420,동우에이치에스티 주식회사,11,25921,"25921, 25113, 29150",금속 열처리업 외 2 종,충청남도,아산시,제조업,,,,,0
7421,동우에이치에스티(주),11,25921,"25921, 25924",금속 열처리업 외 1 종,충청남도,당진시,제조업,63,3,0,0,66
7422,동우정밀,11,25999,"25999, ",그 외 기타 분류 안된 금속 가공 제품 제조업,충청남도,홍성군,제조업,,,5,,5
7423,동우철강산업(주),11,25932,"25932, ",일반철물 제조업,충청남도,아산시,제조업,5,1,0,0,6
7424,동우특장차(주),11,29161,"29161, 30201, 30202, 30203",산업용 트럭 및 적재기 제조업 외 3 종,충청남도,당진시,제조업,40,4,5,0,49
7425,동우플라스틱(주),11,22211,"22211, ","플라스틱 선, 봉, 관 및 호스 제조업",충청남도,아산시,제조업,15,5,0,0,20
7426,동우플라스틱(주),11,22211,"22211, 31113","플라스틱 선, 봉, 관 및 호스 제조업 외 1 종",충청남도,아산시,제조업,6,3,6,0,15
7427,동원금속(주),11,30310,"30310, 30400",자동차 엔진용 신품 부품 제조업 외 1 종,충청남도,아산시,제조업,170,4,0,0,174
7428,동원금속(주)예산공장,11,30320,"30320, ",자동차 차체용 신품 부품 제조업,충청남도,예산군,제조업,15,1,15,0,31
7429,동원기업,11,29192,"29192, ",분사기 및 소화기 제조업,충청남도,홍성군,제조업,4,1,0,0,5
7430,동원산업(주),11,30399,"30399, 30391, 30392, 30400",그 외 자동차용 신품 부품 제조업 외 3 종,충청남도,아산시,제조업,10,0,0,0,10
7431,동원상사,11,18112,"18112, 18113, 18119",스크린 인쇄업 외 2 종,충청남도,서산시,제조업,9,1,0,0,10
7432,동원시스템즈(주),11,25991,"25991, 18119, 24221, 24222, 38312",금속 캔 및 기타 포장용기 제조업 외 4 종,충청남도,아산시,제조업,246,12,0,0,258
7433,동원시스템즈(주) 공주 수지공장,11,20202,"20202, 20203, 22212, 22213, 22292",합성수지 및 기타 플라스틱 물질 제조업 외 4 종,충청남도,공주시,제조업,70,5,0,0,75
7434,동원시스템즈(주) 공주 인쇄공장,11,18119,"18119, 18113",기타 인쇄업 외 1 종,충청남도,공주시,제조업,30,30,0,0,60
7435,동원시스템즈(주)천안공장,11,18119,"18119, 18113",기타 인쇄업 외 1 종,충청남도,천안시 동남구,제조업,23,2,0,0,25
7436,동원이엔지 합자회사,11,26421,"26421, 25932, 26410, 26429, 26519, 26521, 26529, 28121, 28122, 28123, 28302",방송장비 제조업 외 10 종,충청남도,서산시,제조업,5,5,,,10
7437,동원중공업(주),11,29150,"29150, ","산업용 오븐, 노 및 노용 버너 제조업",충청남도,당진시,제조업,,,,,0
7438,동원직물,11,13213,"13213, ",화학섬유직물 직조업,충청남도,공주시,제조업,6,0,0,0,6
7439,동원테크놀러지(주),11,29271,"29271, ",반도체 제조용 기계 제조업,충청남도,천안시 서북구,제조업,40,5,0,0,45
7440,동원테크놀러지(주),10,30399,"30399, 30391, 30392, 30400",그 외 자동차용 신품 부품 제조업 외 3 종,충청남도,천안시 서북구,제조업,63,19,0,0,82
7441,동원팜스(주),11,10901,"10901, 10902, 10903",반려동물용 사료 제조업 외 2 종,충청남도,논산시,제조업,50,10,0,0,60
7442,동은전자공업사,11,26121,"26121, 26129",발광 다이오드 제조업 외 1 종,충청남도,아산시,제조업,6,14,0,0,20
7443,동이바이오영농조합법인,11,10896,"10896, 10839, 21100, 21301",건강보조용 액화식품 제조업 외 3 종,충청남도,보령시,제조업,4,1,0,0,5
7444,동익엔지니어링,11,28123,"28123, ",배전반 및 전기 자동제어반 제조업,충청남도,천안시 서북구,제조업,8,2,0,0,10
7445,동인건강영농조합법인,11,10895,"10895, 10897",인삼식품 제조업 외 1 종,충청남도,금산군,제조업,,,,,0
7446,동인영어조합법인,11,10213,"10213, ",수산동물 냉동품 제조업,충청남도,서천군,제조업,4,1,,,5
7447,동인철강(주) 아산지점,11,24199,"24199, ",그 외 기타 1차 철강 제조업,충청남도,아산시,제조업,4,1,,,5
7448,동인철강산업(주),11,24199,"24199, 25929",그 외 기타 1차 철강 제조업 외 1 종,충청남도,아산시,제조업,31,3,0,0,34
7449,동인화학(주),11,20493,"20493, ",접착제 및 젤라틴 제조업,충청남도,부여군,제조업,8,1,0,0,9
7450,동인화학주식회사,11,20499,"20499, 21301",그 외 기타 분류 안된 화학제품 제조업 외 1 종,충청남도,공주시,제조업,19,0,0,0,19
7451,동일계전(주),11,27214,"27214, ",속도계 및 적산계기 제조업,충청남도,금산군,제조업,,,,,0
7452,동일금정,11,14300,"14300, ",편조의복 제조업,충청남도,논산시,제조업,90,30,0,0,120
7453,동일방직(주)장항공장,11,13101,"13101, 13109",면 방적업 외 1 종,충청남도,서천군,제조업,45,115,0,0,160
7454,동일산업(주),11,27215,"27215, ",기기용 자동측정 및 제어장치 제조업,충청남도,천안시 서북구,제조업,32,0,0,0,32
7455,동일석재산업,11,23911,"23911, 23919",건설용 석제품 제조업 외 1 종,충청남도,보령시,제조업,5,0,0,0,5
7456,동일정밀,11,25924,"25924, ",절삭가공 및 유사처리업,충청남도,금산군,제조업,2,,,,2
7457,동일철강,11,24199,"24199, ",그 외 기타 1차 철강 제조업,충청남도,아산시,제조업,3,0,0,0,3
7458,동일특수밸트,11,22192,"22192, ",산업용 그 외 비경화 고무제품 제조업,충청남도,천안시 서북구,제조업,1,1,0,0,2
7459,동일화학공업(주),11,22291,"22291, 22212, 22213, 22232, 22292",플라스틱 접착처리 제품 제조업 외 4 종,충청남도,천안시 서북구,제조업,26,4,0,0,30
7460,동일화학공업(주),11,22291,"22291, 22292",플라스틱 접착처리 제품 제조업 외 1 종,충청남도,천안시 서북구,제조업,8,4,0,0,12
7461,동일화학공업(주) 아산지점,11,22212,"22212, 22213",플라스틱 필름 제조업 외 1 종,충청남도,아산시,제조업,24,1,0,0,25
7462,동제기공,11,25999,"25999, ",그 외 기타 분류 안된 금속 가공 제품 제조업,충청남도,아산시,제조업,1,0,0,0,1
7463,동주몰텍,11,30320,"30320, ",자동차 차체용 신품 부품 제조업,충청남도,아산시,제조업,5,0,0,0,5
7464,동주석재,11,23911,"23911, ",건설용 석제품 제조업,충청남도,논산시,제조업,2,0,0,0,2
7465,동진바이오 농업회사법인(주),11,10895,"10895, 10897",인삼식품 제조업 외 1 종,충청남도,금산군,제조업,4,2,,,6
7466,동진산업,11,28302,"28302, ",기타 절연선 및 케이블 제조업,충청남도,천안시 서북구,제조업,8,2,,,10
7467,동진산업,11,25999,"25999, 25995",그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,충청남도,아산시,제조업,9,0,0,0,9
