순번,단지명,회사명,공장대표주소(도로명),공장대표주소(지번),업종명,관할조직명,설립구분,생산품,주원자재
7000,대구제3일반산업단지,상우정공,대구광역시 북구 팔달북로8길 63 (노원동3가),대구광역시 북구 노원동3가 207-4번지,도금업,대구제3산업단지관리공단,일반산업단지,도금,
7001,서대구일반산업단지,상운도금,대구광역시 서구 와룡로73길 57-22 (중리동),대구광역시 서구 중리동 1019-4번지,도금업,서대구산업단지관리공단,일반산업단지,"전자부품,자동차부품","아연,니켈"
7002,,상유테크,"대구광역시 북구 노원동로7길 9, B동 3층(노원동3가)",대구광역시 북구 노원동3가 1116-1 B동 3층,도금업,대구광역시 북구,일반,자동차 부품(도금품),"니켈, 알루미늄 등 화학물"
7003,,상윤 FA,대구광역시 달성군 다사읍 서재로33길 23,대구광역시 달성군 다사읍 서재리 561번지,그 외 기타 일반목적용 기계 제조업 외 1 종,대구광역시 달성군,일반,자동화 기계,
7004,달성일반산업단지,상은섬유,대구광역시 달성군 논공읍 논공중앙로 232,대구광역시 달성군 논공읍 북리 1-154번지,화학섬유직물 직조업,달성1차산업단지관리공단,일반산업단지,폴리에스텔,원사
7005,성서지방산업단지,상일공업사,"대구광역시 달서구 성서공단북로69길 36, (1차단지 32B 2L) (갈산동)",대구광역시 달서구 갈산동 33-3번지,비주거용 건물 임대업,대구성서산업단지관리공단,일반산업단지,임대업,
7006,서대구일반산업단지,상일산업,대구광역시 서구 평리로35길 63-1 (중리동),대구광역시 서구 중리동 1078-4번지,주방용 및 음식점용 목재가구 제조업,서대구산업단지관리공단,일반산업단지,싱크대,목재
7007,대구구지농공단지,상일산업,대구광역시 달성군 구지면 과학동로42길 26-22,대구광역시 달성군 구지면 고봉리 224-2번지,그 외 기타 달리 분류되지 않은 제품 제조업 외 1 종,대구광역시 달성군,농공단지,팽연왕겨,왕겨
7008,대구구지농공단지,상일산업,대구광역시 달성군 구지면 과학동로42길 26-22,대구광역시 달성군 구지면 고봉리 224-2번지,그 외 기타 달리 분류되지 않은 제품 제조업 외 1 종,대구광역시 달성군,농공단지,팽연왕겨,
7009,달성일반산업단지,상일섬유,대구광역시 달성군 논공읍 논공중앙로 232,대구광역시 달성군 논공읍 북리 1-154번지,비주거용 건물 임대업,달성1차산업단지관리공단,일반산업단지,임대업,
7010,성서지방산업단지,상일스텐,"대구광역시 달서구 성서서로42길 12, 1차단지 80B 1L (갈산동)",대구광역시 달서구 갈산동 259-1번지,금속류 해체 및 선별업 외 1 종,대구성서산업단지관리공단,일반산업단지,스텐레스 압축(비철),"스텐, 비철"
7011,,상일스텐현풍공장,대구광역시 달성군 유가읍 용금공단길 9-2,대구광역시 달성군 유가읍 용리 706-8번지,금속류 해체 및 선별업 외 1 종,대구광역시 달성군,일반,금속가공,
7012,대구구지농공단지,상일정미소,대구광역시 달성군 구지면 과학동로42길 16,대구광역시 달성군 구지면 고봉리 224-1번지,곡물 도정업,대구광역시 달성군,농공단지,쌀,조곡
7013,,상주연사,대구광역시 달성군 옥포면 교항리 1548번지,대구광역시 달성군 옥포면 교항리 1548번지,연사 및 가공사 제조업,대구광역시 달성군,일반,임연사,
7014,성서지방산업단지,상지고무롤,"대구광역시 달서구 달서대로64길 93, 2차단지 47B 16L (월암동)",대구광역시 달서구 월암동 908-7번지,고무패킹류 제조업 외 1 종,대구성서산업단지관리공단,일반산업단지,각종 산업용롤,천연고무롤(SUR-L)외
7015,,상천테크,대구광역시 서구 당산로 462-20 (평리동),대구광역시 서구 평리동 576-44번지,그 외 기타 분류 안된 금속 가공 제품 제조업,대구광역시 서구,일반,비산물 방지기구,"금속, 방염천, 파이프"
7016,성서지방산업단지,상현섬유제1공장,"대구광역시 달서구 성서공단북로 72, (3차단지 66B 3L) (호산동)",대구광역시 달서구 호산동 700-2번지,비주거용 건물 임대업,대구성서산업단지관리공단,일반산업단지,텐타가공,
7017,성서지방산업단지,상현텍스타일(주),"대구광역시 달서구 성서로35길 32, (2차단지 23B 10L) (월암동)",대구광역시 달서구 월암동 1-53번지,화학섬유직물 직조업,대구성서산업단지관리공단,일반산업단지,교직물,
7018,달성2차일반산업단지,상협산업 주식회사,대구광역시 달성군 구지면 달성2차1로 47,대구광역시 달성군 구지면 내리 852-10,플라스틱 필름 제조업,한국산업단지공단 대구지역본부 달성사무소,일반산업단지,택배포장용 봉투,LLD PE
7019,,상협산업(주),대구광역시 달성군 논공읍 노이길 12-6,대구광역시 달성군 논공읍 노이리 1303번지,플라스틱 필름 제조업 외 1 종,대구광역시 달성군,창업,"필름,포장지",
7020,서대구일반산업단지,새누,"대구광역시 서구 와룡로 307, B2층 206호 (중리동) B2층 206호",대구광역시 서구 중리동 1166-1 B2층 206호 B2층 206호,포장 및 충전업,서대구산업단지관리공단,일반산업단지,침구류 포장,
7021,,새로이,"대구광역시 북구 대현로 74, 4층 (대현동)",대구광역시 북구 대현동 403-1 4층,방송장비 제조업 외 4 종,대구광역시 북구,일반,"CCTV 및 방송장비, 스피커, 표식장비, 차량차단기, 컴퓨터 서버, 주차안내판, 차량인식기","데드볼트/보드, 커넥터, 모듈, PCB, SMPS"
7022,성서지방산업단지,새론,"대구광역시 달서구 성서서로47길 10-9, 1차단지 65B 3L (신당동)",대구광역시 달서구 신당동 1872번지 1차단지 65B 3L,침구 및 관련제품 제조업,대구성서산업단지관리공단,일반산업단지,침구류,원단
7023,대구제3일반산업단지,새론광학,대구광역시 북구 노원로23길 50 (노원동3가),대구광역시 북구 노원동3가 107번지,안경 및 안경렌즈 제조업,대구제3산업단지관리공단,일반산업단지,안경테(플라스틱),
7024,성서지방산업단지,새론섬유(주),"대구광역시 달서구 성서공단북로69길 61, (1차단지 34B 2-3L) (갈산동)",대구광역시 달서구 갈산동 976-8번지,화학섬유직물 직조업,대구성서산업단지관리공단,일반산업단지,화섬직,
7025,북구검단일반산업단지,새론하이테크,"대구광역시 북구 검단로 135, 107동 1층 121 (검단동) 외 1필지",대구광역시 북구 검단동 838-4번지 107동 1층 121 외 1필지,그 외 기타 일반목적용 기계 제조업 외 1 종,대구시티밸리산업단지관리공단,일반산업단지,자동화설비,"철, 유공압부품, 베어링"
7026,성서지방산업단지,새롬기계,"대구광역시 달서구 성서공단북로5길 10, (3차단지 62-1B 3L) (파호동)",대구광역시 달서구 파호동 93-9번지 (3차단지 62-1B 3L),그 외 기타 특수목적용 기계 제조업,대구성서산업단지관리공단,일반산업단지,기계제작,철
7027,서대구일반산업단지,새방골주유소,대구광역시 서구 국채보상로 43 (이현동),대구광역시 서구 이현동 42-505번지,운송장비용 주유소 운영업,서대구산업단지관리공단,일반산업단지,유류,
7028,성서지방산업단지,새부산식품,"대구광역시 달서구 성서서로 274, 1차단지 50B 1-2L (갈산동)",대구광역시 달서구 갈산동 972-1번지,"수산동물 훈제, 조리 및 유사 조제식품 제조업",대구성서산업단지관리공단,일반산업단지,어묵,
7029,서대구일반산업단지,새한계전,대구광역시 서구 와룡로97길 23 (이현동),대구광역시 서구 이현동 42-609번지,배전반 및 전기 자동제어반 제조업,서대구산업단지관리공단,일반산업단지,"자동제어,배전반",
7030,성서지방산업단지,새한전자,"대구광역시 달서구 달서대로64안길 5, 2차단지 54B 2L (대천동)",대구광역시 달서구 대천동 669번지 2차단지 54B 2L,비주거용 건물 임대업,대구성서산업단지관리공단,일반산업단지,TV내외장품,RESIN
7031,북구검단일반산업단지,새한정밀,"대구광역시 북구 검단로 135, 107동 1층 117 (검단동)",대구광역시 북구 검단동 838-4번지 107동 1층 117,주형 및 금형 제조업,대구시티밸리산업단지관리공단,일반산업단지,금형,금형
7032,,새한종합주방,대구광역시 서구 가르뱅이로6길 49 (이현동),대구광역시 서구 이현동 237-2번지,수동식 식품 가공기기 및 금속 주방용기 제조업 외 3 종,대구광역시 서구,일반,주방기구,스텐
7033,,새한포장,대구광역시 달성군 다사읍 서재로 129,대구광역시 달성군 다사읍 서재리 95-1번지,골판지 제조업 외 1 종,대구광역시 달성군,일반,골판지,
7034,,생각많은노리터,"대구광역시 북구 연암로 160-1, 1층(산격동)",대구광역시 북구 산격동 814-4 1층,기타 목재가구 제조업,대구광역시 북구,일반,목재가구 등,"미송집성목, 고무나무집성목, 자작합판"
7035,서대구일반산업단지,샤인 (Shine),대구광역시 서구 와룡로73길 57-26 (중리동),대구광역시 서구 중리동 1020-4,커튼 및 유사제품 제조업,서대구산업단지관리공단,일반산업단지,블라인드,원단
7036,서대구일반산업단지,샤인(Shine),"대구광역시 서구 와룡로 417 (이현동, 공단자동차학원)",대구광역시 서구 이현동 42-266 번지,커튼 및 유사제품 제조업,서대구산업단지관리공단,일반산업단지,"커튼,블라인드","원단,알루미늄"
7037,대구제3일반산업단지,샤인패션,대구광역시 북구 팔달북로 110 (노원동3가),대구광역시 북구 노원동3가 501-4,안경 및 안경렌즈 제조업 외 1 종,대구제3산업단지관리공단,일반산업단지,안경테 코팅,안경테 코팅
7038,,샤인홈바스,대구광역시 북구 노원로42길 55 (침산동),대구광역시 북구 침산동 1232번지,그 외 기타 분류 안된 금속 가공 제품 제조업,대구광역시 북구,일반,욕실용악세서리,아연
7039,,샬라라 옵틱,"대구광역시 북구 오봉로 156-19, 3층(침산동)",대구광역시 북구 침산동 935-2 3층,안경 및 안경렌즈 제조업,대구광역시 북구,일반,"스포츠고글, 안경테","플라스틱, 금속"
7040,대구제3일반산업단지,샵테크,대구광역시 북구 팔달북로 55 (노원동3가),대구광역시 북구 노원동3가 665-0,자동차 엔진용 신품 부품 제조업,대구제3산업단지관리공단,일반산업단지,자동차엔진부품,금속
7041,성서지방산업단지,서강상사,"대구광역시 달서구 성서공단남로19길 6, (2차단지 23-3B 5L) (월암동)",대구광역시 달서구 월암동 1-71 (2차단지 23-3B 5L),한복 제조업,대구성서산업단지관리공단,일반산업단지,한복,천
7042,성서지방산업단지,서강텍스,"대구광역시 달서구 성서로 9-12, 2차단지 59B 16L (대천동)",대구광역시 달서구 대천동 708번지,화학섬유직물 직조업,대구성서산업단지관리공단,일반산업단지,화섬직,폴리사
7043,대구제3일반산업단지,서경안전유리,대구광역시 북구 팔달북로7길 20 (노원동3가),대구광역시 북구 노원동3가 676-2,"금속 문, 창, 셔터 및 관련제품 제조업",대구제3산업단지관리공단,일반산업단지,"창문,문틀 등",금속
7044,대구출판산업단지,서경인쇄사,대구광역시 달서구 월성동 1796번지,대구광역시 달서구 월성동 1796번지,기타 인쇄업 외 1 종,대구성서산업단지관리공단,일반산업단지,"교재, 팜플렛",종이
7045,서대구일반산업단지,서경희,대구광역시 서구 와룡로87길 48 (이현동),대구광역시 서구 이현동 45-284번지,비주거용 건물 임대업,서대구산업단지관리공단,일반산업단지,가전제품 소매업,
7046,대구출판산업단지,서광 산업사,대구광역시 달서구 장동 869-6번지,대구광역시 달서구 장동 869-6번지,기타 인쇄업 외 1 종,대구성서산업단지관리공단,일반산업단지,금박인쇄,
7047,대구제3일반산업단지,서광공업사,대구광역시 북구 3공단로 228 (노원동3가),대구광역시 북구 노원동3가 24-4번지,안경 및 안경렌즈 제조업,대구제3산업단지관리공단,일반산업단지,안경부속,"양백선,양백판"
7048,,서광발전기,대구광역시 북구 노원로37길 9 (침산동),대구광역시 북구 침산동 1033-1,전동기 및 발전기 제조업,대구광역시 북구,일반,"비상발전기, 운전반","동선, 케이블, 부스바"
