순번,단지명,회사명,공장대표주소(도로명),공장대표주소(지번),업종명,관할조직명,설립구분,생산품,주원자재
8536,대구옥포농공단지,영프로듀스,"대구광역시 달성군 논공읍 비슬로 1887, (금포리944-2번지)",대구광역시 달성군 논공읍 금포리 944-2번지 (금포리944-2번지),기타 플라스틱 발포 성형제품 제조업,대구광역시 달성군,농공단지,자동차 매트,PE폼
8537,대구제3일반산업단지,영호정밀,대구광역시 북구 3공단로44길 5 (노원동3가),대구광역시 북구 노원동3가 23-5번지,기타 기관 및 터빈 제조업,대구제3산업단지관리공단,일반산업단지,"기계부품,금형부품",특수강
8538,대구제3일반산업단지,영호테크,대구광역시 북구 3공단로44길 5 (노원동3가),대구광역시 북구 노원동3가 23-5,그 외 기타 일반목적용 기계 제조업 외 1 종,대구제3산업단지관리공단,일반산업단지,"반도체 및 금형 부품 기계부품, 공장임대",금속
8539,서대구일반산업단지,영화EMB,대구광역시 서구 평리로35길 84 (중리동),대구광역시 서구 중리동 1082번지,비주거용 건물 임대업,서대구산업단지관리공단,일반산업단지,부동산 임대,
8540,달성일반산업단지,영화공업(주),대구광역시 달성군 논공읍 논공중앙로51길 37 외 1필지,대구광역시 달성군 논공읍 북리 213-12 외 1필지,자동차 차체용 신품 부품 제조업 외 1 종,달성1차산업단지관리공단,일반산업단지,"이륜자동차용차체,자동차전기장치","철판,파이프"
8541,달성일반산업단지,영화공업(주),대구광역시 달성군 논공읍 논공중앙로51길 35 외 1필지,대구광역시 달성군 논공읍 북리 213-19번지 외 1필지,자동차 차체용 신품 부품 제조업 외 1 종,달성1차산업단지관리공단,일반산업단지,"콘버터,에어백,메인파이프","파이프,철판"
8542,북구검단일반산업단지,영화기업사,대구광역시 북구 검단로27길 51 (검단동),대구광역시 북구 검단동 887-128번지,배전반 및 전기 자동제어반 제조업,대구시티밸리산업단지관리공단,일반산업단지,전기통신자재류,ㄱ형강
8543,서대구일반산업단지,영화사,대구광역시 서구 국채보상로19길 8 (이현동),대구광역시 서구 이현동 44-120,침구 및 관련제품 제조업 외 1 종,서대구산업단지관리공단,일반산업단지,이불,천
8544,서대구일반산업단지,영환사,대구광역시 서구 와룡로87길 35(이현동),대구광역시 서구 이현동 45-265,비주거용 건물 임대업,서대구산업단지관리공단,일반산업단지,임대업,
8545,서대구일반산업단지,영훈자동차정비공장,대구광역시 서구 와룡로 460 (이현동),대구광역시 서구 이현동 42-312번지,자동차 종합 수리업,서대구산업단지관리공단,일반산업단지,자동차정비,
8546,서대구일반산업단지,예교,"대구광역시 서구 와룡로 307, 3층 325호 (중리동) 3층 325호",대구광역시 서구 중리동 1166-1 3층 325호 3층 325호,비주거용 건물 임대업,서대구산업단지관리공단,일반산업단지,경영 컨설팅,
8547,서대구일반산업단지,예레나 (기숙사),"대구광역시 서구 와룡로 307, 10층 1013호 (중리동) 10층 1013호",대구광역시 서구 중리동 1166-1 10층 1013호 10층 1013호,경영 컨설팅업,서대구산업단지관리공단,일반산업단지,경영컨설팅,
8548,성서지방산업단지,예성,"대구광역시 달서구 성서공단북로 390, (1단지 101/1) (장동)",대구광역시 달서구 장동 325번지,도장 및 기타 피막처리업,대구성서산업단지관리공단,일반산업단지,창문샷시 도장,철 유리
8549,,예솜,대구광역시 남구 양지로 60 (대명동),대구광역시 남구 대명동 3000-1번지,여자용 겉옷 제조업 외 1 종,대구광역시 남구,일반,천연염색의류제품,
8550,대구이시아폴리스일반산업단지,예스알브이( YES RV),대구광역시 동구 팔공로53길 126 (봉무동),대구광역시 동구 봉무동 1563-4,차체 및 특장차 제조업,대구시티밸리산업단지관리공단,일반산업단지,캠핑카,"현대자동차 포터2, FRP"
8551,성서지방산업단지,예스하이텍,"대구광역시 달서구 달서대로109길 149, (3차단지 62B 19L) (파호동)",대구광역시 달서구 파호동 92-1번지 (3차단지 62B 19L),주형 및 금형 제조업,대구성서산업단지관리공단,일반산업단지,주형및금형,
8552,서대구일반산업단지,예우,대구광역시 서구 와룡로 385-3 (중리동) 1층,대구광역시 서구 중리동 1030-28 1층,날염 가공업,서대구산업단지관리공단,일반산업단지,"담요, 우산, 커튼","종이, 잉크"
8553,성서지방산업단지,예원상사,"대구광역시 달서구 성서공단북로69길 58, (1차단지 32B 24-1L) (갈산동)",대구광역시 달서구 갈산동 10-2번지 (1차단지 32B 24-1L),비주거용 건물 임대업,대구성서산업단지관리공단,일반산업단지,부동산 임대업,
8554,서대구일반산업단지,예인엔지니어링,대구광역시 서구 와룡로100길 26 (이현동),대구광역시 서구 이현동 42-349,"금속 문, 창, 셔터 및 관련제품 제조업",서대구산업단지관리공단,일반산업단지,"금속문, 창, 셔터 및 관련 창호",금속류 등
8555,서대구일반산업단지,예진,"대구광역시 서구 평리로21길 44, 202호 (중리동)",대구광역시 서구 중리동 1054-20번지 202호,기타 엔지니어링 서비스업,서대구산업단지관리공단,일반산업단지,금형도면 설계,
8556,달성일반산업단지,예천섬유,대구광역시 달성군 논공읍 논공로91길 48,대구광역시 달성군 논공읍 본리리 29-9번지,화학섬유직물 직조업,달성1차산업단지관리공단,일반산업단지,직물직조,원사
8557,,예화엔지니어링,"대구광역시 서구 비산동 1755-7,8번지","대구광역시 서구 비산동 1755-7,8번지",그 외 자동차용 신품 부품 제조업 외 3 종,대구광역시 서구,일반,자동차금형부품,철
8558,,오대목형,"대구광역시 달성군 하빈면 하빈로 388-15, (현내리 841-5번지)",대구광역시 달성군 하빈면 현내리 841-5번지 (현내리 841-5번지),주형 및 금형 제조업,대구광역시 달성군,일반,목형 제품,목
8559,서대구일반산업단지,오대산업(주),대구광역시 서구 국채보상로19길 20 (이현동),대구광역시 서구 이현동 44-24번지,도금업,서대구산업단지관리공단,일반산업단지,자동차부품,철재
8560,성서5차첨단산업단지,오로라라이트뱅크,"대구광역시 달성군 다사읍 세천로3길 123, 성서5차단지 3B 4L",대구광역시 달성군 다사읍 세천리 1664-4번지 성서5차단지 3B 4L,일반용 전기 조명장치 제조업,대구성서산업단지관리공단,일반산업단지,방송용조명장치,
8561,,오륜기계기료공업사,"대구광역시 서구 서대구로63길 20 (비산동, 부경정밀)",대구광역시 서구 비산동 1627번지,"기타 섬유, 의복 및 가죽 가공 기계 제조업",대구광역시 서구,일반,섬유기계부품,"알미늄,철파이프,철판"
8562,성서지방산업단지,오리엔트세라믹,"대구광역시 달서구 성서공단로55길 27, 1차단지 96B 2-2L (장동)",대구광역시 달서구 장동 306-47번지 1차단지 96B 2-2L,위생용 및 산업용 도자기 제조업 외 2 종,대구성서산업단지관리공단,일반산업단지,세라믹부품,
8563,성서지방산업단지,오리온신물질,"대구광역시 달서구 성서서로51길 10, 1차 59B 6L (신당동)",대구광역시 달서구 신당동 1864 1차 59B 6L,기타 식품 첨가물 제조업,대구성서산업단지관리공단,일반산업단지,소독제 멸균제,과산화수소 초산 구연산 사과산 인산
8564,,오메가 다이아몬드,대구광역시 달성군 옥포면 능전길 57,대구광역시 달성군 옥포면 김흥리 1293-4번지,연마재 제조업,대구광역시 달성군,일반,다이아몬즈 공구,공업용 다이아몬드
8565,대구제3일반산업단지,오메가칼라,대구광역시 북구 노원로 165-9 (노원동3가),대구광역시 북구 노원동3가 1206-3,도장 및 기타 피막처리업,대구제3산업단지관리공단,일반산업단지,파크골프채,수용성 페인트
8566,북구검단일반산업단지,오베이스산업,대구광역시 북구 검단동로 5 (검단동),대구광역시 북구 검단동 777-58번지,비주거용 건물 임대업,대구시티밸리산업단지관리공단,일반산업단지,임대업,
8567,,오복누리,대구광역시 군위군 효령면 용매로 1011-7,대구광역시 군위군 효령면 고곡리 1408-36,반려동물용 사료 제조업 외 1 종,대구광역시 군위군,일반,사료,식품원료
8568,대구제3일반산업단지,오복테크,대구광역시 북구 노원로25길 63 (노원동3가),대구광역시 북구 노원동3가 58-6번지,절삭가공 및 유사처리업,대구제3산업단지관리공단,일반산업단지,기계부품,
8569,성서지방산업단지,오상특수강,"대구광역시 달서구 성서공단북로 216, 1차단지 74B 1-2L (갈산동)",대구광역시 달서구 갈산동 400-136번지 1차단지 74B 1-2L,절삭가공 및 유사처리업,대구성서산업단지관리공단,일반산업단지,금속 융단 및 유사 절단,
8570,성서지방산업단지,오석산업사,"대구광역시 달서구 성서로75길 14, (1차단지 40B 4-2L) (이곡동)",대구광역시 달서구 이곡동 918-16번지,커튼 및 유사제품 제조업,대구성서산업단지관리공단,일반산업단지,커텐지,
8571,성서지방산업단지,오선하이테크,"대구광역시 달서구 성서공단북로42길 39, 1차단지 75B 3-6L (갈산동)",대구광역시 달서구 갈산동 400-142번지 1차단지 75B 3-6L,톱 및 호환성 공구 제조업,대구성서산업단지관리공단,일반산업단지,"초경톱날(TIP SAW)제작, 톱날가공",
8572,성서지방산업단지,오성(주),"대구광역시 달서구 달서대로58길 75, 2차단지 50B 8L (대천동)",대구광역시 달서구 대천동 590-4번지,자동차용 신품 전기장치 제조업 외 1 종,대구성서산업단지관리공단,일반산업단지,자동차및중기전장품,WLR HOUSING TERMIAL
8573,성서지방산업단지,오성(주)제2공장,"대구광역시 달서구 달서대로58길 65, (2차단지 52B 9L) (2차단지 52B 9L) (대천동)",대구광역시 달서구 대천동 587-6번지 (2차단지 52B 9L),자동차용 신품 전기장치 제조업 외 1 종,대구성서산업단지관리공단,일반산업단지,전기장치,
8574,성서지방산업단지,오성(주)제3공장,"대구광역시 달서구 달서대로64길 75, (2차단지 49B 12L) (2차단지 49B 12L) (월암동)",대구광역시 달서구 월암동 905-11번지 (2차단지 49B 12L),배전반 및 전기 자동제어반 제조업,대구성서산업단지관리공단,일반산업단지,배전반,
8575,성서지방산업단지,오성ENG,"대구광역시 달서구 성서로35길 38, (2차단지23B 11-3L) (월암동)",대구광역시 달서구 월암동 1-199번지 (2차단지23B 11-3L),그 외 기타 일반목적용 기계 제조업 외 1 종,대구성서산업단지관리공단,일반산업단지,철재류 기계부품,철재
8576,,오성공업사,대구광역시 북구 노원로40길 24 (침산동),대구광역시 북구 침산동  1061-13번지,도금업,대구광역시 북구,일반,우산살도금,도금액
8577,성서지방산업단지,오성그라비아,"대구광역시 달서구 성서로 18-25, (2차 64B 3L) (대천동)",대구광역시 달서구 대천동 740 (2차 64B 3L),기타 인쇄업,대구성서산업단지관리공단,일반산업단지,식품포장지,비닐
8578,성서지방산업단지,오성금속,"대구광역시 달서구 성서공단남로22길 23, 2차단지 47-1B 12L (월암동)",대구광역시 달서구 월암동 910-6번지,볼트 및 너트류 제조업 외 2 종,대구성서산업단지관리공단,일반산업단지,금속파스너,
8579,서대구일반산업단지,오성산업,대구광역시 서구 중리동 1133-4번지 외 1필지,대구광역시 서구 중리동 1133-4번지 외 1필지,구조용 금속 판제품 및 공작물 제조업,서대구산업단지관리공단,일반산업단지,"방화창(후램,문짝),강화도아 후램","스텐,갈바(EGI)"
8580,,오성산업쇄석공장,대구광역시 달성군 하빈면 하산리 산 8번지,대구광역시 달성군 하빈면 하산리 산 8번지,비금속광물 분쇄물 생산업,대구광역시 달성군,일반,쇄석,
8581,서대구일반산업단지,오성상회,대구광역시 서구 와룡로72길 37-2 (중리동),대구광역시 서구 중리동 1076-15번지,특수 직물 및 기타 직물 직조업,서대구산업단지관리공단,일반산업단지,한복지,
8582,성서지방산업단지,오성섬유,"대구광역시 달서구 성서서로47길 39, (1차단지 72B 2L) (신당동)",대구광역시 달서구 신당동 356-1번지,연사 및 가공사 제조업,대구성서산업단지관리공단,일반산업단지,연사,
8583,대구테크노폴리스일반산업단지,오성시스템,대구광역시 달성군 현풍면 상리 0-0번지 대구테크노폴리스 산업용지 327B-1L,대구광역시 달성군 현풍면 상리 0-0번지 대구테크노폴리스 산업용지 327B-1L,컨베이어장치 제조업 외 1 종,대구경북경제자유구역청,일반산업단지,벨트컨베이어,
8584,대구테크노폴리스일반산업단지,오성시스템,대구광역시 달성군 유가읍 테크노순환로5길 17,대구광역시 달성군 유가읍 상리 923-3번지,컨베이어장치 제조업 외 3 종,(재)연구개발특구진흥재단 대구연구개발특구본부 기획경영팀,일반산업단지,알루미늄 프로파일,
8585,서대구일반산업단지,오성이엔씨,대구광역시 서구 국채보상로5길 20 (이현동),대구광역시 서구 이현동 45-268,금속 캔 및 기타 포장용기 제조업,서대구산업단지관리공단,일반산업단지,"쓰레기통, 일반철물",강판 및 강관
8586,성서지방산업단지,오성전장(주),"대구광역시 달서구 성서동로53안길 42, (1차단지 31B 4L) (장기동)",대구광역시 달서구 장기동 180-86 (1차단지 31B 4L),자동차용 신품 전기장치 제조업 외 1 종,대구성서산업단지관리공단,일반산업단지,자동차용 전장품,"WIKE, TERMINAL"
8587,,오성전장(주),대구광역시 동구 입석로 56 (입석동),대구광역시 동구 입석동 891-21번지,자동차용 신품 전기장치 제조업,대구광역시 동구,일반,자동차부품(전장용품),와이어 하우징 터미널
8588,대구이시아폴리스일반산업단지,오성전장(주),대구광역시 동구 팔공로53길 114 (봉무동),대구광역시 동구 봉무동 1563-2,자동차용 신품 전기장치 제조업,대구시티밸리산업단지관리공단,일반산업단지,자동차용 하네스,"전선, 직물패드"
8589,성서지방산업단지,오성전장(주),"대구광역시 달서구 성서로75길 24, 1차단지 40B 4-5L (이곡동)",대구광역시 달서구 이곡동 918-1번지,자동차용 신품 전기장치 제조업 외 1 종,대구성서산업단지관리공단,일반산업단지,자동차용 전장품,"전선, TERMINAL, HOUSING"
8590,대구국가산업단지,오성전장(주),대구광역시 달성군 구지면 창리 1357-5번지,대구광역시 달성군 구지면 창리 1357-5번지,자동차용 신품 제동장치 제조업,한국산업단지공단 대구지역본부 달성사무소,국가산업단지,"센서케이블, 와이어링하네스","전선, 단자, 수지, 컨텍터"
8591,대구제3일반산업단지,오성정공,대구광역시 북구 팔달북로18길 44 (노원동3가),대구광역시 북구 노원동3가 471-1번지,그 외 자동차용 신품 부품 제조업 외 3 종,대구제3산업단지관리공단,일반산업단지,자동차용 문짝내 부품및 윈도 브러쉬부품,철판 원소재
8592,,오성정밀,대구광역시 북구 침산남로7길 29 (노원동1가),대구광역시 북구 노원동1가 94-2번지,금속 절삭기계 제조업,대구광역시 북구,일반,기계부품,"철강,금속류"
8593,성서지방산업단지,오성정밀(주),"대구광역시 달서구 성서서로42길 11, 1차단지 79B 5L(갈산동)",대구광역시 달서구 갈산동 218 1차단지 79B 5L,주형 및 금형 제조업,대구성서산업단지관리공단,일반산업단지,고무금형,철(탄소강)
8594,대구제3일반산업단지,오성테크,대구광역시 북구 팔달북로8길 76 (노원동3가),대구광역시 북구 노원동3가 215-4번지,자동차용 신품 의자 제조업 외 2 종,대구제3산업단지관리공단,일반산업단지,운송장비의자,철판
8595,대구금호워터폴리스일반산업단지,오성테크(주),,대구광역시 북구 검단동 금호워터폴리스 A5-3,그 외 기타 1차 철강 제조업,대구시티밸리산업단지관리공단,일반산업단지,건축물 보강재,철판
8596,달성2차일반산업단지,오성테크노,대구광역시 달성군 구지면 달성2차동1로 35 외 1필지,대구광역시 달성군 구지면 내리 848-8 외 1필지,그 외 자동차용 신품 부품 제조업 외 3 종,한국산업단지공단 대구지역본부 달성사무소,일반산업단지,차체부품,0
8597,성서지방산업단지,오성텍스,"대구광역시 달서구 성서공단남로10길 50-12, 2차단지 54B 14-1L (대천동)",대구광역시 달서구 대천동 675번지 2차단지 54B 14-1L,섬유제품 기타 정리 및 마무리 가공업 외 1 종,대구성서산업단지관리공단,일반산업단지,"침장구,면 T/C가공",
8598,달성일반산업단지,오성텍스,대구광역시 달성군 논공읍 논공로 395-9,대구광역시 달성군 논공읍 북리 1-69번지,화학섬유직물 직조업,달성1차산업단지관리공단,일반산업단지,폴리에스텔다후다,원사
8599,성서지방산업단지,오션코리아(주),"대구광역시 달서구 성서로36길 42, (2차단지 29B 1L)(월암동)",대구광역시 달서구 월암동 1041 (2차단지 29B 1L),자동차용 신품 동력전달장치 제조업 외 1 종,대구성서산업단지관리공단,일반산업단지,자동차부품,"열간단조품, 철"
8600,성서지방산업단지,오션팜스,"대구광역시 달서구 성서로67안길 8-7, 1차단지 49B 5-4L (갈산동)",대구광역시 달서구 갈산동 146-24번지 1차단지 49B 5-4L,수산동물 냉동품 제조업,대구성서산업단지관리공단,일반산업단지,"내동수산품(소라,해삼)",
8601,성서지방산업단지,오앤비데이타,"대구광역시 달서구 달서대로 559, 101동 6층 603 (신당동, 이앤씨이노비즈타워)",대구광역시 달서구 신당동 1320-2번지 이앤씨이노비즈타워 101동 6층 603,응용 소프트웨어 개발 및 공급업,대구성서산업단지관리공단,일반산업단지,회계프로그램,
8602,,오양이피(주),대구광역시 달성군 논공읍 노이1길 46-16,대구광역시 달성군 논공읍 노이리 1321번지,주형 및 금형 제조업,대구광역시 달성군,일반,플라스틱 성형용 금형,특수강
8603,북구검단일반산업단지,오엔채널뱅크,대구광역시 북구 검단로 151 (검단동),대구광역시 북구 검단동 838-66번지,그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,대구시티밸리산업단지관리공단,일반산업단지,"금속문자, 후레임",철판
8604,,오연숙,대구광역시 군위군 효령면 용매로 1032,대구광역시 군위군 효령면 고곡리 852-1번지,구조용 금속 판제품 및 공작물 제조업,대구광역시 군위군,일반,일반철물 및 수공구,"파이프, 철판"
8605,서대구일반산업단지,오우이,"대구광역시 서구 와룡로 307, B2층 210호 (중리동) B2층 210호",대구광역시 서구 중리동 1166-1 B2층 210호 B2층 210호,인물사진 및 행사용 영상 촬영업,서대구산업단지관리공단,일반산업단지,촬영,
8606,성서지방산업단지,오천산업,"대구광역시 달서구 성서동로 131, (2차단지 31B 5L) (월암동)",대구광역시 달서구 월암동 1087-3번지,자동차용 금속 압형제품 제조업 외 1 종,대구성서산업단지관리공단,일반산업단지,철강 부자재,
8607,성서지방산업단지,오천산업,"대구광역시 달서구 성서동로 127, (2차단지 31B 7L) (월암동)",대구광역시 달서구 월암동 1087-4번지 (2차단지 31B 7L),자동차 차체용 신품 부품 제조업 외 1 종,대구성서산업단지관리공단,일반산업단지,자체용스포일러외 선반,
8608,,오케그린,대구광역시 달성군 옥포면 옥포로111길 65,대구광역시 달성군 옥포면 김흥리 1001-2번지,"치약, 비누 및 기타 세제 제조업",대구광역시 달성군,일반,세제,
8609,성서지방산업단지,오케이 이노베이션,"대구광역시 달서구 호산로2길 49, (3차단지 80B 12L) (호산동)",대구광역시 달서구 호산동 705-12 (3차단지 80B 12L),그 외 기타 분류 안된 금속 가공 제품 제조업 외 4 종,대구성서산업단지관리공단,일반산업단지,"도로표지병, 기타조명장치, 바닥형 보행신호등, 안심 반사경","전자부품, 금속가공품"
8610,서대구일반산업단지,오케이(OK)차차차,"대구광역시 서구 문화로 37, 3층 매매장사무실 3호(이현동) 외 1필지",대구광역시 서구 이현동 42-30 3층 매매장사무실 3호 외 1필지,중고 자동차 판매업,서대구산업단지관리공단,일반산업단지,중고자동차 판매,
8611,서대구일반산업단지,오케이모터스,대구광역시 서구 국채보상로 47 (이현동),대구광역시 서구 이현동 42-355번지,자동차 종합 수리업,서대구산업단지관리공단,일반산업단지,자동차 정비,
8612,대구경북경제자유구역수성의료지구,오큐브(주) ,"대구광역시 수성구 달구벌대로604길 14-1, 수성의료지구 B6-9 (대흥동)",대구광역시 수성구 대흥동 646-64번지 수성의료지구 B6-9,유선 온라인 게임 소프트웨어 개발 및 공급업 외 4 종,대구경북경제자유구역청,일반산업단지,소프트웨어개발 ,
8613,성서지방산업단지,오텍캐리어(주),"대구광역시 달서구 성서공단남로36길 7, (2차단지 37B 5L)(월암동)",대구광역시 달서구 월암동 929-5 (2차단지 37B 5L),가정용 및 산업용 공기 조화장치 제조업 외 1 종,대구성서산업단지관리공단,일반산업단지,공기조화장치,"동관, ㄷ형강, 아연도강판, 앵글, 휀"
8614,,오토박스,대구광역시 동구 경안로 722-2 (동호동),대구광역시 동구 동호동 207-18,그 외 기타 분류 안된 금속 가공 제품 제조업,대구광역시 동구,일반,"선반가공제품(허브링, 허브스페이스)",알루미늄
8615,서대구일반산업단지,오토아이티(주),"대구광역시 서구 와룡로 307, 5층 518호 (중리동) 5층 518호 외 1필지",대구광역시 서구 중리동 1166-1 5층 518호 5층 518호 외 1필지,그 외 자동차용 신품 부품 제조업,서대구산업단지관리공단,일반산업단지,자동차부품,"알루미늄, pcb 등"
8616,대구경북경제자유구역수성의료지구,오토아이티(주) ,"대구광역시 수성구 달구벌대로604길 14-1, B1-6 (대흥동)",대구광역시 수성구 대흥동 646-64번지 B1-6,"기타 기술 시험, 검사 및 분석업",대구경북경제자유구역청,일반산업단지,시험검사 분석 ,
8617,,오토야드,"대구광역시 달성군 옥포면 비슬로431길 12-11, 2137",대구광역시 달성군 옥포면 본리리 2136번지,벽 및 바닥 피복용 플라스틱제품 제조업,대구광역시 달성군,일반,자동차 매트,
8618,성서지방산업단지,오토텍(주),대구광역시 달서구 성서공단북로3길 15 (파호동) (3차단지 61B 3-6L),대구광역시 달서구 파호동 91-24 (3차단지 61B 3-6L),그 외 기타 특수목적용 기계 제조업 외 1 종,대구성서산업단지관리공단,일반산업단지,"자동화장비, 마스크","기계가공품,실린더,부직포 등"
8619,,오펙통상,대구광역시 북구 조야로7길 32 (조야동),대구광역시 북구 조야동  260번지,주형 및 금형 제조업,대구광역시 북구,일반,금형부품,철강
8620,,옥산양말공업사,"대구광역시 달서구 두류남7길 11, 지하1층(두류동)",대구광역시 달서구 두류동 804-142 지하1층,스타킹 및 기타 양말 제조업,대구광역시 달서구,일반,"양말, 스타킹",원사
8621,,옥포산업사,대구광역시 달성군 옥포면 비슬로453길 29,대구광역시 달성군 옥포면 본리리 742번지,섬유제품 기타 정리 및 마무리 가공업 외 1 종,대구광역시 달성군,일반,직물가공,
8622,,옥포섬유,대구광역시 달성군 옥포면 이팝나무길 82,대구광역시 달성군 옥포면 교항리 1863-1번지,연사 및 가공사 제조업,대구광역시 달성군,일반,연사,
8623,,온누리식품,대구광역시 군위군 군위읍 정리 491,대구광역시 군위군 군위읍 정리 491,곡물 제분업,대구광역시 군위군,일반,"쌀가루, 콩가루, 들깨가루 등","쌀, 콩, 들깨 등"
8624,대구제3일반산업단지,온누리옵티칼,대구광역시 북구 노원로1길 125-3 (노원동3가),대구광역시 북구 노원동3가 74-20번지,안경 및 안경렌즈 제조업,대구제3산업단지관리공단,일반산업단지,"안경테,선글라스","MONEL,NICKEL-SILVER,STAINLESS STEEL"
8625,,온새미로,대구광역시 중구 이천로 205 (대봉동),대구광역시 중구 대봉동 728-3번지,커피 가공업,대구광역시 중구,일반,커피원두(볶은 커피),
8626,서대구일반산업단지,온새미로,대구광역시 서구 북비산로6길 21(이현동),대구광역시 서구 이현동 42-509,커피 가공업,서대구산업단지관리공단,일반산업단지,커피원두,커피콩
8627,,올랑 푸드,대구광역시 북구 오봉로 110 (침산동),대구광역시 북구 침산동 1161-2,가금류 가공 및 저장 처리업,대구광역시 북구,일반,포장육,닭고기
8628,서대구일반산업단지,올랑푸드,대구광역시 서구 국채보상로5길 23(이현동),대구광역시 서구 이현동 45-198,육류 도매업,서대구산업단지관리공단,일반산업단지,닭고기 도소매,
8629,서대구일반산업단지,올인스포츠,대구광역시 서구 국채보상로 14 (중리동),대구광역시 서구 중리동 1017-14,실내 경기장 운영업,서대구산업단지관리공단,일반산업단지,배드민턴 경기장 운영,
8630,대구테크노폴리스일반산업단지,옵티머스시스템(주),대구광역시 달성군 유가읍 테크노순환로1길 13-8,대구광역시 달성군 유가읍 금리 1141-1,그 외 기타 특수목적용 기계 제조업,(재)연구개발특구진흥재단 대구연구개발특구본부 기획경영팀,일반산업단지,가상현실 교육훈련 시스템,"알루미늄 트러스, 스틸, MDF"
8631,,옵티아트무역,대구광역시 북구 침산로67길 4 (침산동),대구광역시 북구 침산동 769-2번지,안경 및 안경렌즈 제조업,대구광역시 북구,일반,"안경,안경테","스텐,티탄"
8632,대구금호워터폴리스일반산업단지,옵티칸아티즌앤코,,대구광역시 북구 검단동 금호워터폴리스 A10-11,안경 및 안경렌즈 제조업,대구시티밸리산업단지관리공단,일반산업단지,안경테,"티타늄, 메탈"
8633,대구제3일반산업단지,옵티칼사출,대구광역시 북구 노원로1길 84-4 (노원동3가),대구광역시 북구 노원동3가 230-8,안경 및 안경렌즈 제조업,대구제3산업단지관리공단,일반산업단지,"안경부속사출(안경테,다리)",TR90
8634,,옹크씨,대구광역시 북구 침산남로 220 (침산동),대구광역시 북구 침산동 25-13번지,그 외 기타 봉제의복 제조업,대구광역시 북구,일반,"여성의류,천연염색제품,봉제가공품","직물,섬유원단"
8635,대구출판산업단지,와우프레스(주),대구광역시 달서구 장기로65길 11-5 (장기동),대구광역시 달서구 장기동 840-7번지,기타 인쇄업 외 1 종,대구성서산업단지관리공단,일반산업단지,인쇄물,
8636,성서지방산업단지,와이&에스,"대구광역시 달서구 달서대로 559, 이노비즈타워 304호 (신당동)",대구광역시 달서구 신당동 1320-2번지,기타 엔지니어링 서비스업,대구성서산업단지관리공단,일반산업단지,엔지니어링서비스,
8637,대구염색일반산업단지,와이디텍스타일(주)대구지점,"대구광역시 서구 달서천로 86 (평리동, (주)선광염직)",대구광역시 서구 평리동 438-5번지,"직물, 편조원단 및 의복류 염색 가공업",대구염색산업단지관리공단,일반산업단지,폴리에스텔,염.조제
8638,성서지방산업단지,와이모코기계,"대구광역시 달서구 성서서로 240, (1차단지 51B 8-1L) (갈산동)",대구광역시 달서구 갈산동 156-4번지,그 외 기타 특수목적용 기계 제조업 외 1 종,대구성서산업단지관리공단,일반산업단지,섬유기계,
8639,서대구일반산업단지,와이비피,"대구광역시 서구 와룡로 307, 4층 413호(중리동) 4층 413호",대구광역시 서구 중리동 1166-1 4층 413호 4층 413호,기타 운동 및 경기용구 제조업,서대구산업단지관리공단,일반산업단지,스포츠용 장갑,"특수고무, 밸크로"
8640,북구검단일반산업단지,와이쓰리,"대구광역시 북구 검단로 135, 102동 1층 123, 124 (검단동)","대구광역시 북구 검단동 838-4번지 102동 1층 123, 124",농업 및 임업용 기계 제조업 외 3 종,대구시티밸리산업단지관리공단,일반산업단지,"시칭날, 바닥펀치기 등",
8641,서대구일반산업단지,와이에스(YS)탈수기,,대구광역시 서구 이현동 329-4,그 외 기타 특수목적용 기계 제조업,서대구산업단지관리공단,일반산업단지,산업용 탈수기,"철, 주물, 스텐 등"
8642,북구검단일반산업단지,와이엘테크,"대구광역시 북구 검단로 135, 109동 1층 113 (검단동)",대구광역시 북구 검단동 838-4번지 109동 1층 113,"산업용 섬유 세척, 염색, 정리 및 가공 기계 제조업",대구시티밸리산업단지관리공단,일반산업단지,염색기계,스텐레스강
8643,대구제3일반산업단지,와이옵티칼,"대구광역시 북구 노원로 169, 401호 (노원동3가)",대구광역시 북구 노원동3가 1205-1번지 401호,안경 및 안경렌즈 제조업,대구제3산업단지관리공단,일반산업단지,안경테,
8644,대구금호워터폴리스일반산업단지,와이제이링크(주),,대구광역시 북구 검단동 금호워터폴리스 A13-10,그 외 기타 특수목적용 기계 제조업,대구시티밸리산업단지관리공단,일반산업단지,SMT 장비,PCB 부품
8645,북구검단일반산업단지,와이제이링크(주),"대구광역시 북구 검단공단로 26, 105호 (검단동) 105호",대구광역시 북구 검단동 887-62 105호 105호,그 외 기타 특수목적용 기계 제조업,대구시티밸리산업단지관리공단,일반산업단지,SMT 설비,"가공품, 부품"
8646,성서5차첨단산업단지,와이제이링크(주),"대구광역시 달성군 다사읍 세천로1길 129, (성서5차산업단지내 1B 4L)",대구광역시 달성군 다사읍 세천리 1662-7번지 (성서5차산업단지내 1B 4L),산업용 로봇 제조업,대구성서산업단지관리공단,일반산업단지,인쇄회로기판자동공급장치,
