순번,단지명,회사명,공장대표주소(도로명),공장대표주소(지번),업종명,관할조직명,설립구분,생산품,주원자재
101,대구경북경제자유구역수성의료지구,(주)고백기술 ,"대구광역시 수성구 알파시티1로 170, 2층 204 (대흥동)",대구광역시 수성구 대흥동 387번지 2층 204,컴퓨터시스템 통합 자문 및 구축 서비스업,대구경북경제자유구역청,일반산업단지,컴퓨터시스템통합자문 ,
102,서대구일반산업단지,(주)고신테크,"대구광역시 서구 국채보상로 71 (이현동, 고려전선)",대구광역시 서구 이현동 44-14번지,기타 절연선 및 케이블 제조업,서대구산업단지관리공단,일반산업단지,피복절연선케이블,"구리,알루미늄"
103,서대구일반산업단지,(주)고운정보통신,대구광역시 서구 평리로21길 46-1 (중리동),대구광역시 서구 중리동 1054-18,방송장비 제조업,서대구산업단지관리공단,일반산업단지,케이블,통신기자재
104,달성일반산업단지,(주)고은텍스,대구광역시 달성군 논공읍 논공중앙로54길 22,대구광역시 달성군 논공읍 북리 1-52번지,화학섬유직물 직조업,달성1차산업단지관리공단,일반산업단지,폴리에스텔,원사
105,달성2차일반산업단지,(주)고평,대구광역시 달성군 구지면 달성2차3로 17,대구광역시 달성군 구지면 내리 849-16번지,그 외 자동차용 신품 부품 제조업 외 3 종,한국산업단지공단 대구지역본부 달성사무소,일반산업단지,자동차부품부싱제품,자동차용구조용파이프
106,대구국가산업단지,(주)고평,대구광역시 달성군 구지면 국가산단대로39길 234,대구광역시 달성군 구지면 화산리 1110-13번지,그 외 자동차용 신품 부품 제조업,한국산업단지공단 대구지역본부 달성사무소,국가산업단지,자동차부품,"인발강관, 자동차부품용파이프"
107,성서지방산업단지,(주)곤,"대구광역시 달서구 성서공단로21길 100, 1차단지 73B 1L (갈산동)",대구광역시 달서구 갈산동 967번지 1차단지 73B 1L,곡물 혼합분말 및 반죽 제조업,대구성서산업단지관리공단,일반산업단지,단백질 쉐이크,"분리대두단백, 분리유청단백 등"
108,북구검단일반산업단지,(주)공간,"대구광역시 북구 검단공단로 26, 2층 201 (검단동)",대구광역시 북구 검단동 887-62번지,일반용 전기 조명장치 제조업,대구시티밸리산업단지관리공단,일반산업단지,"방등,거실등,센서등, 스위치커버","철판,아크릴,페브릭, 유리 등"
109,성서지방산업단지,(주)공명테크,"대구광역시 달서구 성서로71길 16, (1차 40B 5L) (이곡동)",대구광역시 달서구 이곡동 1000-30 (1차 40B 5L),부직포 및 펠트 제조업,대구성서산업단지관리공단,일반산업단지,부직포 및 펠트,부직포 원단
110,대구금호워터폴리스일반산업단지,(주)공성,,대구광역시 북구 검단동 금호워터폴리스 A13-4,금속 절삭기계 제조업 외 3 종,대구시티밸리산업단지관리공단,일반산업단지,"파이프나사 절삭기, 밴드쏘우, 배관 청소기, 농업용 기계","모터류, 주물, 사출"
111,성서지방산업단지,(주)공성,"대구광역시 달서구 호산로 47, (3차단지 65B 3L) (파호동)",대구광역시 달서구 파호동 203-2번지,내연기관 화물자동차 및 특수목적용 자동차 제조업 외 6 종,대구성서산업단지관리공단,일반산업단지,"차체및특장차, 나사 절삭기, 차체및특장차, 나사 절삭기",철
112,대구국가산업단지,(주)공성,대구광역시 달성군 구지면 국가산단대로49길 181 외 1필지,대구광역시 달성군 구지면 화산리 1110-2 외 1필지,내연기관 화물자동차 및 특수목적용 자동차 제조업 외 3 종,한국산업단지공단 대구지역본부 달성사무소,국가산업단지,농산업용 수송 모빌리티 외,"철재류, 주물 외"
113,성서지방산업단지,(주)광덕금속,대구광역시 달서구 성서서로 236 (갈산동) 1차단지 51B 8-3L,대구광역시 달서구 갈산동 182-4 1차단지 51B 8-3L,자동차용 신품 제동장치 제조업 외 2 종,대구성서산업단지관리공단,일반산업단지,사이드힌지브라켁 등,철판
114,달성일반산업단지,(주)광동이엔지,대구광역시 달성군 논공읍 논공로53길 20,대구광역시 달성군 논공읍 본리리 29,그 외 기타 금속가공업,달성1차산업단지관리공단,일반산업단지,금속가공,금속
115,달성2차일반산업단지,(주)광림정공,대구광역시 달성군 구지면 달성2차로 179,대구광역시 달성군 구지면 예현리 759-1번지,절삭가공 및 유사처리업 외 9 종,한국산업단지공단 대구지역본부 달성사무소,일반산업단지,반도체 디스플레이용 진공 장비,스텐레스
116,달성2차일반산업단지,(주)광림정공,대구광역시 달성군 구지면 예현리 763-13,대구광역시 달성군 구지면 예현리 763-13,반도체 제조용 기계 제조업,한국산업단지공단 대구지역본부 달성사무소,일반산업단지,반도체조립용장비,스텐
117,달성2차일반산업단지,(주)광림정공,"대구광역시 달성군 구지면 달성2차3로 74, (예현리 764-12)",대구광역시 달성군 구지면 예현리 764-12번지 (예현리 764-12),반도체 제조용 기계 제조업 외 4 종,한국산업단지공단 대구지역본부 달성사무소,일반산업단지,반도체 조립용 장비,
118,북구검단일반산업단지,(주)광명테크,"대구광역시 북구 검단동로 5, 검단테크노밸리 103, 104, 301, 302호 (검단동)","대구광역시 북구 검단동 777-58번지 검단테크노밸리 103, 104, 301, 302호",사무용 기계 및 장비 제조업,대구시티밸리산업단지관리공단,일반산업단지,증명발급 및 사무자동화 시스템,"철판, 케이블, 전자부품"
119,대구경북경제자유구역수성의료지구,(주)광명테크 ,"대구광역시 수성구 달구벌대로604길 14-1, B1-1 (대흥동)",대구광역시 수성구 대흥동 646-64번지 B1-1,응용 소프트웨어 개발 및 공급업,대구경북경제자유구역청,일반산업단지,응용소프트웨어 개발 및 공급,
120,대구제3일반산업단지,(주)광명테크엠,대구광역시 북구 팔달북로 23 (노원동3가),대구광역시 북구 노원동3가 708-3,그 외 기타 금속가공업,대구제3산업단지관리공단,일반산업단지,금형 및 가공품,철
121,성서지방산업단지,(주)광성,"대구광역시 달서구 성서로35길 50, 2차단지 23B 12L (월암동)",대구광역시 달서구 월암동 1-55번지,특수 직물 및 기타 직물 직조업,대구성서산업단지관리공단,일반산업단지,P.E천막지,석유화학 제품
122,성서지방산업단지,(주)광성2공장,"대구광역시 달서구 성서공단남로10길 46, 2차단지 54B 14-3L (대천동)",대구광역시 달서구 대천동 673번지,합성섬유 제조업,대구성서산업단지관리공단,일반산업단지,P.E타포린,H.D.P.E
123,북구검단일반산업단지,(주)광성공업,대구광역시 북구 검단로31길 15 (검단동),대구광역시 북구 검단동 838-54번지,그 외 자동차용 신품 부품 제조업 외 3 종,대구시티밸리산업단지관리공단,일반산업단지,압형자동차부품,철판
124,대구제3일반산업단지,(주)광성정공,대구광역시 북구 노원로1길 196-10 (노원동3가),대구광역시 북구 노원동3가 1205-6번지,기타 구조용 금속제품 제조업 외 43 종,대구제3산업단지관리공단,일반산업단지,판금제품,"철제, 비철"
125,북구검단일반산업단지,(주)광성테크엠,대구광역시 북구 검단로31길 56-12 (검단동),대구광역시 북구 검단동 720-7번지,그 외 자동차용 신품 부품 제조업 외 4 종,대구시티밸리산업단지관리공단,일반산업단지,자동차부품(스타팅모터커버),알루미늄
126,성서지방산업단지,(주)광성텍,"대구광역시 달서구 호산로2길 49, 3차 80B 12L (호산동)",대구광역시 달서구 호산동 705-12 3차 80B 12L,고무패킹류 제조업,대구성서산업단지관리공단,일반산업단지,고무제품,고무
127,군위농공단지,(주)광암,대구광역시 군위군 효령면 효령공단길 7,대구광역시 군위군 효령면 중구리 32번지,연사 및 가공사 제조업,대구광역시 군위군,농공단지,나이론가연사,
128,성서지방산업단지,(주)광진금속(광진피엔씨),"대구광역시 달서구 성서로64길 26, 1차단지 36B 6-1L (갈산동)",대구광역시 달서구 갈산동 100-74 1차단지 36B 6-1L,도금업,대구성서산업단지관리공단,일반산업단지,자동차부품 금속표면처리,"철,아연,니켈"
129,대구제3일반산업단지,(주)광진스틸,대구광역시 북구 노원로25길 51 (노원동3가),대구광역시 북구 노원동3가 58-41,구조용 금속 판제품 및 공작물 제조업,대구제3산업단지관리공단,일반산업단지,"A700 Corrugated Steel, A350 Corrugated Steel, Color Roll Steel","아연도금강판, 칼라도금강판"
130,서대구일반산업단지,(주)구띠,대구광역시 서구 문화로21길 10 (이현동),대구광역시 서구 이현동 42-546 번지,섬유제품 기타 정리 및 마무리 가공업 외 1 종,서대구산업단지관리공단,일반산업단지,섬유정포가공,원단
131,서대구일반산업단지,(주)구띠(기숙사),"대구광역시 서구 와룡로 307, 10층 1006호(중리동) 10층 1006호",대구광역시 서구 중리동 1166-1 10층 1006호 10층 1006호,섬유제품 기타 정리 및 마무리 가공업,서대구산업단지관리공단,일반산업단지,기숙사,
132,성서지방산업단지,(주)구봉,"대구광역시 달서구 달서대로64길 83, 2차단지 49B 10L (월암동)",대구광역시 달서구 월암동 905-9번지 2차단지 49B 10L,운송장비 조립용 플라스틱제품 제조업 외 4 종,대구성서산업단지관리공단,일반산업단지,자동차부품,"무수크롬산, 납판"
133,대구제3일반산업단지,(주)구봉에스테크,대구광역시 북구 팔달로13길 15 (노원동3가),대구광역시 북구 노원동3가 617-1번지,그 외 기타 금속가공업 외 5 종,대구제3산업단지관리공단,일반산업단지,자동차 브레이크용 캘리퍼 피스톤,금속
134,북구검단일반산업단지,(주)구봉정보기술,대구광역시 북구 검단동로 9 (검단동),대구광역시 북구 검단동 777-97번지,기타 주변기기 제조업 외 1 종,대구시티밸리산업단지관리공단,일반산업단지,DVR,"전자회로, 수지"
135,대구연구개발특구,(주)구비테크,"대구광역시 달성군 현풍읍 테크노대로4길 17, 중리512-3",대구광역시 달성군 현풍읍 중리 512-3번지 중리512-3,발광 다이오드 제조업 외 3 종,(재)연구개발특구진흥재단 대구연구개발특구본부 기획경영팀,국가산업단지,반도체검사장비,특수강
136,대구국가산업단지,(주)구영테크,대구광역시 달성군 구지면 창리 1371번지 외 2필지,대구광역시 달성군 구지면 창리 1371 외 2필지,자동차 차체용 신품 부품 제조업 외 1 종,한국산업단지공단 대구지역본부 달성사무소,국가산업단지,자동차부품,철판
137,대구국가산업단지,(주)구영테크,대구광역시 달성군 구지면 국가산단대로39길 235 외 1필지,대구광역시 달성군 구지면 화산리 1109-1 외 1필지,유압기기 제조업 외 1 종,한국산업단지공단 대구지역본부 달성사무소,국가산업단지,"시트류, 힌지류, 축압기 등, 태양광을 통한 전기발전",철판
138,대구국가산업단지,(주)구영테크,대구광역시 달성군 구지면 국가산단서로50길 30,대구광역시 달성군 구지면 창리 1371-9,자동차 차체용 신품 부품 제조업 외 1 종,한국산업단지공단 대구지역본부 달성사무소,국가산업단지,"오일팬, 힌지 롤러암, 시트 외",철판
139,성서지방산업단지,(주)구일건설기계공업,대구광역시 달서구 호산동 700번지 (3차단지 66B 1L),대구광역시 달서구 호산동 700번지 (3차단지 66B 1L),건설 및 채광용 기계장비 제조업 외 2 종,대구성서산업단지관리공단,일반산업단지,중장비 및 건설기계장비,기계
140,성서지방산업단지,(주)구일대구지점,"대구광역시 달서구 달서대로88길 5, (2차단지 5B 3-1L) (갈산동)",대구광역시 달서구 갈산동 358-21번지 (2차단지 5B 3-1L),그 외 기타 특수목적용 기계 제조업 외 1 종,대구성서산업단지관리공단,일반산업단지,자동화기계,
