번호,산업분류번호,업체명,소재지,주생산품,데이터기준일자
1732,27,주식회사 이수메디,"대전광역시 대덕구 대화로106번길 140, A동 2층 (대화동)",금형,2025-08-18
1733,20,주식회사 이앤이켐,대전광역시 대덕구 신탄진로738번길 130 (신탄진동),자동차 페인트 및 부자재 판매,2025-08-18
1734,25,주식회사 이엔텍,대전광역시 대덕구 새말1길 8(상서동),각종기계부품 열처리,2025-08-18
1735,28,주식회사 일상,"대전광역시 대덕구 오정로51번길 26, 1층 (오정동)","자동판매기, 전동휠체어",2025-08-18
1736,16,주식회사 정글,대전광역시 대덕구 대전로1331번길 110 (대화동),"기록물 관련 DB구축, 기록물 정리",2025-08-18
1737,25,주식회사 제이푸드테크,대전광역시 대덕구 신탄진로744번길 11 (신탄진동),인터넷 광고 대행,2025-08-18
1738,25,주식회사 조영산업,"대전광역시 대덕구 새말3길 36, 주식회사 조영산업 (상서동)","렌터카 ERP, 보험 ERP",2025-08-18
1739,26,주식회사 준성,대전광역시 대덕구 오정로51번길 28-2 (오정동),LED 충전식 전호등 랜턴,2025-08-18
1740,27,주식회사 지2,대전광역시 대덕구 새말3길 44 (상서동),"전류원, 전압원 ",2025-08-18
1741,29,주식회사 지이스트,대전광역시 대덕구 덕암로81번길 146 (신일동),"터보블로워, 제어기",2025-08-18
1742,62,주식회사 지티이노베이션,"대전광역시 대덕구 대화로106번길 66, 2층 230호(대화동, 펜타플렉스) 2층 230호",자동차정비,2025-08-18
1743,10,주식회사 지피에프씨,"대전광역시 대덕구 비래서로10번길 40, 202호, 203호(비래동)","발전기,고소작업대",2025-08-18
1744,28,주식회사 진연,"대전광역시 대덕구 대화로 120,(일부) (대화동, 가온비즈타워) 1동 9층 906호 외 1필지",무형재산권 중개업,2025-08-18
1745,29,주식회사 진일이엔씨,"대전광역시 대덕구 한절구지로54번길 16(신탄진동, 주식회사 진일이엔씨)",환경인허가 및 컨설팅,2025-08-18
1746,33,주식회사 창의산업,"대전광역시 대덕구 덕암북로10번길 108, A동 (덕암동)",연구소 장비 설계 및 엔지니어링,2025-08-18
1747,26,주식회사 청림텔레콤,대전광역시 대덕구 대전로1392번길 17-8 (읍내동),"금속기계전장 시스템 시제품 개발, 금속가공",2025-08-18
1748,29,주식회사 청심,"대전광역시 대덕구 대화로132번길 22 (대화동, 모든창호산업)","자동화기기,플렌트, 부품가공",2025-08-18
1749,73,주식회사 코스앤팩,"대전광역시 대덕구 대화로 120,(일부) (대화동, 가온비즈타워) 1동 5층 514호",기계제작,2025-08-18
1750,29,주식회사 코어닉스,"대전광역시 대덕구 대화로106번길 66, (대화동, 펜타플렉스) 1동 3층 330호",부품가공,2025-08-18
1751,24,주식회사 코어머티리얼즈,대전광역시 대덕구 대화로50번길 63 (대화동),칸막이,2025-08-18
1752,27,주식회사 킴스레퍼런스,"대전광역시 대덕구 대화로 120, (대화동, 가온비즈타워) 1동 12층 1213호 외 4필지",의약품(비코그린),2025-08-18
1753,58,주식회사 트렌토 시스템즈,"대전광역시 대덕구 한남로 70, 산학연혁신허브 A307~308(오정동, 한남대학교)","물품 보관 분류, 상하역, 화물 운송중개 및 택배",2025-08-18
1754,29,주식회사 평산테크,"대전광역시 대덕구 한절구지로 87(신탄진동, 평산테크(공장동&사무실동))","UPS 및 AVR, 축전지 시장 현황조사 및 컨설팅",2025-08-18
1755,29,주식회사 포엠일렉트로옵틱,"대전광역시 대덕구 대화로 120,(대화동, 가온비즈타워) 1동 8층 812호 외 5필지","식품유통, 음료제조업체 대상 일반경영, 전략기획 자문",2025-08-18
1756,28,주식회사 포테스,"대전광역시 대덕구 동서대로 1814, 4층 405호(비래동, 신로얄빌딩)",레이저 가공품 및 절곡품,2025-08-18
1757,10,주식회사 포휴먼,"대전광역시 대덕구 한남로 70, A305(오정동, 한남대학교)",면류,2025-08-18
1758,28,주식회사 플립,대전광역시 대덕구 대화로50번길 57-47 (대화동) 2층,금속천장재,2025-08-18
1759,70,주식회사 하모니,"대전광역시 대덕구 대화로106번길 66, 3층 333호(대화동, 펜타플렉스) 3층 333호",레이저카트리지,2025-08-18
1760,29,주식회사 한국스크롤,대전광역시 대덕구 신일동 411-37번지,포장기획 디자인 컨설팅 ,2025-08-18
1761,29,주식회사 한국스크롤,대전광역시 대덕구 신탄진로115번안길 18 (신대동),"냉동, 냉장 기계장비",2025-08-18
1762,29,주식회사 한국엔지니어링웍스,"대전광역시 대덕구 대화로52번길 30 (대화동, 대화산기)",주차관제 차량차단기,2025-08-18
1763,25,주식회사 한국엔텍,대전광역시 대덕구 신탄진로 575 (상서동),금속구조재(건설관련),2025-08-18
1764,25,주식회사 한국후지,대전광역시 대덕구 오정로90번길 8 (오정동),철재 구조물,2025-08-18
1765,28,주식회사 한미전기,"대전광역시 대덕구 방두말1길 5(평촌동, 대원산업)",레이저가공품,2025-08-18
1766,10,주식회사 해수연,"대전광역시 대덕구 대덕대로1527번길 334(신탄진동, (주)나라손)","토목, 건축 평가보고서",2025-08-18
1767,21,주식회사 해오름사이언스,"대전광역시 대덕구 대화로 120, 11층 1116호(대화동, 가온비즈타워) 11층 1116호 외 3필지",분전반 및 제어반 제조,2025-08-18
1768,25,주식회사 현중시스템,"대전광역시 대덕구 대화로106번길 66, 9층 910호(대화동, 펜타플렉스) 9층 910호",자동차 엔진밸브가공 전용기,2025-08-18
1769,58,주식회사 훈랩,"대전광역시 대덕구 대화로106번길 66, 8층 817호(대화동, 펜타플렉스) 8층 817호 외 2필지","간판, 네온, 아크릴, 철재장식 및 철구조물",2025-08-18
1770,27,주식회사디지레이,대전광역시 대덕구 문평동로 43 (문평동),판상엽,2025-08-18
1771,24,주식회사비씨텍,대전광역시 대덕구 상서당1길 20 (상서동),광고도안작성서비스 ,2025-08-18
1772,12,주식회사케이티앤지대전공장,"대전광역시 대덕구 벚꽃길 71 (평촌동, (주)KT&G)","차량광고물, 랩핑, 광고물 탑",2025-08-18
1773,75,주신테크,"대전광역시 대덕구 대화로106번길 66, 2층 233호(대화동, 펜타플렉스) 2층 233호",볼트,2025-08-18
1774,29,주원테크,대전광역시 대덕구 산업단지로87번길 106-6 (신일동),"cctv, 방송장비",2025-08-18
1775,16,주일산업,대전광역시 대덕구 대화로50번길 57-47 (대화동),LG 하이샤시 창호,2025-08-18
1776,28,준우테크,"대전광역시 대덕구 대화로106번길 66, 2층 226호(대화동, 펜타플렉스) 2층 226호",부품가공 및 기계제작,2025-08-18
1777,71,준테크,"대전광역시 대덕구 대화로 120, 8층 835호(대화동, 가온비즈타워) 8층 835호 외 1필지","타이어설비기계, 반도체장비",2025-08-18
1778,18,중부아카이브,"대전광역시 대덕구 대화로106번길 66, 5층 525호(대화동, 펜타플렉스) 5층 525호",유공압기계,2025-08-18
1779,29,중부중기서비스센터,대전광역시 대덕구 신탄진로 573 (상서동),"기능성정수기, 전류개선기",2025-08-18
1780,25,중앙그릴샷터,"대전광역시 대덕구 한남로150번길 112, A동 (오정동)",배전반판넬,2025-08-18
1781,29,중앙마이크로닉스(주),"대전광역시 대덕구 한남로 135 (오정동, 중앙마이크로닉스)","열교환기,압력용기",2025-08-18
1782,29,중앙목형,대전광역시 대덕구 대화로32번길 144 (대화동),플라스틱,2025-08-18
1783,20,중앙산업가스(주),"대전광역시 대덕구 대전로 1331 (읍내동, 중앙산업가스)",알미늄샷시 도색,2025-08-18
1784,29,중앙정공(주),"대전광역시 대덕구 대전로 1299 (읍내동, 중앙정공)",부품가공,2025-08-18
1785,29,지-에스엠티,"대전광역시 대덕구 대화로150번길 113, 105호 (대화동)",방화문 제조,2025-08-18
1786,27,지노믹디자인(주),"대전광역시 대덕구 대덕대로1417번길 20, 1층 102호 (문평동)","밸브,구동기",2025-08-18
1787,10,지도표 성경식품,대전광역시 대덕구 와동 286-1번지 외 2필지,"자동화 시스템, 무선시스템관리 소프트웨어, PIM 계측기, BMS",2025-08-18
1788,25,지메케닉,대전광역시 대덕구 옛신탄진로 201 (오정동),로스터기,2025-08-18
1789,20,지아이오이노베이션(주),"대전광역시 대덕구 대화로 120, 7층 728호(대화동, 가온비즈타워) 7층 728호 7층 728호",고강도지수판스리브,2025-08-18
1790,27,지아이오토메이션(주),대전광역시 대덕구 상서당1길 54 (상서동),"문구, 장난감, 오락용품 인터넷광고 대행",2025-08-18
1791,29,지에스엠,"대전광역시 대덕구 상서당1길 54-2, 공장 (상서동)",광학부품,2025-08-18
1792,58,지에이치 소프트,"대전광역시 대덕구 대화로106번길 66, 11층 1133호(대화동, 펜타플렉스) 11층 1133호 외 2필지","지적재산권(특허,디자인,상표) 거래 및 중개, 저작권포함 ",2025-08-18
1793,62,지오솔루션,"대전광역시 대덕구 대화로 120, B1층 FB105호(대화동, 가온비즈타워) B1층 FB105호",피더스루 ,2025-08-18
1794,72,지오켐텍,"대전광역시 대덕구 대화로 120, 4층 421호(대화동, 가온비즈타워) 4층 421호","내압/수압/응력시험기, 항온수조, 정밀정온기, 번인시험장비, 리크시험기, 유아용품시험기, 가구시험기 외",2025-08-18
1795,29,지오텍(GEO TECH),"대전광역시 대덕구 대화로106번길 66,(대화동, 펜타플렉스) 1동 10층 1012호","기계부품, 방산부품",2025-08-18
1796,29,지원테크,대전광역시 대덕구 무지니1길 59 (평촌동),코팅기계,2025-08-18
1797,29,지원테크,대전광역시 대덕구 대화로161번길 31 (대화동),제조연구개발 및 컨설팅,2025-08-18
1798,25,지음테크,대전광역시 대덕구 신탄진로318번안길 27 (와동),토목엔지니어링서비스(기술용역) ,2025-08-18
1799,35,지혜 1호 태양광 발전소,대전광역시 대덕구 대화로50번길 65 (대화동),촉매반응장치,2025-08-18
1800,35,지혜 2호 태양광 발전소,대전광역시 대덕구 대화로50번길 65 (대화동),전차종 엔진 및 미션외 부품,2025-08-18
1801,30,진성라이너,"대전광역시 대덕구 평촌1길 63, 105-1 (평촌동)","야전침대, 들것, 캠핑용테이블",2025-08-18
1802,28,진성전기,대전광역시 대덕구 오정로14번길 25 (오정동),기계관련 엔지니어링 서비스,2025-08-18
1803,31,진성피스톤,"대전광역시 대덕구 평촌1길 63(평촌동, 진성공업)",연구용장비,2025-08-18
1804,31,진성피스톤,대전광역시 대덕구 평촌1길 61(평촌동),"경영컨설팅(기업의 성과창출, 지속성장을 위한 토탈 솔루션)",2025-08-18
1805,33,진세라믹,"대전광역시 대덕구 대화로106번길 66, 2층 218호(대화동, 펜타플렉스) 2층 218호",소프트웨어 개발,2025-08-18
1806,30,진양정밀,대전광역시 대덕구 대화로139번길 14-20 (대화동),소프트웨어 개발,2025-08-18
1807,16,진영목재,대전광역시 대덕구 아리랑로55번길 112 (신대동),소프트웨어 개발,2025-08-18
1808,71,진영컨설팅,"대전광역시 대덕구 대화로 120, 7층 726호(대화동, 가온비즈타워) 7층 726호",인터넷 광고 대행 ,2025-08-18
1809,29,진우엔지니어링(주),"대전광역시 대덕구 산업단지로87번길 101 (신일동, 국제냉동(주))","산업용 저장용기, 압력탱크, 배관설비",2025-08-18
1810,25,진원산업,대전광역시 대덕구 대화로150번길 147-11 (대화동),"고액분리기, 분진제거장치",2025-08-18
1811,14,진패션,"대전광역시 대덕구 한밭대로988번길 34, 2층 (오정동)",산업기계(구동기),2025-08-18
1812,14,진화퍼시픽 주식회사,"대전광역시 대덕구 대화로106번길 66, (대화동, 펜타플렉스) 1동 2층 201호",튜브,2025-08-18
1813,28,창조라이팅,대전광역시 대덕구 한남로 107 (오정동),옥외 광고물 개시 대리,2025-08-18
1814,25,창조정밀,"대전광역시 대덕구 산업단지로87번길 106-13 (신일동, 코아텍)",박막증착장비 ,2025-08-18
1815,25,채움산업,"대전광역시 대덕구 대화로32번길 150 (대화동, 왕림산업)","창업상담 및 컨설팅, 경영컨설팅 연구개발",2025-08-18
1816,25,천일철강,대전광역시 대덕구 오정로51번길 66-13 (오정동),건축자재(금속기와),2025-08-18
1817,28,천진전기엔지니어링,대전광역시 대덕구 새말1길 25 (상서동),연구용 시험로(방화동 시험기),2025-08-18
1818,29,철원산업,대전광역시 대덕구 대화로32번길 60-30 (대화동),"마스크얼라이너, 스핀코터",2025-08-18
1819,62,첨단정보테크,"대전광역시 대덕구 대화로106번길 66, 5층 526호(대화동, 펜타플렉스) 5층 526호",보존 서적 방부처리 서비스,2025-08-18
1820,73,청마,"대전광역시 대덕구 대화로106번길 66, 11층 1119호(대화동, 펜타플렉스) 11층 1119호","창호손잡이, 잠금장치",2025-08-18
1821,58,청명플레이웍스,"대전광역시 대덕구 대화로106번길 66, 9층 935호(대화동, 펜타플렉스) 9층 935호","실험기기, 실험용기",2025-08-18
1822,27,청성과학,"대전광역시 대덕구 대화로 127 (대화동, 청성과학)","살균기, 전동토니켓",2025-08-18
1823,28,청오테크,대전광역시 대덕구 대화동 1-44번지,연료전지시험장비,2025-08-18
1824,29,청우펌프공업(주),"대전광역시 대덕구 대화로106번길 66, 6층 607호(대화동, 펜타플렉스) 6층 607호","전자감지장치, 토양분석키트",2025-08-18
1825,27,청정ES,"대전광역시 대덕구 대화로106번길 66, 3층 331호(대화동, 펜타플렉스) 3층 331호 외 1필지",어닝,2025-08-18
1826,71,청평컨설팅,"대전광역시 대덕구 대화로 120, 3층 307호(대화동, 가온비즈타워) 3층 307호",반응기,2025-08-18
1827,68,청호산업(주),"대전광역시 대덕구 신일서로18번길 38-26 (신일동, 청호산업(주))",자동화조리로봇,2025-08-18
1828,68,최미현부동산,대전광역시 대덕구 대화로161번길 7 (대화동),친환경탈취제,2025-08-18
1829,29,춘기엔지니어링,대전광역시 대덕구 상서동 169-10번지,금형,2025-08-18
1830,45,충남상사,대전광역시 대덕구 아리랑로114번길 5 (읍내동) 외 2필지,"주방용가구, 사무용가구",2025-08-18
1831,25,충남열처리,대전광역시 대덕구 대화로32번길 132 (대화동),"광학기기, 현미경",2025-08-18
1832,29,카스사이언스,대전광역시 대덕구 아리랑로 120 (읍내동),철구조물 주문생산,2025-08-18
