번호,산업분류번호,업체명,소재지,주생산품,데이터기준일자
1531,73,은하수상사,"대전광역시 대덕구 대화로 120, 7층 725호(대화동, 가온비즈타워) 7층 725호","반도체장비, 자동차부품",2025-08-18
1532,10,이가네식품,"대전광역시 대덕구 새말3길 46(상서동, 이가네식품)",기능성필름,2025-08-18
1533,29,이글하이테크,"대전광역시 대덕구 대화로 120, 6층 619호(대화동, 가온비즈타워) 6층 619호","SUS임펠라, SUS선반, Telflon제품",2025-08-18
1534,68,"이남모, 전경자",대전광역시 대덕구 대화로32번길 193 (대화동) 외 1필지,ERP 소프트웨어 개발,2025-08-18
1535,35,이노썬텍 태양광발전소,"대전광역시 대덕구 대화로106번길 140, A동 3층 (대화동)",광고대행(전단지),2025-08-18
1536,28,이데아인포,"대전광역시 대덕구 계족산로36번길 9, 지하 1층 (중리동)",주택 상가 등 건축설계,2025-08-18
1537,28,이로텍,"대전광역시 대덕구 대화로 120, 3층 321호(대화동, 가온비즈타워) 3층 321호",사료보조제,2025-08-18
1538,29,이루다,"대전광역시 대덕구 신탄진로756번안길 51, 이루다(신탄진동, 신우FA계기)","사료첨가제, 토양미생물제제, 탈취제 등",2025-08-18
1539,59,이림앤코,"대전광역시 대덕구 대화로 120, 7층 706호(대화동, 가온비즈타워) 7층 706호","사료첨가제, 토양미생물제제, 탈취제 등",2025-08-18
1540,30,이브이링크,"대전광역시 대덕구 대화로106번길 66, 7층 704호(대화동, 펜타플렉스) 7층 704호","변압기, 금구류 외",2025-08-18
1541,29,이솔이엔지,대전광역시 대덕구 대전로1033번길 64-17 (오정동),해당없음,2025-08-18
1542,73,이수테크,"대전광역시 대덕구 대화로 120, 8층 821호(대화동, 가온비즈타워) 8층 821호","자동차, 통신 부품 등 임가공",2025-08-18
1543,29,이에스,"대전광역시 대덕구 대화로 120, 2층 215호(대화동, 가온비즈타워) 2층 215호",화학흡착제,2025-08-18
1544,25,이에스정밀,대전광역시 대덕구 대화로132번길 111 (대화동),프로그램,2025-08-18
1545,13,이에스지산업(주),대전광역시 대덕구 대덕대로1284번길 309 (신일동),오디오북생산,2025-08-18
1546,33,이에스플러스,"대전광역시 대덕구 대화로106번길 66, 5층 509호(대화동, 펜타플렉스) 5층 509호",온도자동 조절장치 외 ,2025-08-18
1547,58,이에이치미디어,"대전광역시 대덕구 대화로 120, 11층 1122호(대화동, 가온비즈타워) 11층 1122호 외 1필지","디자인, 도안, 작성 서비스",2025-08-18
1548,58,이에이치테크,"대전광역시 대덕구 대화로106번길 66, 10층 1007호(대화동, 펜타플렉스) 10층 1007호","광고,마케팅전략사업 ",2025-08-18
1549,32,이엠텍,"대전광역시 대덕구 대화로106번길 66, B1층 114호(대화동, 펜타플렉스) B1층 114호","네트워크 구축, 운영 및 번역, 수출 컨설팅 서비스",2025-08-18
1550,68,이정화,대전광역시 대덕구 대화로139번길 28 (대화동),기계부품,2025-08-18
1551,29,이지스터 커피,대전광역시 대덕구 대전로 1088 (오정동),진공펌프 수리,2025-08-18
1552,29,이지스터커피,대전광역시 대덕구 대화로32번길 60-9 (대화동),일반경영자문 ,2025-08-18
1553,25,이지텍,대전광역시 대덕구 대화동 275-16번지,도금액분석기기,2025-08-18
1554,27,이지텍,"대전광역시 대덕구 대화로 120, 8층 815호(대화동, 가온비즈타워) 8층 815호",환경시료 분석,2025-08-18
1555,72,이테크,"대전광역시 대덕구 대화로106번길 66, 10층 1019호(대화동, 펜타플렉스) 10층 1019호",연료전지평가장치,2025-08-18
1556,25,이텍,대전광역시 대덕구 대화로52번길 50 (대화동),산업기계 설계 외 제작 금형가공품,2025-08-18
1557,16,이팝나무,"대전광역시 대덕구 대화로52번안길 79 (대화동, 아이산업)",LED공장등,2025-08-18
1558,26,이팩엔지니어링,"대전광역시 대덕구 신일동로 105 (신일동, 벤쳐타운장영실관)",고주파 전류 사용 전기요법용 의료기기 제조,2025-08-18
1559,58,이현정보기술 주식회사,"대전광역시 대덕구 대화로 120,(대화동, 가온비즈타워) 1동 11층 1108호 외 1필지",분리막 저온 테스트장치 ,2025-08-18
1560,25,이호산업(주),대전광역시 대덕구 대전로1088번길 11 (오정동),정밀부품,2025-08-18
1561,10,이화수 주식회사,대전광역시 대덕구 한밭대로1033번길 42 (오정동),보안소프트웨어,2025-08-18
1562,29,이화정밀,"대전광역시 대덕구 대화로106번길 66, B1층 B108호(대화동, 펜타플렉스) B1층 B108호 외 1필지",건강식품 텔레마케팅,2025-08-18
1563,22,인네이처(주),대전광역시 대덕구 신일서로67번길 60(신일동),지질 및 토목엔지니어링 서비스(기술용역),2025-08-18
1564,70,인서스트(주),"대전광역시 대덕구 대화로106번길 66, 806호(대화동, 펜타플렉스) 806호",압력탱크 및 시험장비,2025-08-18
1565,25,인성기계공사,대전광역시 대덕구 대화로161번길 29 (대화동),내연기관부품,2025-08-18
1566,25,인성테크,"대전광역시 대덕구 대화로 120, 1층 S103호(대화동, 가온비즈타워) 1층 S103호 외 1필지",감속기부품,2025-08-18
1567,29,인재바이오시스템(주),대전광역시 대덕구 대화로50번길 63 (대화동),배합사료,2025-08-18
1568,25,일광금속,"대전광역시 대덕구 상서당3길 15 (상서동, (주)풍성산업)",승강기,2025-08-18
1569,24,일광주물공업(주),대전광역시 대덕구 대화동 144-1번지,철 구조물,2025-08-18
1570,73,일구팔디,"대전광역시 대덕구 대화로 120, 3층 318호(대화동, 가온비즈타워) 3층 318호",실험실 작업대,2025-08-18
1571,29,일신고압기술,대전광역시 대덕구 신일동로93번길 17-13 (신일동),"시스템소프트웨어 개발 및 공급업, 인버터 통신카드 ",2025-08-18
1572,25,일신벤딩레이저,대전광역시 대덕구 대화로150번길 153 (대화동),자동화 장비,2025-08-18
1573,29,일신테크,대전광역시 대덕구 새말1길 11 (상서동),"조정기함, 메타기함, 방범커버",2025-08-18
1574,29,일신테크,대전광역시 대덕구 대화동 1-57,부품가공 및 장비제작,2025-08-18
1575,31,일심전기,"대전광역시 대덕구 신일서로126번길 21 (신일동, 일심전기공장)","부위별 계육제품, 돈육제품",2025-08-18
1576,28,일월기전,대전광역시 대덕구 대덕대로1284번길 283 (신일동),LED조명,2025-08-18
1577,29,일진산업,대전광역시 대덕구 상서당1길 32-1 (상서동),온오프라인 광고 대행,2025-08-18
1578,29,일해시스템,대전광역시 대덕구 오정로63번길 28-12 (오정동),"(용)수처리및공급장비, 정화장치, 포장도구, 컨베이어및액세서리, 모터감속기, 분리기, 냉방장치",2025-08-18
1579,18,임마누엘인쇄출판사,"대전광역시 대덕구 대화로106번길 66, 7층 723호(대화동, 펜타플렉스) 7층 723호",네바리(초배지),2025-08-18
1580,29,임한공작기계,대전광역시 대덕구 대화로150번길 42-23 (대화동),"연료전지 생산 설비, 수소가스센서 외 각종 자동화 설비 및 계측 장비",2025-08-18
1581,71,자기계발연구소,"대전광역시 대덕구 대화로 120, 5층 520호(대화동, 가온비즈타워) 5층 520호",샷터,2025-08-18
1582,18,자양수인쇄,"대전광역시 대덕구 대화로106번길 66, B107호(대화동, 펜타플렉스) B107호",차양 및 지붕강판,2025-08-18
1583,10,자우바이오,"대전광역시 대덕구 덕암로148번길 29 (상서동, 남부새마을금고)",떡류 및 유사제품 제조,2025-08-18
1584,29,자이온,"대전광역시 대덕구 대화로106번길 66, 3층 328호(대화동, 펜타플렉스) 3층 328호",야구배트,2025-08-18
1585,28,자인리뱃(주),대전광역시 대덕구 대화동 425-1 301,의료기관 세탁물,2025-08-18
1586,73,장앤장스,"대전광역시 대덕구 대화로 120, 8층 805호(대화동, 가온비즈타워) 8층 805호","자동화판넬, 물질분석 실험기기",2025-08-18
1587,29,장원플랜트,"대전광역시 대덕구 대화로106번길 66, 3층 318호(대화동, 펜타플렉스) 3층 318호 외 1필지","고보조명, 라인조명",2025-08-18
1588,27,재영ENG,대전광역시 대덕구 신탄진로350번길 29 (와동),훠이훠이(농업용 조류기피제),2025-08-18
1589,28,재인FA시스템,"대전광역시 대덕구 대화로 120, 3층 311호(대화동, 가온비즈타워) 3층 311호","옥내·외 간판, 광고물",2025-08-18
1590,27,정상엔지니어링,대전광역시 대덕구 대화로234번길 21 (대화동),"전기자동제어반,고압수전반,배전반,전기공사",2025-08-18
1591,29,정우공업,"대전광역시 대덕구 대전로 1318, 2층 (읍내동)",반도체 장비 정밀부품 외,2025-08-18
1592,32,정원,대전광역시 대덕구 대화로132번길 70 (대화동),비철금속도장(분체도장),2025-08-18
1593,29,정원기계,대전광역시 대덕구 대화로52번안길 120 (대화동) 2동,면취기,2025-08-18
1594,25,정은테크,"대전광역시 대덕구 대화로32번길 79 (대화동, 대원종합물산)","환경산업기계, 자동화기계",2025-08-18
1595,20,정일산업,대전광역시 대덕구 문평동로48번길 46 (문평동),"수처리제, 탈취제, 녹·적조제거제",2025-08-18
1596,25,정초자,"대전광역시 대덕구 대화로 120, B1층 FB110호(대화동, 가온비즈타워) B1층 FB110호 외 1필지",덤프 적재함,2025-08-18
1597,58,정테크,"대전광역시 대덕구 대화로 120, 8층 814호(대화동, 가온비즈타워) 8층 814호",건설기계 도장,2025-08-18
1598,71,정혁시스템,"대전광역시 대덕구 대화로106번길 66, 2층 221호(대화동, 펜타플렉스) 2층 221호",산업용 측정 로봇,2025-08-18
1599,72,정호이엔지,"대전광역시 대덕구 대화로 120, 5층 515호(대화동, 가온비즈타워) 5층 515호 외 1필지",전기조명장치,2025-08-18
1600,10,제노바이오,대전광역시 대덕구 신일서로18번길 16 (신일동),"PE, PP첨가제",2025-08-18
1601,10,제노아그로(주),"대전광역시 대덕구 문평동로 41-44, 2동 101호(문평동)","GolfBoy, MBD-D, PD",2025-08-18
1602,10,제노아그로주식회사,대전광역시 대덕구 문평동로48번길 156 (문평동) (주)풍안산업 1동,선박용 탄소복합재 프로펠러,2025-08-18
1603,28,제룡전기(주),대전광역시 대덕구 신일서로 21 (신일동),커피가공,2025-08-18
1604,68,제상,"대전광역시 대덕구 신일서로126번길 91 (신일동, 한남)",연탄,2025-08-18
1605,29,제스트,대전광역시 대덕구 덕암로81번길 146 (신일동),연탄,2025-08-18
1606,25,제이디테크,"대전광역시 대덕구 대전로1291번길 133, 3동1호 (대화동)","의료용재조합단백질, 바이러스진단슬라이드",2025-08-18
1607,20,제이비이(주),"대전광역시 대덕구 문평동로 41-36, 4동 (문평동, 토탈)","전기자동제어반, 전기변화장치, 경관조명장치, LED조명, 다운라이트, 교통신호장치",2025-08-18
1608,25,제이비테크,"대전광역시 대덕구 신일서로67번길 60, 1층(신일동)",가정수도용 여과장치,2025-08-18
1609,62,제이스토리대화,"대전광역시 대덕구 대화로106번길 66, 1층 119호(대화동, 펜타플렉스) 1층 119호",금속제품,2025-08-18
1610,59,제이스패밀리,"대전광역시 대덕구 대화로106번길 66, 11층 1115호(대화동, 펜타플렉스) 11층 1115호",태양광 가로등,2025-08-18
1611,27,제이시스템,"대전광역시 대덕구 대화로106번길 66, 6층 616호(대화동, 펜타플렉스) 6층 616호",타이어 제조 설비,2025-08-18
1612,71,제이앤,"대전광역시 대덕구 대화로 120, 5층 522호(대화동, 가온비즈타워) 5층 522호",온라인정보제공,2025-08-18
1613,71,제이앤씨,"대전광역시 대덕구 대화로106번길 66, 6층 604호(대화동, 펜타플렉스) 6층 604호","현관문, 대문, 중문, 금속문",2025-08-18
1614,62,제이앤씨솔루션,"대전광역시 대덕구 대화로 120, 7층 721호(대화동, 가온비즈타워) 7층 721호","금속탱크, 탭, 밸브 및 유사장치",2025-08-18
1615,25,제이앤에스,대전광역시 대덕구 대화동 1-57,조미김,2025-08-18
1616,34,제이에스 켐텍,"대전광역시 대덕구 대화로106번길 66, 5층 515호(대화동, 펜타플렉스) 5층 515호",조미김,2025-08-18
1617,71,제이에스컴퍼니,"대전광역시 대덕구 대화로106번길 66, 4층 406호(대화동, 펜타플렉스) 4층 406호 외 1필지",태양광 수배전반 및 일반 고압수배전반,2025-08-18
1618,29,제이에스케미칼,"대전광역시 대덕구 대화로106번길 66, 3층 313호(대화동, 펜타플렉스) 3층 313호",LED 조명기구,2025-08-18
1619,28,제이에이치 산업개발,"대전광역시 대덕구 대전로1331번길 40,(읍내동, 대전 플랫폼시티 지식산업센터) 1동 7층 717호 외 1필지",플라스틱 샤시,2025-08-18
1620,72,제이에이치환경보건연구소,"대전광역시 대덕구 대화로106번길 66, 10층 1031호(대화동, 펜타플렉스) 10층 1031호 외 2필지",스윙 자동문,2025-08-18
1621,27,제이엘에너지 주식회사,"대전광역시 대덕구 대화로 120,(대화동, 가온비즈타워) 1동 4층 419호 외 1필지",시력보정용안경렌즈,2025-08-18
1622,25,제이엘테크,"대전광역시 대덕구 회덕로21번길 63, 2동 2-3호(신대동)",식품가공용 기계,2025-08-18
1623,28,제이엠,"대전광역시 대덕구 대전로 1064, MH빌딩 3층 307호 (오정동)","교육훈련장비, 제어반, plc 공장자동제어 판넬",2025-08-18
1624,27,제이엠 컴퍼니,"대전광역시 대덕구 대화로106번길 66, 6층 601호(대화동, 펜타플렉스) 6층 601호 외 1필지","디자인형 울타리, 스틸그레이팅, 자전거보관대 및 차양",2025-08-18
1625,29,제이엠테크,"대전광역시 대덕구 대화로106번길 66, 4층 408호(대화동, 펜타플렉스) 4층 408호",지질조사 서비스,2025-08-18
1626,29,제이엠테크,대전광역시 대덕구 문평동로48번길 62 (문평동),"그래프, 산업기계부품 등",2025-08-18
1627,58,제이와이,"대전광역시 대덕구 대화로 120, 9층 925호(대화동, 가온비즈타워) 9층 925호 외 1필지",타올,2025-08-18
1628,75,제이제이,"대전광역시 대덕구 대화로 120, 11층 1126호(대화동, 가온비즈타워) 11층 1126호",매연저감장치,2025-08-18
1629,72,제이지오,"대전광역시 대덕구 대화로106번길 66, 6층 625호(대화동, 펜타플렉스) 6층 625호","기술용역, 공기질측정장치 제작 ",2025-08-18
1630,27,제이텍산업 주식회사,대전광역시 대덕구 오정로51번길 28-18 (오정동) 1동,LED조명기구,2025-08-18
1631,20,제이토너,"대전광역시 대덕구 오정로99번길 19, 2층 201호(오정동) (오정동)",비젼시스템,2025-08-18
1632,30,제이피엘통상,대전광역시 대덕구 신탄진동 280-1 외3필지,다기능 그늘막(Urban Tree),2025-08-18
1633,29,제일감속기,대전광역시 대덕구 대화로139번길 14-40 (대화동),금속구조물 차양,2025-08-18
1634,10,제일사료(주),"대전광역시 대덕구 대전로1331번길 240 (대화동, 제일사료(주))",부품 및 특수 공구,2025-08-18
1635,29,제일엘리베이터,대전광역시 대덕구 한밭대로1036번길 27 (오정동),무대기계장치,2025-08-18
1636,25,제일테크,대전광역시 대덕구 평촌1길 55 (평촌동),브라켓,2025-08-18
1637,32,제일테크,"대전광역시 대덕구 대화로 120, B1층 SB102호(대화동, 가온비즈타워) B1층 SB102호 외 1필지",유연열전소자를 활용한 응용제품,2025-08-18
1638,58,제일펜타플렉스,"대전광역시 대덕구 대화로106번길 66, 4층 410호(대화동, 펜타플렉스) 4층 410호 외 1필지",광고기획,2025-08-18
1639,25,제타ENG,대전광역시 대덕구 문평동로 60 (문평동),바리스타 로봇,2025-08-18
1640,25,조선스텐,"대전광역시 대덕구 대화로139번길 30, 1층 (대화동)","웹 및 앱, 업무용 TOOL",2025-08-18
1641,25,조은테크,대전광역시 대덕구 대화로32번길 80 (대화동),살균세척기,2025-08-18
1642,10,조은포크(주)농업회사법인,대전광역시 대덕구 신탄진로218번길 101 (와동),극저온진공냉동장비,2025-08-18
1643,28,좋은빛,대전광역시 대덕구 대화로139번길 14-28(대화동),덕트,2025-08-18
1644,71,좋은커뮤니티,"대전광역시 대덕구 대화로106번길 66, 10층 1038호(대화동, 펜타플렉스) 10층 1038호",LED전기조명 장치,2025-08-18
1645,29,주성테크,대전광역시 대덕구 벚꽃길 101 (상서동),안광학의료기기,2025-08-18
1646,17,주식회사 가온,"대전광역시 대덕구 옛신탄진로 204 (오정동, 오정지구대)",화장품,2025-08-18
1647,27,주식회사 가온,대전광역시 대덕구 대덕대로1417번길 64 (문평동),수전금구,2025-08-18
1648,25,주식회사 거북칼라샷다,대전광역시 대덕구 오정로75번길 63(오정동),헬스케어 및 건강관리 장비(산소챔버),2025-08-18
1649,25,주식회사 국제에이디건설,대전광역시 대덕구 덕암북로22번길 36 (덕암동) 외 1필지,애완동물 사육장,2025-08-18
1650,10,주식회사 그린브라우니,"대전광역시 대덕구 대화로106번길 66, 5층 527호(대화동, 펜타플렉스) 5층 527호 외 2필지","메탈할라이드램프(하이브리드 방전램프), 특수페인트",2025-08-18
1651,33,주식회사 나인스포츠,"대전광역시 대덕구 평촌5길 27-1, 외 2필지 (평촌동)","주방기기, 가스기구, 소독기",2025-08-18
1652,13,주식회사 남양기업,대전광역시 대덕구 대화로 202 (대화동) 외 1필지,"구조금속제품,디자인형 울타리,버스승강장,태양광 조명시설 등",2025-08-18
1653,27,주식회사 네오시스,대전광역시 대덕구 상서당1길 65 (상서동),"구내방송장치, 영상감시장치, 보안용카메라, 통합배선반",2025-08-18
1654,28,주식회사 넥스트인,"대전광역시 대덕구 대화로 120,(대화동, 가온비즈타워) 1동 11층 1121호",공장자동화 전기 판넬 및 프로그램,2025-08-18
1655,73,주식회사 넵스,"대전광역시 대덕구 대화로 120, (대화동, 가온비즈타워) 1동 8층 806호","실험장비,진공부품,진공장비",2025-08-18
1656,20,주식회사 노텍바이오,대전광역시 대덕구 평촌3길 12 (평촌동),소프트웨어설치 및 컴퓨터 설치,2025-08-18
1657,33,주식회사 다온에디션,대전광역시 대덕구 송촌남로 51 (송촌동),양념육,2025-08-18
1658,28,주식회사 다우엔티,"대전광역시 대덕구 오정로77번길 16-15 (오정동, 황수명씨근린생활시설)",기능성 안전모,2025-08-18
1659,29,주식회사 대덕테크,대전광역시 대덕구 대덕대로1417번길 34 (문평동),"CCTV,방송장비,LED조명",2025-08-18
1660,25,주식회사 대덕피앤텍,대전광역시 대덕구 무지니2길 10 (평촌동),밸브,2025-08-18
1661,29,주식회사 대성지티,대전광역시 대덕구 옛신탄진로 141 (오정동),"금속나노분말, 금속나노분말 제조장비",2025-08-18
1662,29,주식회사 대원기계,대전광역시 대덕구 대전로1019번길 25 (오정동),반도체 전공정 장비,2025-08-18
1663,20,주식회사 대자연,"대전광역시 대덕구 비래동로39번길 9, 1층 (비래동)","CCTV(네트워크 카메라), 공기살균기, 공기압축기, 조명장치, 가습기, 전동기, 드론",2025-08-18
1664,30,주식회사 대전종합모터스,대전광역시 대덕구 상서당2길 29 (상서동),"LED 조명, 조명기구",2025-08-18
1665,25,주식회사 대한테크놀로지,대전광역시 대덕구 방두말5길 9(상서동),연구개발,2025-08-18
1666,29,주식회사 도안앤텍,"대전광역시 대덕구 대화로 120, 6층 614호(대화동, 가온비즈타워) 6층 614호",공기압축기,2025-08-18
1667,28,주식회사 동진네트웍스,"대전광역시 대덕구 신탄진로 667, 3층 (평촌동)",공기압축기,2025-08-18
1668,28,주식회사 두리라이팅,"대전광역시 대덕구 대전로 1271, 4층 (대화동, 두리예식장)",성형기 및 가류기,2025-08-18
1669,31,주식회사 드론디비젼,"대전광역시 대덕구 한남로 70, A309(오정동, 한남대학교)",반도체 부품 및 의료기기 부품,2025-08-18
1670,33,주식회사 디자인아이,"대전광역시 대덕구 대전로1331번길 40, (읍내동, 대전 플랫폼시티 지식산업센터) 1동 2층 217호 외 1필지",식품기계,2025-08-18
1671,20,주식회사 라이온첨단소재,"대전광역시 대덕구 벚꽃길 87, (주)라이온켐텍제1지점 (평촌동)","조명,바닥신호등",2025-08-18
1672,29,주식회사 마루시스,"대전광역시 대덕구 대화로106번길 66, 5층 530호(대화동, 펜타플렉스) 5층 530호",가공식품,2025-08-18
1673,31,주식회사 모쓰,"대전광역시 대덕구 대화로 120, 3층 329호(대화동, 가온비즈타워) 3층 329호 외 2필지","생물학 제제, 화장품 원료물질",2025-08-18
1674,31,주식회사 모쓰,대전광역시 대덕구 덕암로 133 (덕암동),소프트웨어 개발,2025-08-18
1675,10,주식회사 모카씨엔티,대전광역시 대덕구 대전로1291번길 133 (대화동),FireCR Dental 등,2025-08-18
1676,27,주식회사 미건라이프사이언스,"대전광역시 대덕구 대전로1331번길 225(대화동, 혜성테이프공업)","전도성 은분말, 전도성 은코팅 구리분말",2025-08-18
1677,19,주식회사 미륭,"대전광역시 대덕구 아리랑로55번길 238, 외5필지 (신대동)",담배,2025-08-18
1678,19,주식회사 미륭 제2공장,대전광역시 대덕구 아리랑로55번길 236 (신대동),사무지원서비스(전산프로그램개발),2025-08-18
1679,21,주식회사 바이오어세이,"대전광역시 대덕구 신탄진로232번길 24, 6층 (와동)",금속기계 가공,2025-08-18
1680,28,주식회사 밝음,대전광역시 대덕구 덕암로 105 (상서동),씽크대 상판,2025-08-18
1681,29,주식회사 배승,"대전광역시 대덕구 대화로150번길 113, 101 (대화동)",배전반,2025-08-18
1682,25,주식회사 베르젠,"대전광역시 대덕구 대전천북로 194-1(오정동, (주)베르젠) 외 1필지","(의료기기 제조업체 대상)시장관리, 전략기획 자문",2025-08-18
1683,28,주식회사 보승전력,"대전광역시 대덕구 덕암로125번안길 59, 2동 1호 (덕암동)","기술복원, 기록매체 복제",2025-08-18
1684,29,주식회사 봉신이엔지,대전광역시 대덕구 평촌4길 7 (평촌동),"지게차 보조발, 핀, 버켓",2025-08-18
1685,63,주식회사 비드플랜비,"대전광역시 대덕구 대화로106번길 66, 8층 14호(대화동, 펜타플렉스) 8층 14호",샷터,2025-08-18
1686,62,주식회사 비에스엘,"대전광역시 대덕구 대화로150번길 113, 303 (대화동)","세정기, 소성기로",2025-08-18
1687,73,주식회사 비즈링크,"대전광역시 대덕구 한남로 70, 산학연혁신허브 A315~318(오정동, 한남대학교)",목형,2025-08-18
1688,25,주식회사 삼성하우징도어,대전광역시 대덕구 신탄진로115번안길 27(신대동),산소외,2025-08-18
1689,29,주식회사 삼진이앤아이,"대전광역시 대덕구 대화로132번길 22 (대화동, 모든창호산업)",밀링,2025-08-18
1690,25,주식회사 서영금속,대전광역시 대덕구 상서당1길 62 (상서동),"절삭유정화장치, 오일스키머, 튀김슬러지정제기",2025-08-18
1691,10,주식회사 성경식품,"대전광역시 대덕구 신탄진로 351 (와동, 성경식품)",실험동물모델사육시설,2025-08-18
1692,28,주식회사 성도테크롤러지,대전광역시 대덕구 오정로77번길 63 (오정동),조미김,2025-08-18
1693,25,주식회사 성원1,대전광역시 대덕구 대전천북로 274 (오정동),자동차부품,2025-08-18
1694,28,주식회사 세룩스엘앤티,대전광역시 대덕구 새말1길 11(상서동),광택제 등,2025-08-18
1695,22,주식회사 세원창호산업,대전광역시 대덕구 한남로137번길 75 (오정동),산업처리제어장비,2025-08-18
1696,25,주식회사 세이인,대전광역시 대덕구 대덕대로1527번길 350 (신탄진동),SMS개발,2025-08-18
1697,27,주식회사 세이지,"대전광역시 대덕구 한남로150번길 46, 2층 (오정동)","턴테이블, 터닝롤, 용접 보조장치",2025-08-18
1698,29,주식회사 세종하이텍,대전광역시 대덕구 방두말1길 20-17 (상서동),물류관리 주문형 소프트웨어,2025-08-18
1699,27,주식회사 세화넥스텍,대전광역시 대덕구 상서당2길 2 (상서동) 2층 202호,과학분석장비 관리서비스,2025-08-18
1700,25,주식회사 솔토기업,"대전광역시 대덕구 대화로 201, 지하층 1호(대화동)",공작기계,2025-08-18
1701,72,주식회사 송암,"대전광역시 대덕구 대화로106번길 66, 4층 427호(대화동, 펜타플렉스) 4층 427호 외 1필지",실험용 공정제어장비,2025-08-18
1702,70,주식회사 시지프스바이오텍,"대전광역시 대덕구 대화로 120,(일부) (대화동, 가온비즈타워) 1동 9층 927호",알루미늄 샷시,2025-08-18
1703,30,주식회사 신일제작,"대전광역시 대덕구 대화로52번안길 120 (대화동, 신일제약)",태양광 발전,2025-08-18
1704,13,주식회사 씨앤제이타올,대전광역시 대덕구 무지니1길 49 (평촌동),태양광 발전,2025-08-18
1705,26,주식회사 아라온,대전광역시 대덕구 계족로 540 (중리동) 2층 202호,자동차부품,2025-08-18
1706,32,주식회사 아르코,"대전광역시 대덕구 대전로1331번길 40, (읍내동, 대전 플랫폼시티 지식산업센터) 1동 6층 12호 외 1필지",자동제어및배전반,2025-08-18
1707,27,주식회사 아림사이언스,"대전광역시 대덕구 대화로106번길 66, 9층 917호(대화동, 펜타플렉스) 9층 917호 외 1필지",내연기관용 실린더라이너,2025-08-18
1708,28,주식회사 아우디조명,대전광역시 대덕구 오정로 109 (오정동),"실린더라이너,피스톤",2025-08-18
1709,27,주식회사 아이콘스,"대전광역시 대덕구 대화로106번길 66, 7층 718호(대화동, 펜타플렉스) 7층 718호","임플란트시편, 사파이어 가공품, 쿼츠 가공품",2025-08-18
1710,71,주식회사 아이피에스벤처스,"대전광역시 대덕구 한남로 70, 산학연혁신허브 A209, A210(오정동, 한남대학교)",자동차부품(볼트),2025-08-18
1711,29,주식회사 앤비아텍,"대전광역시 대덕구 대화로106번길 66, (대화동, 펜타플렉스) 1동 1층 107호",한재.각재,2025-08-18
1712,27,주식회사 앤알인스트루먼트,"대전광역시 대덕구 대화로106번길 66, (대화동, 펜타플렉스) 1동 4층 408호","경영, 재무, 인사 컨설팅",2025-08-18
1713,29,주식회사 어반트리,대전광역시 대덕구 대전로 1175 (오정동),냉동기,2025-08-18
1714,25,주식회사 에스엔차양,대전광역시 대덕구 한밭대로988번길 141(오정동),자켓,2025-08-18
1715,70,주식회사 에스엠엔테크,"대전광역시 대덕구 대화로150번길 113, 308 (대화동)","LED조명기구, 태양광가로등",2025-08-18
1716,25,주식회사 에스엠툴,대전광역시 대덕구 덕암북로4번길 142(덕암동),자동차 엔진부품,2025-08-18
1717,29,주식회사 에스유테크,"대전광역시 대덕구 방두말4길 31,  A동 (평촌동)",철재상품,2025-08-18
1718,25,주식회사 에이치앤디건설,"대전광역시 대덕구 대전천북로 184, 1층 (오정동)","살수전내함, 각종 기계제작",2025-08-18
1719,28,주식회사 에프티이디,"대전광역시 대덕구 대화로106번길 66,(대화동, 펜타플렉스) 1동 5층 514호",배전반,2025-08-18
1720,20,주식회사 엘케이펩티모,대전광역시 대덕구 대화로 178 (대화동),"스크린,저장탱크",2025-08-18
1721,33,주식회사 예창,"대전광역시 대덕구 대화로106번길 66, 6층 609호(대화동, 펜타플렉스) 6층 609호","부품 임가공, 컨베이어 장치, 교반기",2025-08-18
1722,29,주식회사 옐로펀트로봇,"대전광역시 대덕구 대화로106번길 66, 4층 405호(대화동, 펜타플렉스) 4층 405호",컴퓨터 시스템 통합 자문 및 구축,2025-08-18
1723,58,주식회사 올에이치,"대전광역시 대덕구 대화로106번길 66, 6층 619호(대화동, 펜타플렉스) 6층 619호",실내공간 디자인서비스(공사제외),2025-08-18
1724,28,주식회사 와이제이테크,대전광역시 대덕구 한밭대로1111번길 46(중리동),모바일용 프로그램 등 ,2025-08-18
1725,28,주식회사 우리콘티앤에스,대전광역시 대덕구 벚꽃길 102 (상서동),"Dry oven, Chamber",2025-08-18
1726,29,주식회사 원씨테크,대전광역시 대덕구 오정로63번길 28 (오정동),온실용자동개폐기 및 콘트롤박스,2025-08-18
1727,25,주식회사 원흥기업,대전광역시 대덕구 오정로75번길 54-17 (오정동),펌프 및 압축기,2025-08-18
1728,28,주식회사 위드콜,"대전광역시 대덕구 대화로106번길 66,(대화동, 펜타플렉스) 1동 11층 1120호","고전압파워팩, 수처리원격제어 시스템",2025-08-18
1729,62,주식회사 위플로,"대전광역시 대덕구 한남로 70, A202~204(오정동, 한남대학교)","마케팅, 재무, 인력 관리",2025-08-18
1730,28,주식회사 유알테크,"대전광역시 대덕구 대화로150번길 113, 107, 108호 (대화동)",에어공구,2025-08-18
1731,70,주식회사 이브이링크,"대전광역시 대덕구 한남로 70, A306(오정동, 한남대학교)",임대,2025-08-18
